country_iso3,commodity,HS4,export_value_usd,export_quantity_mt,year
CYM,NGAS_EUR,2711,17121.722,47208.4,2021
CYP,TOBAC_US,2401,1173.571,287.065,2021
CYP,PHOSROCK,2510,7107.265,68207,2021
CYP,CRUDE_PETRO,2709,43182.459,82822.89600000001,2021
CYP,POTASH,3104,1585.922,2358.364,2021
CYP,COTTON_A_INDX,5201,254.374,125.91199999999999,2021
CYP,PLATINUM,7110,1419.422,0.018000000000000002,2021
CYP,LEAD,7801,1392.386,698.366,2021
CZE,WHEAT_US_HRW,1001,639176.862,2467277.45,2021
CZE,BARLEY,1003,107764.602,530257.317,2021
CZE,MAIZE,1005,107830.318,489950.468,2021
CZE,SUGAR_WLD,1701,149317.904,275562.448,2021
CZE,TSP,2835,62730.942,37845.679,2021
CZE,PLYWOOD,4412,179446.33800000002,130062.17599999999,2021
CZE,PLATINUM,7110,64817.141,1.5,2021
DEU,WHEAT_US_HRW,1001,2206682.07,7529532.568,2021
DEU,BARLEY,1003,786234.4060000001,3050195.772,2021
DEU,SUGAR_WLD,1701,906893.547,1679318.453,2021
DEU,TSP,2835,459154.264,203487.11,2021
DEU,UREA_EE_BULK,3102,1141425.319,3319065.063,2021
DEU,POTASH,3104,1443573.11,4218718.265,2021
DEU,SILVER,7106,1724212.497,3286.603,2021
DJI,MAIZE,1005,13758.371,11203.567000000001,2021
DJI,RUBBER1_MYSG,4001,132.828,58.199,2021
DJI,GOLD,7108,8548.932999999999,0.15,2021
DJI,COPPER,7403,452.379,96.918,2021
DJI,LEAD,7801,417.577,118.43799999999999,2021
DNK,WHEAT_US_HRW,1001,274846.06,971499.515,2021
DNK,BARLEY,1003,212530.301,886801.593,2021
DNK,SUGAR_WLD,1701,120965.308,204082.257,2021
DNK,COCOA,1801,246.862,57.053,2021
DNK,PHOSROCK,2510,2466.341,9650.767,2021
DOM,SUGAR_WLD,1701,121435.13900000001,205537.595,2021
DOM,GOLD,7108,1748364.401,107.483,2021
DOM,LEAD,7801,8707.086,4346.347,2021
DZA,NGAS_EUR,2711,15120206.438,37281291.453,2021
DZA,UREA_EE_BULK,3102,1378527.816,3156744.25,2021
DZA,COPPER,7403,797.982,151.93,2021
ECU,RICE_05,1006,12394.971,23747.907,2021
ECU,PALM_OIL,1511,141120.734,113443.809,2021
ECU,COCONUT_OIL,1513,8805.113,5509.073,2021
ECU,COCOA,1801,877483.795,341301.593,2021
ECU,CRUDE_PETRO,2709,9225000.842,18991734.647,2021
ECU,PLYWOOD,4412,78724.883,66395.143,2021
ECU,SILVER,7106,748.473,2.0340000000000003,2021
ECU,GOLD,7108,595396.993,12.642000000000001,2021
ECU,PLATINUM,7110,1500.353,0.002,2021
ECU,LEAD,7801,49024.231999999996,21906.201,2021
EGY,CRUDE_PETRO,2709,3858168.147,8064326.546,2021
EGY,NGAS_EUR,2711,3941226.3619999997,7973767.835,2021
EGY,UREA_EE_BULK,3102,2300287.116,5003351.665,2021
EGY,POTASH,3104,81695.124,154035.284,2021
EGY,DAP,3105,361086.371,621507.083,2021
EGY,SILVER,7106,16907.255,23.521,2021
EGY,GOLD,7108,1227588.134,22.575,2021
EGY,ALUMINUM,7601,387375.302,164351.434,2021
EGY,LEAD,7801,35832.36,17936.396,2021
ERI,SILVER,7106,1592.161,1.661,2021
ESP,RICE_05,1006,205145.489,241555.13999999998,2021
ESP,TOBAC_US,2401,102959.913,24788.644,2021
ESP,TSP,2835,110841.215,114446.087,2021
ESP,POTASH,3104,142528.359,433626.363,2021
ESP,PLYWOOD,4412,363277.132,247746.31399999998,2021
ESP,COTTON_A_INDX,5201,119523.443,63945.769,2021
ESP,SILVER,7106,364006.315,530.283,2021
ESP,GOLD,7108,2429420.274,52.158,2021
ESP,PLATINUM,7110,94690.405,3.04,2021
ESP,COPPER,7403,1187784.819,132160.426,2021
ESP,ZINC,7901,1446559.913,530056.854,2021
EST,WHEAT_US_HRW,1001,213964.675,521998.928,2021
EST,BARLEY,1003,51739.858,199479.886,2021
EST,PALM_OIL,1511,222810.684,196289.109,2021
EST,PLYWOOD,4412,130889.468,108530.639,2021
EST,NICKEL,7502,20552.85,1146.751,2021
EST,ALUMINUM,7601,13030.353,3656.3,2021
EST,LEAD,7801,34496.338,15613.270999999999,2021
ETH,SOYBEANS,1201,51583.114,63175.974,2021
ETH,COCOA,1801,117.954,26.086,2021
ETH,GOLD,7108,859732.054,14.971,2021
ETH,TIN,8001,0.072,0.04,2021
FIN,WHEAT_US_HRW,1001,14536.08,45640.042,2021
FIN,BARLEY,1003,19147.521,75688.768,2021
FIN,PHOSROCK,2510,11103.125,63796.06,2021
FIN,TSP,2835,119810.297,195516.993,2021
FIN,DAP,3105,787379.148,1568357.014,2021
FIN,PLYWOOD,4412,654367.308,516672.798,2021
FIN,SILVER,7106,64872.09,63.616,2021
FIN,GOLD,7108,907857.728,16.248,2021
FIN,PLATINUM,7110,164927.382,3.8390000000000004,2021
FIN,COPPER,7403,909934.6939999999,95124.424,2021
FIN,NICKEL,7502,640296.845,36884.839,2021
FIN,ZINC,7901,807112.224,260904.417,2021
FJI,COCONUT_OIL,1513,3746.3599999999997,2176.58,2021
FJI,SUGAR_WLD,1701,54710.145,119199.935,2021
FJI,COCOA,1801,7.279,2.041,2021
FJI,PHOSROCK,2510,29.302,149.5,2021
FJI,CRUDE_PETRO,2709,2756.713,3019.1310000000003,2021
FJI,COTTON_A_INDX,5201,0.064,0.10200000000000001,2021
FJI,SILVER,7106,589.466,0.711,2021
FJI,GOLD,7108,64969.751000000004,1.145,2021
FRA,WHEAT_US_HRW,1001,4984820.78,16887485.596,2021
FRA,BARLEY,1003,1750781.262,6644494.749,2021
FRA,MAIZE,1005,1957052.535,4275147.609,2021
FRA,SUGAR_WLD,1701,842195.93,1685003.991,2021
FRA,TOBAC_US,2401,198421.44799999997,16039.538,2021
FRA,TSP,2835,199787.221,147701.93,2021
FRA,GOLD,7108,1932361.517,53.96,2021
FRA,LEAD,7801,145783.608,66122.84700000001,2021
GAB,PALM_OIL,1511,75834.377,79922.138,2021
GAB,COCONUT_OIL,1513,8506.478,7048.853999999999,2021
GAB,CRUDE_PETRO,2709,4098644.111,8052024.667,2021
GAB,RUBBER1_MYSG,4001,13244.556,7369.036,2021
GAB,PLYWOOD,4412,77827.473,53757.134,2021
GAB,COPPER,7403,5601.521,702.942,2021
GAB,ALUMINUM,7601,2836.6639999999998,1559.317,2021
GAB,LEAD,7801,2076.898,1131.597,2021
GAB,ZINC,7901,142.566,48.503,2021
GBR,BARLEY,1003,370991.588,1332163.739,2021
GBR,TOBAC_US,2401,8751.089,1392.113,2021
GBR,PHOSROCK,2510,638.037,411.84499999999997,2021
GBR,POTASH,3104,134652.39800000002,759690.277,2021
GBR,NICKEL,7502,525823.357,27179.452,2021
GEO,BARLEY,1003,577.6139999999999,2253.127,2021
GEO,UREA_EE_BULK,3102,184952.189,556693.732,2021
GEO,SILVER,7106,361.175,0.547,2021
GEO,GOLD,7108,72697.651,2.354,2021
GEO,COPPER,7403,2845.21,305.6,2021
GEO,NICKEL,7502,63.241,4.335,2021
GEO,ALUMINUM,7601,17100.837,7508.767,2021
GEO,LEAD,7801,11097.618,5372.34,2021
GEO,ZINC,7901,609.054,218.041,2021
GHA,SOYBEANS,1201,28789.561999999998,43143.506,2021
GHA,COCONUT_OIL,1513,9518.787,5642.884,2021
GHA,COCOA,1801,1718978.563,586525.377,2021
GHA,TOBAC_US,2401,0.375,0.02,2021
GHA,IRON_ORE,2601,46.035,18.565,2021
GHA,CRUDE_PETRO,2709,4798237.142,9828283.605999999,2021
GHA,RUBBER1_MYSG,4001,158981.693,150888.855,2021
GHA,PLYWOOD,4412,12709.35,25234.039,2021
GHA,SILVER,7106,129.604,0.349,2021
GHA,GOLD,7108,10340144.913,215.505,2021
GHA,ALUMINUM,7601,108601.391,44584.668,2021
GHA,LEAD,7801,30970.531,13890.057,2021
GHA,ZINC,7901,36.29,22.962,2021
GIB,GOLD,7108,1339.459,0.025,2021
GIN,COCONUT_OIL,1513,49.367000000000004,64.121,2021
GIN,COCOA,1801,67216.988,28822.766,2021
GIN,NGAS_EUR,2711,11035.735,0,2021
GIN,RUBBER1_MYSG,4001,29572.872,25610.048,2021
GIN,COTTON_A_INDX,5201,276.556,176.964,2021
GIN,COPPER,7403,28.518,8.616,2021
GMB,GOLD,7108,145685.708,2.543,2021
GNB,NGAS_EUR,2711,22047.13,51308.8,2021
GNQ,CRUDE_PETRO,2709,3181008.1890000002,5983189.409,2021
GNQ,NGAS_EUR,2711,1544114.955,3557706.256,2021
GNQ,RUBBER1_MYSG,4001,69.971,45.36,2021
GRC,RICE_05,1006,70725.838,118529.858,2021
GRC,TOBAC_US,2401,186813.428,35794.422,2021
GRC,COTTON_A_INDX,5201,791408.747,375492.863,2021
GRC,SILVER,7106,12459.97,17.11,2021
GRC,GOLD,7108,42364.344,1.193,2021
GRC,PLATINUM,7110,4172.153,0.13,2021
GRD,LEAD,7801,7.21,1.79,2021
GRD,ZINC,7901,5.222,1.24,2021
GTM,PALM_OIL,1511,744597.396,768666.953,2021
GTM,COCONUT_OIL,1513,73850.28,65506.793000000005,2021
GTM,SUGAR_WLD,1701,584270.09,1293343.472,2021
GTM,TOBAC_US,2401,80567.843,15481.146,2021
GTM,CRUDE_PETRO,2709,60465.87,167947.813,2021
GTM,RUBBER1_MYSG,4001,229823.558,145220.422,2021
GTM,PLYWOOD,4412,20500.786,15764.017,2021
GTM,GOLD,7108,7422.47,0.148,2021
GTM,LEAD,7801,4159.561,1943.568,2021
GUY,RICE_05,1006,323923.783,644833.339,2021
GUY,COCONUT_OIL,1513,431.28,151.108,2021
GUY,SUGAR_WLD,1701,25705.065,39581.654,2021
GUY,CRUDE_PETRO,2709,6151158.904999999,13348364.540000001,2021
GUY,GOLD,7108,901236.943,16.591,2021
HKG,WHEAT_US_HRW,1001,66663.795,219658.283,2021
HKG,BARLEY,1003,4247.522,15366.827,2021
HKG,POTASH,3104,505.325,708.86,2021
HKG,SILVER,7106,5390792.291,6615.6230000000005,2021
HND,SOYBEANS,1201,119.396,5175.5250000000005,2021
HND,PALM_OIL,1511,342840.786,344777.723,2021
HND,COCONUT_OIL,1513,57097.782,43987.158,2021
HND,SUGAR_WLD,1701,48061.131,106246.075,2021
HND,COCOA,1801,1355.603,1335.174,2021
HND,TOBAC_US,2401,41099.85,3025.174,2021
HND,RUBBER1_MYSG,4001,609.032,343.14,2021
HND,PLYWOOD,4412,5349.848,5564.36,2021
HND,SILVER,7106,540.983,0.782,2021
HND,GOLD,7108,164354.843,3.058,2021
HND,PLATINUM,7110,373.882,0.044,2021
HRV,WHEAT_US_HRW,1001,121703.765,495206.341,2021
HRV,BARLEY,1003,37570.695,157239.558,2021
HRV,MAIZE,1005,216813.68,856406.747,2021
HRV,SOYBEANS,1201,131015.249,193243.48,2021
HRV,PHOSROCK,2510,5056.689,33003.706,2021
HRV,UREA_EE_BULK,3102,188021.72100000002,602116,2021
HRV,LEAD,7801,12287.693000000001,5700.803,2021
HUN,WHEAT_US_HRW,1001,681595.005,2617577.804,2021
HUN,BARLEY,1003,204309.487,919013.225,2021
HUN,MAIZE,1005,1065385.095,3603865.175,2021
HUN,PHOSROCK,2510,448.232,653.263,2021
HUN,COTTON_A_INDX,5201,1540.691,388.695,2021
HUN,PLATINUM,7110,23472.845,0.627,2021
IDN,PALM_OIL,1511,26818849.474,26104723.815,2021
IDN,COCONUT_OIL,1513,3009554.687,2153944.479,2021
IDN,COAL_AUS,2701,30574553.362,344451582.493,2021
IDN,NGAS_EUR,2711,8592318.209999999,17755576.531999998,2021
IDN,UREA_EE_BULK,3102,1028782.931,2248752.704,2021
IDN,RUBBER1_MYSG,4001,4340592.524,2369339.9,2021
IDN,PLYWOOD,4412,2273294.7939999998,1937053.764,2021
IDN,SILVER,7106,128901.126,177.567,2021
IDN,COPPER,7403,1974547.4400000002,210115.253,2021
IDN,TIN,8001,2423659.3989999997,99766.851,2021
IND,WHEAT_US_HRW,1001,1728109.311,5914105.5770000005,2021
IND,MAIZE,1005,942045.161,3490659.34,2021
IND,RICE_05,1006,10653828.456,20421667.976,2021
IND,SUGAR_WLD,1701,4634752.427,9806573.7,2021
IND,TOBAC_US,2401,607642.36,179941.324,2021
IND,IRON_ORE,2601,5178077.632,37722516.54,2021
IND,COTTON_A_INDX,5201,2654463.495,1294312.091,2021
IND,ALUMINUM,7601,8235893.126,3228485.435,2021
IND,ZINC,7901,928169.954,303159.727,2021
IRL,COCOA,1801,252.261,23.564,2021
IRL,RUBBER1_MYSG,4001,87228.14,2645.758,2021
IRL,LEAD,7801,25125.143,11251.234,2021
IRN,IRON_ORE,2601,446727.559,3337914.7970000003,2021
IRN,NGAS_EUR,2711,8559177.111,31129910.547,2021
IRN,UREA_EE_BULK,3102,1036947.049,3621451.869,2021
IRN,COPPER,7403,963676.856,124701.363,2021
IRN,ALUMINUM,7601,504130.05299999996,195507.60799999998,2021
IRN,LEAD,7801,54837.591,28742.606,2021
IRN,ZINC,7901,504873.309,166802.385,2021
IRQ,WHEAT_US_HRW,1001,330171.31,943837,2021
IRQ,BARLEY,1003,161726.159,503633,2021
IRQ,MAIZE,1005,277952.14,805817,2021
IRQ,CRUDE_PETRO,2709,76649015.148,159788912.725,2021
IRQ,SILVER,7106,7614.347,10.751999999999999,2021
IRQ,GOLD,7108,2081271.228,41.071,2021
IRQ,COPPER,7403,46484.901,5430.346,2021
IRQ,ALUMINUM,7601,51848.63,26187.029,2021
IRQ,ZINC,7901,2835.632,962.99,2021
ISL,COTTON_A_INDX,5201,817.25,393.428,2021
ISL,GOLD,7108,1165.589,0.020999999999999998,2021
ISL,COPPER,7403,233.67700000000002,33.543,2021
ISL,ALUMINUM,7601,2754240.469,1055171.899,2021
ISR,PHOSROCK,2510,46627.006,468319.823,2021
ISR,TSP,2835,117981.738,80326.533,2021
ISR,POTASH,3104,1041543.015,3404144.704,2021
ISR,DAP,3105,620076.183,405666.95900000003,2021
ISR,COTTON_A_INDX,5201,54391.869999999995,21658.012,2021
ISR,COPPER,7403,36434.498,4270.285,2021
ISR,LEAD,7801,59273.183000000005,26208.578,2021
ITA,RICE_05,1006,705015.465,717438.841,2021
ITA,TOBAC_US,2401,242208.079,55325.962,2021
ITA,PLATINUM,7110,5921675.069,91.13499999999999,2021
JAM,COCOA,1801,399.215,456.46,2021
JAM,COTTON_A_INDX,5201,540.748,22.87,2021
JAM,GOLD,7108,80.18700000000001,0.001,2021
JOR,PHOSROCK,2510,733373.36,6342738.954,2021
JOR,IRON_ORE,2601,6410.444,30661.28,2021
JOR,UREA_EE_BULK,3102,344243.545,387945.797,2021
JOR,POTASH,3104,1200403.438,2026157.597,2021
JOR,DAP,3105,707240.326,1050036.088,2021
JOR,LEAD,7801,15351.275,7000.209,2021
JPN,TSP,2835,106146.356,26757.914,2021
JPN,SILVER,7106,2059812.479,6603.48,2021
JPN,GOLD,7108,7613777.663,161.378,2021
JPN,COPPER,7403,5803223.265,633587.285,2021
JPN,LEAD,7801,148434.875,62314.145,2021
JPN,ZINC,7901,494839.80100000004,164480.063,2021
KAZ,WHEAT_US_HRW,1001,1353293.198,5544246.464000001,2021
KAZ,BARLEY,1003,164046.603,749849.553,2021
KAZ,MAIZE,1005,21346.334000000003,84561.733,2021
KAZ,RICE_05,1006,39987.56,104560.591,2021
KAZ,PHOSROCK,2510,57120.564999999995,640416.031,2021
KAZ,IRON_ORE,2601,1568845.637,13946811.078,2021
KAZ,COAL_AUS,2701,769179.706,30612851.262,2021
KAZ,CRUDE_PETRO,2709,26772792.807,57859509.427,2021
KAZ,NGAS_EUR,2711,2293662.133,5456581.158,2021
KAZ,TSP,2835,34281.617,46226.032,2021
KAZ,DAP,3105,178734.696,375247.839,2021
KAZ,COTTON_A_INDX,5201,140271.334,70528.995,2021
KAZ,SILVER,7106,1190214.233,1548.685,2021
KAZ,GOLD,7108,4000156.137,72.359,2021
KAZ,PLATINUM,7110,3524.715,0.077,2021
KAZ,COPPER,7403,3941131.3079999997,425243.86400000006,2021
KAZ,ALUMINUM,7601,603911.76,234620.727,2021
KAZ,LEAD,7801,223949.27,98013.28600000001,2021
KAZ,ZINC,7901,804166.5009999999,267733.767,2021
KEN,BARLEY,1003,1980.8960000000002,28289.133,2021
KEN,COCOA,1801,12429.433,4845.717,2021
KEN,IRON_ORE,2601,13557.8,155674.15899999999,2021
KEN,CRUDE_PETRO,2709,11.731,12.552,2021
KEN,SILVER,7106,178.409,2.4099999999999997,2021
KEN,GOLD,7108,250614.382,3.5020000000000002,2021
KEN,COPPER,7403,13859.801,3203.6240000000003,2021
KGZ,TOBAC_US,2401,916.456,1230.1799999999998,2021
KGZ,CRUDE_PETRO,2709,2026.056,6013.401,2021
KGZ,POTASH,3104,1536.596,4209.878,2021
KGZ,COTTON_A_INDX,5201,42031.397,18469.994000000002,2021
KGZ,SILVER,7106,7706.858,9.574,2021
KGZ,GOLD,7108,1933163.847,33.405,2021
KGZ,COPPER,7403,694.49,121.316,2021
KGZ,ALUMINUM,7601,9322.646999999999,4778.8949999999995,2021
KGZ,LEAD,7801,8784.845000000001,4170.009,2021
KGZ,ZINC,7901,244.308,106.69,2021
KHM,RICE_05,1006,871785.098,1345848.702,2021
KHM,SOYBEANS,1201,22420.717999999997,37794.998,2021
KHM,COCONUT_OIL,1513,523.1469999999999,3747.6389999999997,2021
KHM,COCOA,1801,116.14099999999999,52.22,2021
KHM,RUBBER1_MYSG,4001,756121.525,418422.263,2021
KHM,PLYWOOD,4412,276144.653,229529.296,2021
KHM,LEAD,7801,22649.739999999998,11099.76,2021
KIR,COCONUT_OIL,1513,5762.575,2307.855,2021
KOR,DAP,3105,285001.827,777072.744,2021
KOR,SILVER,7106,2073555.3709999998,3462.772,2021
KOR,COPPER,7403,3361478.571,359353.073,2021
KOR,LEAD,7801,663803.001,289638.218,2021
KOR,ZINC,7901,1685037.998,556054.703,2021
KWT,CRUDE_PETRO,2709,45754391.868,90042696.766,2021
KWT,NGAS_EUR,2711,2932910.511,4419964.672,2021
KWT,UREA_EE_BULK,3102,43433.155,84425.972,2021
KWT,RUBBER1_MYSG,4001,11398.216,6552,2021
KWT,LEAD,7801,2387.2149999999997,1210.61,2021
LAO,MAIZE,1005,10198.368,44332.351,2021
LAO,SOYBEANS,1201,1426.138,4793.16,2021
LAO,IRON_ORE,2601,278172.08,2148659.406,2021
LAO,POTASH,3104,220009.557,768073.955,2021
LAO,RUBBER1_MYSG,4001,358870.186,269722.02,2021
LAO,SILVER,7106,147526.387,20.773999999999997,2021
LAO,GOLD,7108,1792855.382,107.358,2021
LAO,COPPER,7403,72466.74,7519.799,2021
LAO,ALUMINUM,7601,702.876,319.17900000000003,2021
LAO,LEAD,7801,13713.548,5717.244,2021
LAO,TIN,8001,1422.419,565.683,2021
LBN,COCOA,1801,578.48,224.99200000000002,2021
LBN,TOBAC_US,2401,37402.039,8952.534,2021
LBN,POTASH,3104,3335.0280000000002,5181,2021
LBN,PLATINUM,7110,2360.169,0.082,2021
LBN,COPPER,7403,9548.207,1324.987,2021
LBN,LEAD,7801,67624.378,28846.658,2021
LBR,PALM_OIL,1511,78778.125,65722.86899999999,2021
LBR,COCONUT_OIL,1513,3138.8,1876.357,2021
LBR,COCOA,1801,41178.289000000004,17064.252,2021
LBR,IRON_ORE,2601,438041.58499999996,3597060.549,2021
LBR,CRUDE_PETRO,2709,4466.171,540.225,2021
LBR,RUBBER1_MYSG,4001,232044.357,126055.536,2021
LBY,CRUDE_PETRO,2709,28840591.322,55525813.64,2021
LBY,NGAS_EUR,2711,1942721.237,2782231.487,2021
LBY,UREA_EE_BULK,3102,80741.994,140762.11000000002,2021
LBY,SILVER,7106,508.083,0.64,2021
LBY,GOLD,7108,236388.188,4.486000000000001,2021
LBY,COPPER,7403,588.2,75.66,2021
LBY,ALUMINUM,7601,4226.557,2058.975,2021
LBY,LEAD,7801,7932.447999999999,3895.855,2021
LCA,COCOA,1801,257.325,19.307,2021
LKA,COCOA,1801,50.281,4.817,2021
LKA,TOBAC_US,2401,75359.933,1893.334,2021
LKA,PHOSROCK,2510,12.411999999999999,6.25,2021
LKA,LEAD,7801,14751.525,6985.684,2021
LTU,WHEAT_US_HRW,1001,1342124.2619999999,3424204.1999999997,2021
LTU,BARLEY,1003,68276.901,272267.906,2021
LTU,SUGAR_WLD,1701,47619.5,81796.352,2021
LTU,IRON_ORE,2601,37.163,193.05,2021
LTU,TSP,2835,126744.185,189781.94400000002,2021
LTU,UREA_EE_BULK,3102,580426.55,1937774.358,2021
LTU,POTASH,3104,330306.328,1059075.127,2021
LTU,DAP,3105,578762.12,1092301.24,2021
LTU,COTTON_A_INDX,5201,158.968,14.498,2021
LTU,PLATINUM,7110,28854.023,0.6,2021
LUX,WHEAT_US_HRW,1001,37161.055,116074.948,2021
LUX,BARLEY,1003,4916.399,18572.944,2021
LUX,PALM_OIL,1511,249.45499999999998,111.818,2021
LUX,GOLD,7108,142078.527,2.582,2021
LUX,PLATINUM,7110,5188.1320000000005,0.09,2021
LUX,NICKEL,7502,315088.334,18515.625,2021
LUX,ALUMINUM,7601,326590.576,132182.606,2021
LUX,LEAD,7801,1292.02,592.029,2021
LUX,ZINC,7901,178418.398,56675.555,2021
LUX,TIN,8001,28479.078,1557.4840000000002,2021
LVA,WHEAT_US_HRW,1001,902549.785,2295688.228,2021
LVA,BARLEY,1003,37683.633,156940.679,2021
LVA,PHOSROCK,2510,353.15700000000004,651.424,2021
LVA,CRUDE_PETRO,2709,2546.359,6414.433,2021
LVA,POTASH,3104,14786.288999999999,39194.409999999996,2021
LVA,PLYWOOD,4412,306677.232,230211.173,2021
LVA,PLATINUM,7110,426.46200000000005,0.017,2021
LVA,ALUMINUM,7601,15808.831,8614.74,2021
LVA,LEAD,7801,668.278,336.544,2021
MAC,DAP,3105,362.634,791.084,2021
MAR,PHOSROCK,2510,1480922.715,13533227.348,2021
MAR,IRON_ORE,2601,9018.157000000001,71234.158,2021
MAR,CRUDE_PETRO,2709,130901.712,257920.099,2021
MAR,TSP,2835,88760.041,154284.5,2021
MAR,DAP,3105,5363161.219,9622149.127,2021
MAR,SILVER,7106,114152.178,161.703,2021
MAR,GOLD,7108,61775.466,1.281,2021
MAR,COPPER,7403,47290.966,8132.547,2021
MDA,WHEAT_US_HRW,1001,260351.402,1014235.411,2021
MDA,BARLEY,1003,64188.626,240040.524,2021
MDA,MAIZE,1005,123616.383,459454.507,2021
MDA,SOYBEANS,1201,3235.349,5653.3550000000005,2021
MDA,SUGAR_WLD,1701,11263.19,20797.989,2021
MDA,CRUDE_PETRO,2709,1585.172,4780.715,2021
MDA,GOLD,7108,870.097,0.026000000000000002,2021
MDA,NICKEL,7502,440.947,21.087,2021
MDG,SOYBEANS,1201,1413.895,1861.396,2021
MDG,COCOA,1801,42761.145000000004,15832.711000000001,2021
MDG,UREA_EE_BULK,3102,19770.305,83028.217,2021
MDG,COTTON_A_INDX,5201,3414.772,1863.371,2021
MDG,GOLD,7108,143129.81199999998,2.49,2021
MDG,COPPER,7403,648.6999999999999,1575.003,2021
MDG,NICKEL,7502,413628.088,24778.165,2021
MDV,WHEAT_US_HRW,1001,3587.336,10850.414,2021
MDV,NGAS_EUR,2711,36240.217,52269.799,2021
MEX,SUGAR_WLD,1701,747321.035,1196103.21,2021
MEX,TOBAC_US,2401,39591.924,4116.564,2021
MEX,CRUDE_PETRO,2709,30684390.41,64053616.976,2021
MEX,SILVER,7106,2921365.153,3464.198,2021
MEX,GOLD,7108,5532725,149.597,2021
MEX,COPPER,7403,978267.099,97927.739,2021
MEX,LEAD,7801,223102.622,109685.716,2021
MEX,ZINC,7901,624898.745,208614.435,2021
MHL,SOYBEANS,1201,217.94,384.04,2021
MHL,COCONUT_OIL,1513,552.743,401.748,2021
MKD,BARLEY,1003,3196.912,12828.182,2021
MKD,RICE_05,1006,5203.623,7309.3640000000005,2021
MKD,TOBAC_US,2401,159862.698,29312.767,2021
MKD,PHOSROCK,2510,32.829,361.545,2021
MKD,GOLD,7108,699.163,0.013,2021
MKD,COPPER,7403,11850.501,2156.649,2021
MKD,NICKEL,7502,3455.178,854.51,2021
MLI,MAIZE,1005,1309.701,11071.126,2021
MLI,IRON_ORE,2601,22129.589,144346.064,2021
MLI,RUBBER1_MYSG,4001,372.015,223.29500000000002,2021
MLI,COTTON_A_INDX,5201,101251.398,50829.77,2021
MLI,GOLD,7108,9025377.627,205.34699999999998,2021
MLI,ALUMINUM,7601,1421.259,628.4200000000001,2021
MLI,LEAD,7801,2654.858,1152.575,2021
MLT,RUBBER1_MYSG,4001,109.686,403.20599999999996,2021
MLT,LEAD,7801,6734.086,2911.953,2021
MMR,MAIZE,1005,651402.64,2817565.186,2021
MMR,RICE_05,1006,696956.627,1608777.255,2021
MMR,SUGAR_WLD,1701,84728.43699999999,182590.919,2021
MMR,IRON_ORE,2601,62134.382000000005,1408359.42,2021
MMR,NGAS_EUR,2711,2820106.83,10547688.859000001,2021
MMR,RUBBER1_MYSG,4001,358888.392,241699.751,2021
MMR,COTTON_A_INDX,5201,11385.314,10450.829,2021
MMR,COPPER,7403,583281.984,64351.843,2021
MMR,ALUMINUM,7601,48782.612,26118.529,2021
MMR,LEAD,7801,44235.654,20075.762,2021
MMR,ZINC,7901,15494.562,5014.725,2021
MMR,TIN,8001,2580.504,68.973,2021
MNE,GOLD,7108,1056.219,0.022,2021
MNE,ALUMINUM,7601,139437.049,44810.079,2021
MNE,LEAD,7801,438.08000000000004,208.988,2021
MNG,IRON_ORE,2601,842901.3820000001,7236140.617,2021
MNG,COAL_AUS,2701,2522955.508,18947267.433,2021
MNG,CRUDE_PETRO,2709,278310.73,596532.496,2021
MNG,SILVER,7106,3450.538,3.072,2021
MNG,GOLD,7108,2109241.591,38.681,2021
MNG,COPPER,7403,117913.707,13090.316,2021
MNG,ALUMINUM,7601,5878.054,3099.048,2021
MNG,LEAD,7801,3865.12,4417.28,2021
MOZ,SOYBEANS,1201,108408.603,145100.304,2021
MOZ,COCONUT_OIL,1513,6673.742,4293.931,2021
MOZ,SUGAR_WLD,1701,61859.195999999996,110667.717,2021
MOZ,TOBAC_US,2401,266320.196,69191.974,2021
MOZ,COAL_AUS,2701,2071105.911,15436595.57,2021
MOZ,CRUDE_PETRO,2709,28020.677,42397.8,2021
MOZ,NGAS_EUR,2711,520264.74100000004,78758256.78,2021
MOZ,POTASH,3104,23955.121,35928.171,2021
MOZ,COTTON_A_INDX,5201,21606.272,10455.776,2021
MOZ,GOLD,7108,473656.384,8.415000000000001,2021
MOZ,ALUMINUM,7601,2008988.966,396732.213,2021
MOZ,LEAD,7801,10925.978000000001,5073.276,2021
MRT,SILVER,7106,433.074,0.493,2021
MRT,GOLD,7108,605721.4130000001,11.383,2021
MUS,SOYBEANS,1201,310.696,504.013,2021
MUS,PALM_OIL,1511,16156.121000000001,12509.860999999999,2021
MUS,SUGAR_WLD,1701,221990.897,354779.903,2021
MUS,COCOA,1801,153.578,37.903999999999996,2021
MUS,UREA_EE_BULK,3102,69628.421,115880.79299999999,2021
MUS,POTASH,3104,25012.952,38875.808,2021
MUS,DAP,3105,71234.257,101765.18,2021
MWI,MAIZE,1005,8366.960000000001,23674.552,2021
MWI,SOYBEANS,1201,100239.934,85708.82299999999,2021
MWI,SUGAR_WLD,1701,110406.671,163581.756,2021
MWI,TOBAC_US,2401,510130.165,113932.015,2021
MWI,RUBBER1_MYSG,4001,4296.267,2470.684,2021
MWI,PLYWOOD,4412,2987.328,4564.293,2021
MWI,COTTON_A_INDX,5201,5975.103999999999,1492.698,2021
MWI,GOLD,7108,90251.127,1.599,2021
MWI,ALUMINUM,7601,151.196,93,2021
