ISO3,total_hours_worked,labor_productivity_person_growth,labor_productivity_hour_growth,total_factor_productivity_growth
PHL,78523.2,0.68,2.05,-1.02
PHL,79485.8,5.74,5.6,1.65
PHL,81728.87,5.3,3.82,0.76
PHL,79811.28,6.42,8.9,1.47
PHL,82436.32,3.5,2.96,-0.47
PHL,89178.35,2.3,-0.95,-2.14
PHL,86030.02,8.69,10.84,0.05
PHL,89346.29,4.21,2.39,-2.28
PHL,90990.41,4.15,4.2,-1.19
PHL,72908.57,-3.64,12.92,-8.66
PHL,86563.08,-2.06,-10.96,-1.75
PHL,96000.36,-0.25,-2.99,1.09
PHL,98382.46,3.07,2.99,0.57
PHL,99601.8,4.44,4.46,0.99
PHL,99144.82,6.13,6.14,1.21
POL,NA,-5.68,NA,-7.2
POL,NA,-1.23,NA,-3.33
POL,NA,3.49,NA,2.77
POL,26717.78,6.25,NA,4.68
POL,27513.66,4.24,2.25,2.46
POL,27482.5,5.06,7.07,5.52
POL,27813.17,4.84,4.83,3.27
POL,28206.34,4.87,4.88,2.66
POL,28535.04,3.41,3.42,0.67
POL,27850.2,8.23,7.27,3.31
POL,26976.77,7.09,8.04,4.13
POL,26404.02,3.53,3.43,0.73
POL,25542.86,5.07,5.34,2.62
POL,25314.81,4.74,4.46,2.46
POL,25606.14,3.91,3.9,1.96
POL,26089.44,1.08,1.35,-0.52
POL,26938.7,2.93,2.85,1.59
POL,28109.57,2.17,2.31,1.0
POL,29065.32,0.56,0.95,-0.93
POL,28951.67,2.24,3.02,-0.19
POL,28111.85,5.98,6.25,2.57
POL,28199.21,4.66,4.93,2.6
POL,28159.49,1.4,1.65,-0.69
POL,28088.96,0.76,0.94,-1.39
POL,28666.54,2.16,1.83,0.13
POL,29211.66,2.87,2.48,0.98
POL,29484.41,2.2,2.08,0.8
POL,29556.52,3.76,4.9,3.05
POL,29318.8,5.67,7.11,4.45
POL,30179.41,2.12,1.6,0.56
POL,29947.5,-2.23,-1.28,-3.82
POL,31655.01,3.93,1.16,2.09
POL,31844.58,4.09,4.63,3.21
POL,31673.3,0.04,0.68,-2.95
POL,31070.23,3.58,4.85,1.72
POL,31095.48,3.38,3.48,1.62
PRT,7889.87,2.82,2.99,0.59
PRT,7742.78,1.64,5.33,1.16
PRT,7753.77,2.17,2.98,-0.24
PRT,7640.48,0.91,0.79,-1.69
PRT,7672.53,2.46,1.07,-0.85
PRT,7965.52,2.11,-1.46,-1.38
PRT,8103.69,1.8,1.74,0.57
PRT,8293.94,1.73,2.01,1.83
PRT,8596.27,1.95,1.12,0.9
PRT,8737.26,2.32,2.23,-0.43
PRT,8974.53,1.58,1.07,-0.62
PRT,9052.51,0.19,1.07,-0.93
PRT,9054.36,0.38,0.75,-1.72
PRT,8933.68,0.04,0.41,-2.73
PRT,8899.39,2.51,2.18,-1.77
PRT,8868.19,1.25,1.14,-0.67
PRT,8847.83,1.23,1.86,-0.31
PRT,8929.52,2.49,1.57,0.12
PRT,8900.46,-0.05,0.65,-1.58
PRT,8659.89,-0.41,-0.43,-3.73
PRT,8549.42,3.21,3.05,0.4
PRT,8265.91,0.18,1.66,-2.45
PRT,7834.47,0.0,1.23,-2.58
PRT,7652.89,1.97,1.37,-0.68
PRT,7805.4,-0.79,-1.23,-2.56
PRT,7950.14,0.06,-0.26,-0.35
PRT,8116.52,0.24,-0.09,0.01
PRT,8335.06,0.0,0.61,1.05
PRT,8584.02,0.53,-0.04,-0.04
PRT,8677.39,1.9,1.64,0.54
PRT,7965.64,-6.35,0.0,-5.66
PRT,8323.44,4.1,1.02,0.71
PRT,8838.44,3.13,0.75,1.96
PRT,9007.44,1.55,0.69,0.54
PRT,9050.31,0.32,1.45,-0.2
PRT,9188.48,1.59,0.99,0.37
QAT,NA,-2.49,NA,0.57
QAT,NA,-4.44,NA,-1.23
QAT,NA,6.08,NA,9.37
QAT,NA,-4.81,NA,-0.74
QAT,NA,2.92,NA,2.37
QAT,NA,0.69,NA,-1.58
QAT,NA,5.18,NA,1.66
QAT,NA,8.54,NA,18.71
QAT,NA,4.0,NA,6.29
QAT,NA,-1.87,NA,2.77
QAT,NA,6.69,NA,4.19
QAT,NA,3.69,NA,-0.78
QAT,NA,0.3,NA,1.52
QAT,NA,-5.94,NA,-6.86
QAT,NA,0.52,NA,8.2
QAT,1260.26,-5.08,NA,-2.67
QAT,1401.22,15.39,15.2,6.27
QAT,2208.13,-21.76,-25.0,-7.17
QAT,3021.42,-11.48,-14.13,-3.37
QAT,3175.79,7.06,7.57,-0.42
QAT,3415.72,10.62,9.48,5.64
QAT,3381.37,13.49,12.43,-3.54
QAT,3423.23,1.43,3.45,-7.51
QAT,3865.62,-6.53,-6.52,-5.31
QAT,4245.38,-4.08,-4.09,-4.17
QAT,4836.98,-8.06,-8.06,-3.28
QAT,5288.88,-5.74,-5.74,-7.41
QAT,5211.6,-2.04,-0.04,-7.8
QAT,5224.62,-0.05,0.98,-5.72
QAT,5230.56,-0.46,0.57,-5.23
QAT,5341.91,-5.57,-5.57,-10.19
QAT,4996.56,7.34,8.65,-1.78
QAT,5130.07,0.33,1.47,-1.8
QAT,5399.1,-3.98,-3.86,-6.14
QAT,5446.05,0.67,0.67,-4.65
QAT,5559.46,0.54,0.54,-3.39
ROU,NA,-8.87,NA,-10.22
ROU,NA,-8.93,NA,-12.12
ROU,NA,3.2,NA,-2.36
ROU,NA,5.37,NA,3.39
ROU,NA,7.02,NA,5.07
ROU,21174.58,11.67,NA,8.39
ROU,20916.15,7.43,5.19,3.59
ROU,21083.27,-5.65,-5.6,-6.59
ROU,20432.24,1.02,1.09,1.22
ROU,20083.16,0.86,1.35,-0.54
ROU,19959.76,3.26,3.09,1.43
ROU,19742.44,6.35,6.38,3.83
ROU,17876.16,17.66,16.74,8.72
ROU,17579.56,2.39,4.07,1.68
ROU,17332.96,15.02,12.0,8.39
ROU,17191.6,4.99,5.53,1.6
ROU,17173.36,5.79,8.14,3.3
ROU,17458.09,5.71,5.48,0.0
ROU,17176.31,10.82,11.1,2.81
ROU,16370.52,-1.93,-0.87,-5.93
ROU,16060.02,-0.69,-2.05,-5.27
ROU,15760.77,6.98,6.48,2.13
ROU,15661.33,0.46,2.55,0.22
ROU,15480.25,1.17,1.45,-0.87
ROU,15477.81,3.33,4.13,2.33
ROU,15224.1,4.47,4.88,1.17
ROU,15249.39,4.03,2.69,1.37
ROU,15413.57,5.67,7.04,5.98
ROU,15437.39,6.03,5.96,4.87
ROU,15596.02,3.79,2.87,1.29
ROU,14879.4,-1.66,0.96,-1.74
ROU,15565.32,4.76,0.89,0.37
ROU,15500.26,3.2,4.4,1.79
ROU,15467.52,3.96,2.62,0.6
ROU,15778.65,-1.01,-1.17,-2.41
ROU,15903.18,1.73,1.32,-0.28
RUS,NA,-2.16,NA,-4.53
RUS,NA,-3.1,NA,-5.84
RUS,165893.74,-12.39,NA,-13.29
RUS,160315.01,-5.23,-5.52,-5.45
RUS,148207.68,-7.71,-5.57,-7.27
RUS,146063.67,-2.9,-2.69,-1.15
RUS,142107.63,-1.99,-0.92,-0.18
RUS,141590.36,6.08,1.75,2.55
RUS,137201.85,-2.52,-2.32,-3.4
RUS,140740.33,-1.22,3.68,5.45
RUS,142934.48,6.45,8.36,8.55
RUS,144777.46,5.01,3.75,3.31
RUS,145170.56,2.38,4.51,3.74
RUS,146899.5,7.81,6.03,5.38
RUS,147826.71,5.62,6.5,5.35
RUS,149046.12,4.79,5.51,4.03
RUS,149964.4,6.86,7.49,5.24
RUS,151871.58,6.08,7.17,5.02
RUS,152547.67,4.9,4.78,2.12
RUS,148418.19,-5.71,-5.26,-8.37
RUS,150331.6,3.72,3.17,1.87
RUS,151103.22,2.91,3.73,1.63
RUS,151654.54,3.02,3.65,1.19
RUS,150858.45,1.97,2.29,-0.72
RUS,150579.94,0.53,0.92,-1.24
RUS,150888.0,-3.04,-2.17,-3.69
RUS,150649.0,0.1,0.35,-1.37
RUS,150112.0,1.93,2.19,-0.38
RUS,149970.0,2.5,2.9,1.41
RUS,148354.9,3.05,3.31,1.24
RUS,138864.46,-0.82,4.0,-0.69
RUS,148090.61,4.25,-0.7,1.47
RUS,151061.72,-2.61,-3.3,-0.81
RUS,153654.97,2.7,2.34,1.31
RUS,154141.13,3.96,3.97,1.99
RUS,152114.53,2.97,2.97,0.17
RWA,NA,-3.42,NA,-3.87
RWA,NA,-6.77,NA,-7.02
RWA,NA,3.87,NA,2.71
RWA,NA,-14.03,NA,-14.93
RWA,NA,-30.02,NA,-43.19
RWA,NA,53.88,NA,32.75
RWA,NA,-7.39,NA,0.68
RWA,NA,-2.4,NA,4.35
RWA,NA,2.26,NA,3.66
RWA,NA,0.73,NA,0.36
RWA,NA,5.68,NA,4.4
RWA,NA,5.91,NA,4.71
RWA,NA,10.11,NA,8.54
RWA,NA,-0.53,NA,-1.96
RWA,NA,4.23,NA,2.72
RWA,4359.86,6.33,NA,3.93
RWA,4506.31,5.89,5.66,2.7
RWA,4643.32,4.72,4.48,0.14
RWA,4788.18,8.09,7.79,1.73
RWA,4928.95,3.49,3.22,-1.8
RWA,5081.34,4.41,4.11,-0.18
RWA,5233.59,5.17,4.82,0.69
RWA,5399.65,5.66,5.3,0.35
RWA,5553.7,2.05,1.82,-2.55
RWA,5719.41,3.4,3.08,-0.65
RWA,5931.71,5.98,4.97,0.83
RWA,6160.78,3.1,2.03,-2.01
RWA,6402.14,1.22,0.0,-2.74
RWA,6920.09,4.18,0.4,-0.13
RWA,6672.76,10.24,13.49,4.54
RWA,7047.08,-12.0,-8.5,-10.49
RWA,6008.67,21.22,30.02,13.88
RWA,6734.95,0.72,-3.51,-1.35
RWA,7681.73,-3.71,-5.1,-2.12
RWA,7905.91,3.95,3.97,-2.2
RWA,8116.88,3.74,3.75,-0.44
SAU,NA,5.58,NA,5.5
SAU,NA,6.38,NA,3.93
SAU,NA,3.54,NA,1.18
SAU,NA,-2.65,NA,-4.04
SAU,NA,-1.78,NA,-1.84
SAU,NA,-2.17,NA,-2.86
SAU,NA,0.97,NA,0.67
SAU,NA,0.08,NA,-0.39
SAU,NA,-0.1,NA,-1.1
SAU,NA,-3.87,NA,-4.98
SAU,NA,2.51,NA,1.03
SAU,NA,-1.3,NA,-3.01
SAU,NA,-2.44,NA,-4.06
SAU,NA,1.84,NA,2.56
SAU,NA,2.12,NA,1.35
SAU,14225.45,-0.04,NA,-2.38
SAU,15019.08,-2.21,-2.15,-5.86
SAU,15481.71,-0.85,-0.84,-7.25
SAU,15934.51,3.16,3.22,-3.15
SAU,16244.15,-3.02,-2.95,-8.72
SAU,17611.47,-3.13,-3.12,-3.81
SAU,19822.11,-1.3,-1.38,-0.42
SAU,20472.97,2.04,2.06,-2.42
SAU,21308.09,-1.48,-1.48,-5.2
SAU,21915.21,0.96,0.94,-4.05
SAU,22652.65,1.07,1.11,-2.23
SAU,24233.23,-3.83,-4.76,-2.77
SAU,24739.34,-0.81,-1.15,-3.94
SAU,25662.16,-0.89,-0.51,-1.3
SAU,26921.18,-4.74,-3.63,-3.27
SAU,26581.91,-6.31,-2.35,-7.65
SAU,31648.32,-5.18,-11.75,-4.25
SAU,33336.16,3.4,2.04,1.16
SAU,35440.85,-4.61,-6.65,-6.92
SAU,36348.49,-1.24,-1.22,-3.06
SAU,37045.18,1.2,1.21,-1.09
SEN,NA,-0.11,NA,0.69
SEN,NA,-2.08,NA,-1.37
SEN,NA,-0.21,NA,-2.17
SEN,NA,0.74,NA,-1.5
SEN,NA,-1.16,NA,-3.07
SEN,NA,3.8,NA,2.6
SEN,NA,0.41,NA,-2.05
SEN,NA,0.53,NA,-0.78
SEN,NA,2.07,NA,0.78
SEN,NA,3.5,NA,1.59
SEN,NA,0.93,NA,0.19
SEN,NA,1.4,NA,0.15
SEN,NA,-2.26,NA,-3.38
SEN,NA,3.4,NA,2.14
SEN,NA,1.4,NA,0.79
SEN,5277.67,0.96,NA,0.34
SEN,5473.2,-0.84,-1.32,-2.65
SEN,5591.59,-0.42,0.65,-2.09
SEN,5759.58,0.51,0.68,-2.16
SEN,5973.12,-0.6,-0.92,-2.77
SEN,6213.8,0.0,-0.61,-1.61
SEN,6484.75,-2.13,-2.9,-4.12
SEN,6684.48,0.25,0.9,-1.11
SEN,6891.39,-1.13,-0.66,-3.81
SEN,7111.39,2.82,2.94,-0.85
SEN,7315.44,4.05,3.4,-0.56
SEN,8088.55,3.04,-3.81,-1.42
SEN,9353.55,2.17,-7.12,-2.8
SEN,9952.81,1.73,-0.19,-3.84
SEN,10537.41,0.88,-1.19,-4.64
SEN,10296.73,-0.64,3.71,-6.08
SEN,11016.86,1.88,-0.42,-3.22
SEN,11716.84,0.5,-2.21,-5.66
SEN,12097.95,1.43,1.31,-3.9
SEN,12470.86,2.82,2.83,0.11
SEN,12862.34,5.95,5.97,4.95
SRB,NA,-5.05,NA,NA
SRB,NA,-8.88,NA,NA
SRB,NA,-25.36,NA,NA
SRB,NA,-28.76,NA,-32.61
SRB,NA,4.63,NA,7.26
SRB,NA,7.85,NA,9.0
SRB,NA,6.27,NA,7.04
SRB,NA,2.75,NA,3.67
SRB,NA,5.58,NA,4.71
SRB,NA,-2.38,NA,-5.71
SRB,NA,8.96,NA,7.18
SRB,NA,6.37,NA,5.83
SRB,NA,10.31,NA,7.19
SRB,NA,7.46,NA,3.73
SRB,NA,6.25,NA,3.2
SRB,5998.59,13.58,NA,7.87
SRB,5814.05,7.93,7.2,2.4
SRB,5862.22,6.82,6.95,2.04
SRB,6223.07,-1.03,-0.94,-1.63
SRB,5764.72,4.48,4.56,-1.05
SRB,5244.11,10.94,11.7,4.9
SRB,4930.43,6.4,6.42,1.49
SRB,4921.99,0.67,-0.27,-2.55
SRB,4893.03,-3.16,1.05,-0.14
SRB,4868.36,-11.32,-1.31,-3.33
SRB,5234.62,0.71,-5.79,-3.79
SRB,5516.57,-2.52,-2.29,-0.3
SRB,5598.97,-0.42,0.86,0.18
SRB,5741.83,3.25,2.05,1.03
SRB,5879.21,2.29,2.3,1.24
SRB,5717.99,-0.74,1.84,-1.38
SRB,5842.04,9.69,5.66,3.32
SRB,5967.27,0.31,0.48,-1.46
SRB,5783.77,4.43,7.14,2.59
SRB,5815.05,3.31,3.32,0.57
SRB,5845.86,3.63,3.65,1.92
SGP,3522.55,4.83,4.63,1.35
SGP,3692.32,2.63,1.78,-1.32
SGP,3817.03,3.31,3.16,-0.59
SGP,3982.35,7.98,6.83,3.45
SGP,4188.71,6.3,5.62,2.84
SGP,4420.97,2.1,1.54,-1.63
SGP,4734.87,1.19,0.35,-3.49
SGP,5051.96,2.09,1.52,-1.73
SGP,5167.6,-4.85,-4.38,-9.0
SGP,5188.12,6.19,5.3,1.08
SGP,5436.42,4.78,4.06,1.61
SGP,5582.84,-4.44,-3.67,-6.17
SGP,5485.59,5.41,5.77,1.97
SGP,5430.01,5.83,5.62,2.67
SGP,5446.15,8.13,9.61,6.38
SGP,5685.6,2.85,2.84,1.97
SGP,6040.22,2.26,2.61,2.39
SGP,6505.54,0.33,1.22,1.07
SGP,7116.46,-7.16,-6.88,-7.49
SGP,7204.13,-2.56,-1.09,-3.81
SGP,7569.36,10.73,8.99,6.24
SGP,7716.31,2.46,4.19,0.78
SGP,8035.91,0.45,0.28,-1.97
SGP,8330.14,0.69,1.12,-1.58
SGP,8503.58,0.16,1.82,-1.37
SGP,8583.33,0.81,2.02,-0.7
SGP,8629.82,2.71,3.19,-0.01
SGP,8547.54,4.67,5.48,1.02
SGP,8506.47,2.72,3.95,0.46
SGP,8732.98,-0.28,-1.32,-2.74
SGP,8178.81,-1.78,2.7,-2.6
SGP,8344.26,11.71,7.58,4.71
SGP,8728.12,-0.61,-0.47,-0.98
SGP,9024.61,-2.73,-1.52,-2.24
SGP,9090.87,2.73,3.63,1.51
SGP,9052.55,3.69,3.69,1.13
SVK,4455.35,-1.71,NA,-2.14
SVK,4099.55,-7.18,-7.19,-7.28
SVK,3836.94,0.0,0.01,2.07
SVK,3837.21,7.18,7.17,9.91
SVK,3764.85,8.22,8.25,7.25
SVK,3904.72,5.47,4.01,5.4
SVK,3914.23,3.95,5.86,3.45
SVK,3895.9,6.59,5.98,2.06
SVK,3860.29,4.32,4.78,0.11
SVK,3750.88,2.11,2.43,-1.55
SVK,3676.33,2.8,2.83,0.64
SVK,3667.22,2.34,3.18,1.11
SVK,3575.52,4.32,7.09,3.43
SVK,3497.78,3.73,7.19,4.25
SVK,3581.07,5.63,2.94,1.88
SVK,3696.3,4.79,3.17,1.73
SVK,3783.83,6.7,6.41,4.91
SVK,3899.39,8.55,7.53,6.04
SVK,4029.92,2.07,1.95,0.85
SVK,3922.37,-3.62,-2.91,-5.86
SVK,3916.85,8.43,6.94,4.0
SVK,3959.53,0.77,1.46,-0.36
SVK,3952.76,1.52,1.74,0.39
SVK,3883.82,1.49,2.49,0.13
SVK,3911.88,1.28,1.97,0.96
SVK,3976.69,3.14,3.46,1.78
SVK,4038.65,-0.42,0.38,-0.43
SVK,4065.53,0.65,2.19,0.85
SVK,4123.33,2.01,2.6,1.77
SVK,4137.23,1.22,1.93,0.35
SVK,3771.29,-0.71,6.87,1.67
SVK,3772.06,6.35,5.71,4.04
SVK,3908.11,-1.3,-3.05,-2.79
SVK,3946.18,1.1,0.4,-0.78
SVK,3947.43,2.18,1.99,0.09
SVK,3968.95,0.71,0.26,-1.1
SVN,NA,-4.37,NA,NA
SVN,NA,-1.3,NA,-2.65
SVN,NA,0.06,NA,1.17
SVN,NA,6.01,NA,7.15
SVN,NA,7.98,NA,7.78
SVN,1619.19,7.66,NA,7.19
SVN,1561.9,4.99,6.69,4.2
SVN,1522.34,7.13,7.9,4.92
SVN,1532.46,3.17,2.38,0.28
SVN,1560.5,3.67,3.38,0.44
SVN,1564.27,1.88,3.25,0.44
SVN,1560.14,2.24,3.1,2.55
SVN,1604.3,1.88,0.44,-0.75
SVN,1601.41,3.57,3.38,-1.2
SVN,1622.56,3.97,3.18,0.93
SVN,1577.52,4.36,6.82,2.78
SVN,1574.8,4.27,6.09,2.5
SVN,1615.36,3.67,4.45,2.8
SVN,1674.34,0.85,-0.27,-1.41
SVN,1652.35,-6.05,-6.36,-8.68
SVN,1618.84,3.29,3.2,1.46
SVN,1575.6,2.37,3.42,0.88
SVN,1543.38,-2.02,-0.89,-2.34
SVN,1542.63,0.3,-0.78,-1.84
SVN,1567.24,2.34,1.15,1.5
SVN,1593.0,1.07,0.74,0.33
SVN,1588.93,1.16,3.3,2.46
SVN,1604.53,2.2,4.15,3.43
SVN,1636.42,1.17,2.35,2.35
SVN,1674.62,1.05,1.14,0.84
SVN,1591.77,-3.41,0.91,-2.59
SVN,1676.29,7.0,2.92,2.66
SVN,1742.99,-0.2,-1.23,-0.4
SVN,1746.63,0.47,1.9,3.34
SVN,1765.19,1.45,0.52,0.27
SVN,1783.39,1.18,0.88,0.6
ZAF,NA,-4.33,NA,-3.78
ZAF,NA,-4.79,NA,-4.12
ZAF,NA,-3.64,NA,-3.84
ZAF,NA,-0.32,NA,-0.67
ZAF,NA,1.62,NA,0.93
ZAF,NA,1.52,NA,0.37
ZAF,NA,2.7,NA,1.19
ZAF,NA,1.02,NA,2.9
ZAF,NA,-1.04,NA,-3.01
ZAF,NA,0.84,NA,0.86
ZAF,NA,2.77,NA,2.55
ZAF,28697.75,6.24,NA,3.53
ZAF,28509.89,4.67,4.38,1.54
ZAF,27389.24,4.28,7.16,3.02
ZAF,28209.96,2.55,1.51,0.83
ZAF,30637.96,-0.7,-3.07,-1.17
ZAF,31074.58,0.49,4.12,1.62
ZAF,31272.63,4.98,4.69,0.51
ZAF,33315.24,-4.72,-3.14,-5.06
ZAF,31926.29,1.17,2.75,-2.94
ZAF,30826.37,6.07,6.72,2.51
ZAF,31722.13,1.1,0.26,-1.26
ZAF,32082.51,-0.12,1.25,0.09
ZAF,32882.57,-0.55,-0.01,-1.03
ZAF,33459.57,-0.47,-0.34,-0.9
ZAF,30825.25,-2.5,9.98,4.25
ZAF,35008.2,0.41,-11.36,-7.04
ZAF,35523.09,-1.27,-0.31,-1.51
ZAF,35924.17,0.16,0.42,-0.02
ZAF,36081.77,0.53,-0.18,-1.14
ZAF,31201.3,1.86,8.51,0.67
ZAF,31647.39,7.6,3.48,3.91
ZAF,33955.02,-3.68,-5.01,-2.4
ZAF,35988.57,-5.12,-4.99,-3.73
ZAF,36753.21,-0.87,-1.51,-1.39
ZAF,37270.72,-0.01,0.0,-0.5
KOR,48629.64,6.33,8.47,3.35
KOR,49846.49,7.43,8.07,3.45
KOR,50388.66,4.19,5.06,1.22
KOR,51313.52,5.63,4.95,1.62
KOR,52632.6,5.89,6.53,3.11
KOR,54297.55,6.58,6.25,2.33
KOR,55234.8,5.62,6.06,1.58
KOR,55019.03,4.36,6.59,2.41
KOR,49827.16,0.94,4.76,-1.13
KOR,50852.01,9.53,9.22,6.3
KOR,53381.08,4.75,4.04,1.88
KOR,54149.05,2.71,3.24,0.2
KOR,54868.23,4.84,6.33,2.69
KOR,53904.47,3.21,4.92,0.95
KOR,54197.18,3.23,4.62,1.95
KOR,53618.37,3.68,5.48,2.2
KOR,54341.2,3.62,3.85,1.37
KOR,54273.89,4.17,5.97,2.69
KOR,52699.95,2.08,6.08,2.09
KOR,51341.96,1.19,3.49,0.24
KOR,51752.55,5.45,6.13,3.8
KOR,52151.18,1.6,2.9,0.58
KOR,52661.23,0.79,1.55,-0.39
KOR,53134.56,1.88,2.37,0.53
KOR,53615.29,0.83,2.29,0.44
KOR,54378.76,1.82,1.48,0.0
KOR,54464.39,2.27,3.01,0.99
KOR,53782.89,2.21,4.74,1.82
KOR,53309.99,2.8,4.09,1.49
KOR,53247.95,1.18,2.43,0.66
KOR,51234.88,0.11,3.2,0.07
KOR,52138.06,3.2,2.8,1.43
KOR,52836.6,-0.26,1.37,0.0
KOR,54282.22,0.24,-1.3,-2.2
KOR,52117.45,1.89,6.74,3.33
KOR,52116.75,1.51,1.51,-0.26
ESP,24571.2,0.62,0.51,-0.66
ESP,24994.17,1.33,0.81,-0.97
ESP,24535.39,2.35,2.82,0.38
ESP,23730.06,1.86,2.33,-0.46
ESP,23603.02,2.87,2.93,0.98
ESP,24056.45,3.01,2.99,1.93
ESP,24467.62,1.15,0.88,-0.89
ESP,25423.0,-0.15,-0.31,-0.9
ESP,26676.91,-0.07,-0.6,-1.33
ESP,27985.97,-0.14,-0.47,-1.37
ESP,29326.21,0.09,0.39,-0.71
ESP,30469.19,0.57,0.02,-1.16
ESP,31248.17,0.17,0.19,-1.16
ESP,32072.82,-0.33,0.29,-0.95
ESP,32965.06,-0.61,0.32,-1.25
ESP,34029.99,-0.68,0.31,-1.46
ESP,35211.55,-0.09,0.55,-0.61
ESP,36095.06,0.28,1.0,-0.58
ESP,36338.86,0.69,0.09,-1.91
ESP,34168.08,2.71,2.35,-1.89
ESP,33392.89,1.94,2.42,0.01
ESP,32685.72,1.83,1.51,-0.52
ESP,31111.89,1.49,2.05,-1.12
ESP,30228.8,0.79,1.45,-0.72
ESP,30543.0,0.48,0.48,0.0
ESP,31458.25,1.14,1.03,1.54
ESP,32261.47,0.76,0.35,0.63
ESP,32952.22,0.26,0.74,0.7
ESP,33765.62,0.21,-0.07,-0.06
ESP,34348.54,-0.67,0.23,-0.29
ESP,30576.95,-6.84,0.05,-5.72
ESP,32787.92,4.0,-0.51,1.45
ESP,34347.9,2.6,1.36,2.33
ESP,35051.64,-0.33,0.61,0.52
ESP,35731.2,0.91,1.19,1.01
ESP,36811.12,0.22,-0.68,-0.55
LKA,11518.59,4.16,3.8,4.49
LKA,11535.63,11.51,10.66,7.53
LKA,11431.54,-2.08,-2.25,-5.51
LKA,12076.74,2.54,1.73,3.71
LKA,11924.18,6.4,9.42,5.33
LKA,11983.05,4.55,5.53,3.84
LKA,12344.04,8.52,8.88,9.9
LKA,12230.66,8.89,11.31,7.75
LKA,13301.26,-8.82,-9.56,-6.11
LKA,13532.19,2.3,1.12,-0.54
LKA,14530.64,4.52,0.97,3.43
LKA,14180.23,-0.78,0.47,-3.43
LKA,13597.29,-0.78,8.17,-0.03
LKA,13189.17,4.5,9.22,0.25
LKA,14323.41,3.95,-2.9,-3.17
LKA,14748.16,4.93,3.18,-1.66
LKA,15408.56,2.86,3.05,-1.12
LKA,15272.06,7.75,7.75,-1.64
LKA,16583.34,-2.45,-2.43,-4.43
LKA,16376.03,4.17,4.85,-3.22
LKA,16506.64,6.54,7.16,0.73
LKA,16028.95,10.32,11.91,0.71
LKA,16190.67,10.13,7.55,-0.38
LKA,16875.79,1.45,-0.17,-4.9
LKA,17102.69,6.12,4.97,-1.01
LKA,16807.93,2.46,6.03,-2.32
LKA,17481.47,3.51,1.01,-3.28
LKA,18193.95,3.09,2.29,-2.13
LKA,17452.4,4.77,6.66,-4.08
LKA,17486.26,-2.24,-0.41,-5.03
LKA,15061.42,-2.45,10.73,-5.91
LKA,16017.47,2.73,-2.01,-1.22
LKA,16723.33,-7.73,-11.26,-9.63
LKA,16445.55,-0.54,-0.57,-2.73
LKA,16754.17,3.05,3.06,1.77
LKA,16897.04,2.62,2.62,0.04
SDN,NA,-10.64,NA,-10.68
SDN,NA,2.16,NA,3.47
SDN,NA,2.84,NA,0.35
SDN,NA,-0.11,NA,-1.81
SDN,NA,-0.99,NA,-3.38
SDN,NA,-0.36,NA,-2.06
SDN,NA,1.7,NA,-7.07
SDN,NA,7.41,NA,-2.82
SDN,NA,3.66,NA,-15.41
SDN,NA,5.43,NA,-2.85
SDN,NA,7.63,NA,0.97
SDN,NA,3.8,NA,-3.67
SDN,NA,3.74,NA,-9.11
SDN,NA,5.16,NA,-9.5
SDN,NA,3.33,NA,-12.01
SDN,18561.15,4.36,NA,-9.68
SDN,18967.22,9.16,8.92,-1.27
SDN,19422.27,7.93,7.62,-1.34
SDN,19934.6,4.48,4.06,-3.66
SDN,21384.18,-9.0,-9.36,-11.57
SDN,21353.04,3.69,4.01,-4.32
SDN,21195.01,-2.61,-2.49,-10.01
SDN,21455.11,-17.79,-18.01,-22.76
SDN,21783.58,0.66,0.42,-1.52
SDN,22252.81,2.63,2.45,2.12
SDN,22875.24,2.16,2.05,1.52
SDN,23465.75,2.48,2.07,1.46
SDN,24131.65,-1.85,-2.01,-0.25
SDN,24863.17,-4.89,-5.16,-3.41
SDN,25418.37,-4.32,-4.63,-3.32
SDN,24533.02,-3.22,-0.15,-3.65
SDN,25472.66,-1.2,-3.21,-0.87
SDN,26724.82,-7.52,-7.07,-4.18
SDN,26126.5,-15.86,-16.45,-19.32
SDN,26914.08,-22.6,-22.6,-27.56
SDN,28221.46,5.77,3.29,-1.68
SWE,6559.03,0.26,0.49,-1.86
SWE,6405.86,0.36,1.22,-1.68
SWE,6190.32,3.44,2.28,-0.33
SWE,5985.39,3.34,1.29,-0.69
SWE,6070.48,5.01,2.56,2.31
SWE,6189.19,2.45,2.1,1.8
SWE,6187.31,2.54,1.74,-0.02
SWE,6125.24,4.4,4.11,1.59
SWE,6224.27,2.53,2.59,1.03
SWE,6393.35,2.08,1.45,0.31
SWE,6474.7,2.16,3.32,1.06
SWE,6517.31,-0.7,0.7,-1.07
SWE,6427.73,2.16,3.7,1.14
SWE,6337.96,2.36,3.32,0.76
SWE,6396.07,4.63,3.23,1.82
SWE,6389.86,2.84,2.89,1.11
SWE,6504.36,2.72,2.83,1.84
SWE,6706.81,0.9,0.11,-0.6
SWE,6799.38,-1.42,-2.27,-3.79
SWE,6598.52,-2.27,-1.34,-3.9
SWE,6756.34,5.05,3.28,3.14
SWE,6916.13,0.84,0.78,0.21
SWE,6908.13,-1.18,-0.3,-1.86
SWE,6937.44,0.12,0.71,-0.45
SWE,7042.94,0.82,0.76,0.22
