ISO3,year,government_investment_gdp,private_sector_investment_gdp
EGY,1997,5.196755882,3.036510184
EGY,1998,5.496286767,3.71272252
EGY,1999,5.839024312,2.996095848
EGY,2000,5.31100048,3.503112631
EGY,2001,4.590975092,3.736759776
EGY,2002,5.055131165,3.460023827
EGY,2003,4.599780264,3.388875149
EGY,2004,4.470635765,3.542523604
EGY,2005,3.848009641,4.656163346
EGY,2006,2.918106481,5.943085398
EGY,2007,2.657541967,7.206904762
EGY,2008,2.801542698,7.790667595
EGY,2009,3.934950866,5.143671436
EGY,2010,3.676506898,5.549181764
EGY,2011,2.997748511,5.093437451
EGY,2012,2.85248031,4.729499716
EGY,2013,2.671951496,4.051542553
EGY,2014,2.689711291,3.764703679
EGY,2015,2.99280895,3.766881791
EGY,2016,3.295125962,3.82016565
EGY,2017,3.421338132,3.804432074
EGY,2018,4.455868741,3.48365927
EGY,2019,4.161015579,4.33425085
ERI,1990,17.1217042,8.173853843
ERI,1991,16.57537221,7.913036584
ERI,1992,16.54721349,10.9589703
ERI,1993,17.88578405,6.006309803
ERI,1994,12.90774295,9.159204269
ERI,1995,13.96341424,5.511461779
ERI,1996,18.20509092,6.658127084
ERI,1997,21.57502914,7.008123635
ERI,1998,24.76738352,4.968882521
ERI,1999,35.01187823,4.210087396
ERI,2000,17.23096987,4.069375231
ERI,2001,25.27317434,9.186638009
ERI,2002,21.74403081,5.663558735
ERI,2003,19.19510019,6.931215325
ERI,2004,15.89716232,5.023021413
ERI,2005,24.96545803,2.670504933
ERI,2006,16.11592408,1.574142743
ERI,2007,13.83675021,1.659552861
ERI,2008,15.03492956,1.583742568
ERI,2009,12.10500414,1.920627044
ERI,2010,17.29869576,1.73155163
ERI,2011,10.28511927,1.735612759
ERI,2012,8.364959981,2.03371836
ERI,2013,8.707282012,1.966802802
ERI,2014,5.31767557,1.97526383
ERI,2015,8.165037808,1.971347638
ERI,2016,5.160206257,2.095132861
ERI,2017,6.657255367,1.999999909
ERI,2018,0.881529282,1.901190752
ERI,2019,1.996107167,1.963378119
ESP,1990,5.100103085,16.88039963
ESP,1991,5.157596958,16.63340673
ESP,1992,4.464303174,16.23345314
ESP,1993,4.479104618,14.57163401
ESP,1994,4.322695773,14.62908773
ESP,1995,4.002075722,15.87217872
ESP,1996,3.410336094,16.4208149
ESP,1997,3.401085517,16.77747271
ESP,1998,3.560726212,17.85883717
ESP,1999,3.543144643,18.98178152
ESP,2000,3.29146399,19.72216732
ESP,2001,3.387667245,19.68412992
ESP,2002,3.645016224,19.72597331
ESP,2003,3.710887615,20.46340696
ESP,2004,3.534887074,20.98012507
ESP,2005,3.688396535,21.60720269
ESP,2006,3.791766758,22.26469527
ESP,2007,4.104898689,22.02991423
ESP,2008,4.150806446,20.64714371
ESP,2009,4.776062118,16.5318146
ESP,2010,4.388768262,15.74412646
ESP,2011,3.514129992,15.24663991
ESP,2012,2.541041032,15.36218592
ESP,2013,2.293652894,15.18036073
ESP,2014,2.189500247,15.75027556
ESP,2015,2.54454255,15.56898038
ESP,2016,1.974277059,16.02471314
ESP,2017,1.99999995,16.66999992
ESP,2018,2.136790565,17.20365022
ESP,2019,2.048240207,17.42473853
EST,1990,1.789423492,8.272087654
EST,1991,2.022822962,9.351038589
EST,1992,2.668654224,12.33656501
EST,1993,2.944424507,13.61138752
EST,1994,3.12443373,14.44352754
EST,1995,2.885845804,11.35028053
EST,1996,2.951007104,13.37910808
EST,1997,2.874022011,14.82130192
EST,1998,3.551905684,17.47805782
EST,1999,3.256533558,14.71342005
EST,2000,3.088033207,15.74402419
EST,2001,3.378707264,16.5804216
EST,2002,4.441729021,18.51095917
EST,2003,4.013048069,21.21292693
EST,2004,3.466889213,21.59105965
EST,2005,3.718283803,22.63024234
EST,2006,4.282074081,25.07844437
EST,2007,4.979486971,25.43214748
EST,2008,5.499432241,22.30176174
EST,2009,5.353388279,14.63318514
EST,2010,4.355872855,14.91612255
EST,2011,4.679808052,19.86110558
EST,2012,5.879127621,20.8441802
EST,2013,5.305869019,21.24262941
EST,2014,4.876790442,20.17306982
EST,2015,5.045606537,18.64341598
EST,2016,4.537374386,19.41482317
EST,2017,5.695383447,19.2281761
EST,2018,5.289668549,19.42897333
EST,2019,4.977581474,21.37846431
ETH,1990,3.721828133,3.508447133
ETH,1991,2.998583736,3.373659946
ETH,1992,2.061239824,3.36257864
ETH,1993,2.216879547,3.543459698
ETH,1994,3.585400938,3.402349552
ETH,1995,1.828701117,2.938521541
ETH,1996,2.941575507,3.224397287
ETH,1997,1.678611535,2.992698739
ETH,1998,2.202760076,3.316428792
ETH,1999,1.990040652,3.427728249
ETH,2000,3.005767859,3.923008261
ETH,2001,3.864538367,3.717197305
ETH,2002,3.722209363,3.442230667
ETH,2003,3.786756118,3.060121292
ETH,2004,5.290266855,3.989500484
ETH,2005,4.981156254,3.373798943
ETH,2006,5.504976052,3.053547462
ETH,2007,5.261131631,2.812291643
ETH,2008,5.544930561,2.81430222
ETH,2009,6.389480283,4.750680031
ETH,2010,7.729409129,4.191718499
ETH,2011,8.090421358,6.184119804
ETH,2012,9.807072536,9.295576795
ETH,2013,9.990995112,8.605066542
ETH,2014,9.779757053,11.71137356
ETH,2015,9.729094432,13.75861136
ETH,2016,9.907317786,14.3529823
ETH,2017,8.734118428,16.05382192
ETH,2018,8.236614709,15.91963797
ETH,2019,8.885175517,19.05763879
FIN,1990,4.730880926,23.57368002
FIN,1991,5.002311313,19.98546599
FIN,1992,5.213855163,17.07390383
FIN,1993,4.462667783,15.16316775
FIN,1994,4.578415485,14.46061544
FIN,1995,4.156329598,16.40012375
FIN,1996,4.452471239,17.3620408
FIN,1997,4.911888667,17.84660048
FIN,1998,4.679471129,19.2038078
FIN,1999,4.43074626,19.48895919
FIN,2000,3.893053191,20.13064548
FIN,2001,3.759826336,20.06894225
FIN,2002,4.112482697,18.62443842
FIN,2003,4.292900176,18.62089321
FIN,2004,4.250107033,18.81139572
FIN,2005,3.808644779,19.35916969
FIN,2006,3.450976111,19.12174113
FIN,2007,3.525389736,20.11861148
FIN,2008,3.533474613,20.07637229
FIN,2009,3.916585325,18.67761755
FIN,2010,3.629566171,18.77100384
FIN,2011,3.771123339,18.92175107
FIN,2012,3.989927427,18.95941639
FIN,2013,4.147219748,17.94410461
FIN,2014,4.208386587,17.55723128
FIN,2015,3.816931246,17.93239539
FIN,2016,4.209213753,18.84599645
FIN,2017,4.095038512,19.29773856
FIN,2018,4.234350794,19.71670361
FIN,2019,4.242589546,19.20242628
FJI,1990,4.772319638,13.4976646
FJI,1991,4.406164377,11.4727589
FJI,1992,3.294260694,9.342941157
FJI,1993,2.767355217,13.18162899
FJI,1994,2.837578898,10.36566029
FJI,1995,2.621559813,11.16940422
FJI,1996,1.97466295,9.073380792
FJI,1997,1.912356712,9.334859461
FJI,1998,1.997817955,13.95788076
FJI,1999,2.304858487,12.13972759
FJI,2000,3.171621561,13.58658175
FJI,2001,4.010370484,12.66919072
FJI,2002,3.930829343,12.56165168
FJI,2003,2.991137033,12.86661093
FJI,2004,2.638249594,11.53848575
FJI,2005,2.605808138,14.1702679
FJI,2006,2.739737536,11.90126195
FJI,2007,1.850844614,9.569451948
FJI,2008,2.191906672,15.63712488
FJI,2009,3.444014768,10.3991799
FJI,2010,2.466580668,11.1086475
FJI,2011,2.685575891,12.76296399
FJI,2012,2.968131028,9.789182939
FJI,2013,4.171850519,18.02820464
FJI,2014,3.644853421,10.20304254
FJI,2015,4.177358825,10.98601422
FJI,2016,4.626060667,9.647390551
FJI,2017,5.056323789,10.59609206
FJI,2018,3.969058894,11.63700348
FJI,2019,3.669050588,12.65644561
FRA,1990,4.725384418,18.4769837
FRA,1991,4.826765738,18.02186387
FRA,1992,4.860233734,17.30183156
FRA,1993,4.726124926,16.3491455
FRA,1994,4.631712692,16.29585715
FRA,1995,4.370090655,16.38972338
FRA,1996,4.332468977,16.283604
FRA,1997,4.004012442,16.30513505
FRA,1998,3.897263989,16.96212492
FRA,1999,3.959526003,17.79004622
FRA,2000,4.174562042,18.15429544
FRA,2001,4.095217646,18.3026655
FRA,2002,4.063550741,17.88125652
FRA,2003,4.204975224,17.97060208
FRA,2004,4.235003075,18.06211375
FRA,2005,4.257604512,18.31980844
FRA,2006,4.101568404,18.75890259
FRA,2007,4.085004584,19.46654633
FRA,2008,3.99891478,19.68429737
FRA,2009,4.303330548,17.87365143
FRA,2010,4.181417413,17.99892189
FRA,2011,3.911256929,18.25444417
FRA,2012,3.970128757,18.19286186
FRA,2013,3.921377824,17.94810322
FRA,2014,3.673734877,17.98500836
FRA,2015,3.466753587,18.16673748
FRA,2016,3.429980794,18.52561138
FRA,2017,3.350891715,19.15408209
FRA,2018,3.399891429,19.41578031
FRA,2019,3.608582678,19.83881404
GAB,1990,1.948433029,10.28182863
GAB,1991,2.337967576,11.25950244
GAB,1992,2.59395802,9.646809516
GAB,1993,2.498799124,10.05089191
GAB,1994,2.733830801,8.659264533
GAB,1995,2.45990701,9.035648132
GAB,1996,3.10153464,9.201499638
GAB,1997,5.154195316,10.85609765
GAB,1998,5.60200281,11.9368649
GAB,1999,1.924030622,10.66352286
GAB,2000,1.482292721,10.21818154
GAB,2001,1.92567134,10.73239097
GAB,2002,1.752071146,13.40588759
GAB,2003,1.538045402,11.19824101
GAB,2004,1.770074244,10.25038633
GAB,2005,1.878521331,10.2142611
GAB,2006,2.256444545,11.09072776
GAB,2007,2.17326044,11.61131243
GAB,2008,2.967386897,12.78693046
GAB,2009,2.961496237,13.01633211
GAB,2010,6.409858785,13.38931028
GAB,2011,9.262004331,13.08998245
GAB,2012,8.602098113,15.26780604
GAB,2013,11.07129425,13.1061538
GAB,2014,4.693504471,20.29178609
GAB,2015,2.947851522,17.66484857
GAB,2016,2.965583737,17.99220282
GAB,2017,0.809412828,16.04599499
GAB,2018,1.511126922,15.93522563
GAB,2019,1.563761166,15.71411766
GBR,1990,2.933261565,18.30128104
GBR,1991,2.962229898,16.8027241
GBR,1992,3.217364623,16.15010431
GBR,1993,3.199293944,15.84132837
GBR,1994,3.164780428,15.46318001
GBR,1995,2.859968506,15.22230218
GBR,1996,2.011564502,16.45463361
GBR,1997,1.727206421,15.58789234
GBR,1998,1.819756147,16.17820197
GBR,1999,1.801219693,15.95166894
GBR,2000,1.724767364,16.19863451
GBR,2001,1.923165284,15.79391032
GBR,2002,2.031928096,15.75902905
GBR,2003,2.195952726,15.48470535
GBR,2004,2.504623739,15.02344663
GBR,2005,1.488985933,16.26416509
GBR,2006,2.472019929,15.36853905
GBR,2007,2.453741429,15.66594736
GBR,2008,2.902391012,14.46940533
GBR,2009,3.285869622,12.6753163
GBR,2010,3.273202525,13.00152333
GBR,2011,3.042066834,12.86285506
GBR,2012,2.774210748,13.20525861
GBR,2013,2.612145915,13.60683189
GBR,2014,2.747090371,14.11875711
GBR,2015,2.646105405,14.70735795
GBR,2016,2.615716981,15.20275899
GBR,2017,2.668643649,15.32926435
GBR,2018,2.673212972,15.17047185
GBR,2019,2.745632315,15.14560303
GEO,1990,9.042418734,8.246384638
GEO,1991,7.389137402,6.738646676
GEO,1992,6.743295208,6.149659881
GEO,1993,0.295038804,0.269065517
GEO,1994,1.663153866,6.204267865
GEO,1995,9.319093348,4.509877174
GEO,1996,1.351595153,11.92776226
GEO,1997,1.443120202,11.75961537
GEO,1998,1.662832762,16.61474105
GEO,1999,1.519189976,17.22626812
GEO,2000,0.643741234,17.55809208
GEO,2001,1.108665895,18.37160684
GEO,2002,1.137276246,16.37583896
GEO,2003,1.502069463,17.57080155
GEO,2004,2.944822101,16.69315581
GEO,2005,3.862673706,16.21151589
GEO,2006,5.274064344,13.00563477
GEO,2007,5.862250499,12.53304435
GEO,2008,5.433519991,9.935045378
GEO,2009,5.457432628,5.500115581
GEO,2010,5.711266033,8.11259066
GEO,2011,5.342338509,9.451526255
GEO,2012,4.825772938,9.915889772
GEO,2013,3.228606068,9.517495546
GEO,2014,3.289267297,12.20555747
GEO,2015,3.75258969,13.70488606
GEO,2016,3.288649124,14.90873954
GEO,2017,3.994942953,13.94510149
GEO,2018,4.447067708,12.99323377
GEO,2019,5.953522783,13.81549201
GHA,1990,0.928634854,17.48342218
GHA,1991,1.381066594,19.57055016
GHA,1992,1.29221875,14.2395036
GHA,1993,1.868395465,13.2411485
GHA,1994,2.51404858,14.94616733
GHA,1995,1.964440001,13.39855486
GHA,1996,2.550733839,15.81458112
GHA,1997,2.498152811,15.48132634
GHA,1998,1.920684184,14.78192193
GHA,1999,3.388070884,7.655599829
GHA,2000,2.784756096,22.43625181
GHA,2001,3.513509288,20.14337967
GHA,2002,1.171598813,12.38978448
GHA,2003,2.071214234,16.33233895
GHA,2004,2.723805979,19.44968124
GHA,2005,2.501965228,19.22950762
GHA,2006,3.259600343,21.28369594
GHA,2007,4.360767869,22.77775441
GHA,2008,3.392961963,23.55148213
GHA,2009,2.557269881,16.67647367
GHA,2010,1.525996843,11.79748165
GHA,2011,2.70111387,11.96768991
GHA,2012,2.390014771,16.71561576
GHA,2013,1.991781336,11.1576189
GHA,2014,1.817545502,10.81936716
GHA,2015,1.626624629,10.40394565
GHA,2016,1.833560157,11.21870061
GHA,2017,1.461562793,10.7319893
GHA,2018,0.826309578,12.15787488
GHA,2019,0.98614809,9.985836126
GIN,1990,1.644521603,4.502109004
GIN,1991,1.770189983,3.487101564
GIN,1992,1.527573515,3.487101922
GIN,1993,1.56243518,3.487105544
GIN,1994,1.389737749,3.487118688
GIN,1995,1.467731186,3.487651429
GIN,1996,1.272751863,3.487541393
GIN,1997,1.403331983,3.487557816
GIN,1998,0.966135145,3.487072338
GIN,1999,1.223066627,3.487172939
GIN,2000,1.257060615,3.623328892
GIN,2001,1.524690135,2.998022575
GIN,2002,1.701332153,3.861777199
GIN,2003,1.198304785,4.832062067
GIN,2004,1.303466161,5.705434885
GIN,2005,1.266060484,7.124207716
GIN,2006,1.430692883,7.69466055
GIN,2007,0.909008294,10.15755047
GIN,2008,0.675078587,10.15152204
GIN,2009,5.170143738,4.886783119
GIN,2010,7.70624205,2.389482289
GIN,2011,4.361413555,8.092153405
GIN,2012,5.312477096,7.720971776
GIN,2013,5.913527469,6.715408879
GIN,2014,10.35004988,2.431538083
GIN,2015,11.43065452,1.967619356
GIN,2016,4.408230732,24.23956504
GIN,2017,6.905318061,7.485784502
GIN,2018,2.955480245,8.615897815
GIN,2019,1.901353652,7.126362726
GMB,1990,2.692624209,5.403378413
GMB,1991,3.505251629,5.626210007
GMB,1992,4.272491171,6.857691156
GMB,1993,3.619717194,5.809936681
GMB,1994,3.057458636,4.90746634
GMB,1995,3.416740014,5.484141858
GMB,1996,3.667205464,5.886159074
GMB,1997,2.959188799,4.749735524
GMB,1998,3.154137273,5.062643811
GMB,1999,3.068572717,4.925305689
GMB,2000,2.975108866,4.775288564
GMB,2001,4.286394788,6.880007478
GMB,2002,7.798930378,12.5179079
GMB,2003,11.00258851,7.199502213
GMB,2004,2.913127592,4.892891244
GMB,2005,2.538029045,4.550569126
GMB,2006,2.496136389,4.88515838
GMB,2007,1.780791548,5.474298672
GMB,2008,1.890560131,4.682510308
GMB,2009,2.455704319,3.868215297
GMB,2010,2.185926329,3.380725274
GMB,2011,2.775881879,3.670094774
GMB,2012,2.748818647,3.83011448
GMB,2013,2.242696985,4.440722619
GMB,2014,2.259360791,4.654298035
GMB,2015,2.647315912,6.195676023
GMB,2016,3.715924497,7.863171244
GMB,2017,5.403312379,5.505052776
GMB,2018,4.412048697,5.919425648
GMB,2019,5.344254974,6.30090334
GNB,1990,4.288215137,1.985302026
GNB,1991,4.383523252,1.787679793
GNB,1992,5.50629114,2.532873915
GNB,1993,5.148127535,0.401763985
GNB,1994,4.420542721,0.810540597
GNB,1995,3.301953329,0.875733546
GNB,1996,3.173013955,0.494894199
GNB,1997,3.553355381,1.236728019
GNB,1998,0.693298223,1.211687148
GNB,1999,0.62420617,1.137838647
GNB,2000,0.606131241,2.45004794
GNB,2001,1.3742555,1.39188578
GNB,2002,2.217453857,1.208150497
GNB,2003,2.615050195,1.403890699
GNB,2004,1.626821029,1.221530434
GNB,2005,1.119570282,1.446641885
GNB,2006,0.833207683,2.097230099
GNB,2007,2.384607894,1.073314939
GNB,2008,1.77010474,1.227907086
GNB,2009,2.175914324,0.779029443
GNB,2010,2.132311252,1.060104265
GNB,2011,1.40067297,1.477984319
GNB,2012,1.110314286,2.388629825
GNB,2013,1.602467539,1.387748348
GNB,2014,1.998283088,1.02583015
GNB,2015,2.235800869,0.802040853
GNB,2016,1.806712419,0.954323518
GNB,2017,2.426176242,1.174325954
GNB,2018,2.61907209,1.163667836
GNB,2019,1.617205915,1.318346553
GNQ,1990,4.136477755,2.73321049
GNQ,1991,3.98388829,1.949458222
GNQ,1992,3.040706773,1.749439436
GNQ,1993,2.977405494,1.423759311
GNQ,1994,1.325219243,6.257862027
GNQ,1995,1.15736952,19.81994405
GNQ,1996,2.089934456,36.61859526
GNQ,1997,2.100149863,25.03924949
GNQ,1998,2.941380312,25.12194507
GNQ,1999,2.449948126,25.17365795
GNQ,2000,8.051590653,22.97201021
GNQ,2001,10.26427066,19.07572238
GNQ,2002,5.368212178,7.863888871
GNQ,2003,10.42567316,13.07365917
GNQ,2004,8.996275958,10.09851765
GNQ,2005,9.9888654,10.3157916
GNQ,2006,10.69239396,10.34494363
GNQ,2007,11.97754099,11.01774662
GNQ,2008,13.74239814,12.07700201
GNQ,2009,21.55815708,11.57374387
GNQ,2010,16.96571658,13.90105729
GNQ,2011,18.92038105,12.88102137
GNQ,2012,23.32439009,15.26957029
GNQ,2013,18.52590161,6.074210681
GNQ,2014,17.63130966,4.511910578
GNQ,2015,12.98785164,1.814805862
GNQ,2016,7.7012599,1.440898412
GNQ,2017,7.534652166,1.070582992
GNQ,2018,6.374169349,4.315908732
GNQ,2019,4.30489589,3.531167107
GRC,1990,2.596355342,15.5626224
GRC,1991,2.984695108,11.4782007
GRC,1992,3.082505253,11.85434699
GRC,1993,3.25793208,12.52898433
GRC,1994,3.321813171,12.77465089
GRC,1995,2.723499179,11.21523166
GRC,1996,2.952522742,11.94625036
GRC,1997,2.908331521,12.03294467
GRC,1998,4.04601655,14.80889766
GRC,1999,4.287741888,15.05842175
GRC,2000,4.055775364,15.73319441
GRC,2001,4.867371356,15.4051477
GRC,2002,4.035787462,15.40188505
GRC,2003,4.969195758,16.17702842
GRC,2004,4.834619776,15.89731598
GRC,2005,3.852879202,14.30446782
GRC,2006,4.963428931,15.55727148
GRC,2007,4.292720913,18.72865626
GRC,2008,5.023494049,16.41187993
GRC,2009,5.295241839,13.98463015
GRC,2010,3.696021795,12.75723772
GRC,2011,2.498010974,11.17110478
GRC,2012,2.557456411,8.961087173
GRC,2013,3.412084649,7.642674586
GRC,2014,3.632848717,7.000596687
GRC,2015,3.836543948,6.860177123
GRC,2016,3.570599954,7.420466777
GRC,2017,4.529999694,7.199998846
GRC,2018,3.245299954,7.545820222
GRC,2019,2.412428779,7.695845975
GRD,1990,8.962363531,22.53202871
GRD,1991,8.813530125,22.15785073
GRD,1992,7.029820762,17.67347585
GRD,1993,7.431862917,18.6842393
GRD,1994,8.614993896,21.65871756
GRD,1995,7.77167762,19.53855893
GRD,1996,8.95721013,22.51907437
GRD,1997,9.233157169,23.2128248
GRD,1998,9.286223876,23.34623868
GRD,1999,10.25787322,25.78903588
GRD,2000,8.878013427,22.31996884
GRD,2001,7.10455308,17.86136031
GRD,2002,6.478691512,16.28789912
GRD,2003,8.036021453,20.20313906
GRD,2004,8.23262612,20.69741743
GRD,2005,10.84292195,27.25988871
GRD,2006,8.343912936,20.97719997
GRD,2007,8.294834548,20.85381369
GRD,2008,7.274225492,18.28792966
GRD,2009,5.604128844,14.08918551
GRD,2010,5.156179783,12.96300855
GRD,2011,4.663813996,11.72516483
GRD,2012,3.828551882,9.625255094
GRD,2013,4.68760586,11.78497839
GRD,2014,7.581757379,7.458192093
GRD,2015,6.83875332,7.757984952
GRD,2016,3.286650081,12.44225758
GRD,2017,2.366257041,16.31420701
GRD,2018,2.455129403,18.96753856
GRD,2019,2.361028738,15.85961109
GTM,1990,2.764752267,10.9972274
GTM,1991,2.689065158,11.07894971
GTM,1992,2.656010198,14.38806801
GTM,1993,2.961093471,14.57125504
GTM,1994,2.95027884,13.46449132
GTM,1995,2.921900421,14.0750219
GTM,1996,3.014844114,13.15911031
GTM,1997,3.841356945,15.1668251
GTM,1998,3.833829577,17.47058947
GTM,1999,6.185100998,15.45963326
GTM,2000,4.238891158,14.81125218
GTM,2001,3.846693611,15.11156419
GTM,2002,4.313089566,15.63354261
GTM,2003,3.597996852,15.24837229
GTM,2004,2.502767963,15.55528006
GTM,2005,2.63077041,15.60485362
GTM,2006,2.967459545,17.05955871
GTM,2007,3.484714152,16.28763523
GTM,2008,3.044241646,14.98285965
GTM,2009,3.744323403,11.83408826
GTM,2010,3.033199099,11.79782016
GTM,2011,2.645325527,12.60477706
GTM,2012,1.856853404,13.48788249
GTM,2013,1.884914738,13.13307156
GTM,2014,2.029434051,12.97245384
GTM,2015,1.21683097,12.97293913
GTM,2016,0.972045861,12.60933953
GTM,2017,1.081206635,12.63511255
GTM,2018,1.377156229,12.52661916
GTM,2019,1.53387775,12.81658544
GUY,1990,8.93346048,9.701884124
GUY,1991,5.382586298,10.16410655
GUY,1992,6.50543249,17.1762842
GUY,1993,8.648402355,14.26862135
GUY,1994,7.548073069,12.52475306
GUY,1995,8.617806548,11.39116124
GUY,1996,10.13625732,9.192124049
GUY,1997,10.91687687,8.540502315
GUY,1998,9.293226396,8.97894353
GUY,1999,7.489419863,9.474845788
GUY,2000,9.231038603,7.739473838
GUY,2001,10.00812042,6.963908868
GUY,2002,10.40661486,6.357789814
GUY,2003,11.13741335,4.302831388
GUY,2004,10.60738514,3.50988035
GUY,2005,10.3187259,3.930966802
GUY,2006,14.42749594,5.507750788
GUY,2007,11.71409503,5.621026443
GUY,2008,9.442150418,7.386193543
GUY,2009,14.21946685,4.503382838
GUY,2010,11.78074486,6.06715663
GUY,2011,8.719666462,8.063689816
GUY,2012,9.693525992,7.820745553
GUY,2013,6.789401678,6.494550034
GUY,2014,10.15754326,10.00923357
GUY,2015,6.700855229,9.816888713
GUY,2016,9.865503938,11.3652128
GUY,2017,11.26529323,10.58566769
GUY,2018,9.998714978,10.77877111
GUY,2019,12.49082649,10.8332372
HKG,1990,3.798451469,24.01952955
HKG,1991,3.601007636,25.19698732
HKG,1992,3.386189635,26.15187127
HKG,1993,4.194546525,24.43746098
HKG,1994,4.47509132,26.56967847
HKG,1995,5.563441034,26.97287024
HKG,1996,6.447706408,28.0899227
HKG,1997,5.970560844,31.38788062
HKG,1998,6.298968011,30.45979253
HKG,1999,6.563815769,23.43762952
HKG,2000,5.728876834,24.33197097
HKG,2001,5.840878738,24.8752383
HKG,2002,5.94548367,23.09439056
HKG,2003,6.116488983,22.48901804
HKG,2004,5.360498595,21.83878393
HKG,2005,4.337465073,22.00963427
HKG,2006,3.326241797,23.02958497
HKG,2007,3.066997401,22.47106439
HKG,2008,3.335340876,22.018148
HKG,2009,3.845912867,21.24552797
HKG,2010,4.718075398,20.59037107
HKG,2011,4.924639429,21.69139523
HKG,2012,5.283818844,22.66359676
HKG,2013,5.817452565,21.98420881
HKG,2014,6.187125582,20.83642976
HKG,2015,6.156442886,19.39713746
HKG,2016,6.287894474,18.69468591
HKG,2017,6.363381358,18.45890778
HKG,2018,6.070341851,18.47314349
HKG,2019,5.801124888,15.99271231
HND,1990,6.718511147,12.63298169
HND,1991,7.153029919,11.63171015
HND,1992,9.696244941,12.88337799
HND,1993,13.05128134,15.82254502
HND,1994,11.24867945,17.96782332
HND,1995,10.03757511,13.99169023
HND,1996,9.018880207,15.64806906
HND,1997,7.193509213,20.01694725
HND,1998,5.572898472,23.60407409
HND,1999,6.673004104,25.00795653
HND,2000,5.897042815,21.77828056
HND,2001,5.978992323,20.15174361
HND,2002,3.66993824,19.68082248
HND,2003,5.059121759,18.65799203
HND,2004,6.057588923,21.48634217
HND,2005,4.594796543,21.0052565
HND,2006,3.941274821,23.28922012
HND,2007,4.007818719,27.88499061
HND,2008,4.110675253,28.40226816
HND,2009,3.889433566,17.64194452
HND,2010,3.243164683,17.80365608
HND,2011,3.278091657,20.41310724
HND,2012,2.86366318,20.73582496
HND,2013,3.710152231,18.80894681
HND,2014,2.910117755,19.08048787
HND,2015,2.557572857,21.22297416
HND,2016,3.082347766,18.12161854
HND,2017,3.801338011,18.68279521
HND,2018,3.696413286,19.22940971
HND,2019,3.400801786,17.60447895
HRV,1990,4.872426196,5.952490917
HRV,1991,4.650692585,5.681605785
HRV,1992,3.946119328,6.629587461
HRV,1993,4.380966432,7.323750611
HRV,1994,2.760171726,8.486189385
HRV,1995,9.256807264,3.348827283
HRV,1996,8.379903379,7.631455881
HRV,1997,7.316748421,11.42374213
HRV,1998,6.854359418,11.92546468
HRV,1999,6.887996975,11.43788416
HRV,2000,5.938556108,11.262147
HRV,2001,5.528498485,12.11242772
HRV,2002,5.037621242,14.10926261
HRV,2003,6.626489555,15.75488724
HRV,2004,5.986884958,16.66878823
HRV,2005,5.258515647,17.30550439
HRV,2006,5.262812641,18.40087022
HRV,2007,5.829372999,18.2684009
HRV,2008,5.672434074,20.18150606
HRV,2009,5.544759246,18.35528254
HRV,2010,3.374560078,17.20268033
HRV,2011,3.697958271,16.39253094
HRV,2012,3.822857475,16.05789053
HRV,2013,4.002625758,16.26130568
HRV,2014,3.925095609,15.80000679
HRV,2015,3.494529673,16.49669517
HRV,2016,3.355043927,17.21011858
HRV,2017,2.84097323,18.10776526
HRV,2018,3.645309289,17.58940491
HRV,2019,4.535385747,17.55517929
HTI,1990,1.670774282,9.340720458
HTI,1991,1.715876563,9.59287136
HTI,1992,1.801955428,10.07410892
HTI,1993,1.409839481,7.8819248
HTI,1994,1.043222882,5.83229845
HTI,1995,1.754967283,12.22426698
HTI,1996,1.558032179,13.44310844
HTI,1997,1.666179399,14.05388743
HTI,1998,2.111426,12.77630724
HTI,1999,5.056955449,12.91155674
HTI,2000,5.381702913,15.69895184
HTI,2001,4.206801911,16.83063106
HTI,2002,3.063980429,18.56399275
HTI,2003,3.842507131,18.37496412
HTI,2004,4.792801201,17.49727538
HTI,2005,8.030153647,14.18071511
HTI,2006,5.912129419,16.28347287
HTI,2007,12.87235775,9.262617763
HTI,2008,8.968977755,13.610145
HTI,2009,10.16717733,12.50030122
HTI,2010,6.004996418,16.41633935
HTI,2011,8.494699144,14.78413976
HTI,2012,13.69709522,10.32260794
HTI,2013,15.1019668,9.348225376
HTI,2014,12.65306447,11.61298335
HTI,2015,9.983879481,14.86673684
HTI,2016,7.422764009,17.33396525
HTI,2017,6.148961518,18.53975885
HTI,2018,6.702924633,18.18608732
HTI,2019,3.368380504,22.24845739
HUN,1990,1.518402652,12.854494
HUN,1991,1.792591535,15.17572232
HUN,1992,1.923226046,16.28164758
HUN,1993,2.011745032,17.03103213
HUN,1994,2.032319063,17.20520835
HUN,1995,0.455312361,17.25308659
HUN,1996,1.529095608,16.97377121
HUN,1997,2.441064214,17.06228256
HUN,1998,3.048817227,17.86849564
HUN,1999,2.938666773,18.99637942
HUN,2000,3.101201092,19.11245783
HUN,2001,3.456967351,18.45773883
HUN,2002,4.677298831,17.85214483
HUN,2003,3.498168613,18.41873731
HUN,2004,3.566100017,19.03171554
HUN,2005,3.910852224,18.53894532
HUN,2006,4.726091848,16.98439295
HUN,2007,4.037075293,18.61062955
HUN,2008,3.098715205,19.60252851
HUN,2009,3.33308764,18.78028973
HUN,2010,3.576108866,16.23533689
HUN,2011,3.254981899,15.92196243
HUN,2012,3.63050994,15.20889208
HUN,2013,4.24802219,16.05674532
