ISO3,year,eci
UKR,2021,0.5130154647
UKR,2022,0.4943986781
UKR,2018,0.4993160064
UKR,2023,0.3914416937
DNK,1998,1.2509099302
DNK,1999,1.2912965905
DNK,2000,1.2730394265
DNK,2001,1.3143180298
DNK,2002,1.3410407166
DNK,2003,1.2950276851
DNK,2004,1.3062487238
DNK,2005,1.2078440942
DNK,2006,1.1171501872
DNK,2010,1.1972853343
DNK,2021,1.1422283998
DNK,2007,1.1117046355
DNK,2008,1.1373215304
DNK,2009,1.164506342
DNK,2011,1.1517013475
DNK,2012,1.1979071083
DNK,2013,1.1773277347
DNK,2014,1.1558648112
DNK,2015,1.1627702897
DNK,2016,1.1438792123
DNK,2023,1.1286342784
DNK,2018,1.1272396218
DNK,2019,1.1299622757
DNK,2020,1.1346056768
DNK,2017,1.1320817761
DNK,2022,1.1324194162
FIN,2005,1.777194939
FIN,2006,1.7048973037
FIN,2007,1.6088108298
FIN,2008,1.6319399931
FIN,2009,1.700077459
FIN,2010,1.6545007357
FIN,2004,1.7590458597
FIN,1998,1.5859910808
FIN,1999,1.6630782059
FIN,2000,1.6307461798
FIN,2001,1.7161535331
FIN,2002,1.7154350923
FIN,2003,1.7106568693
FIN,2011,1.6481940611
FIN,2014,1.5653293189
FIN,2013,1.6007296901
FIN,2015,1.522569314
FIN,2017,1.5234189937
FIN,2020,1.5219711049
FIN,2012,1.5569432048
FIN,2016,1.4986153266
FIN,2018,1.5054284283
FIN,2019,1.5061588288
FIN,2022,1.4529019443
FIN,2023,1.4561983705
FIN,2021,1.4604201222
GBR,2001,1.816173501
GBR,1999,1.6988163992
GBR,2002,1.8421601025
GBR,1998,1.6231502148
GBR,2000,1.6847156648
GBR,2003,1.8182876665
GBR,2004,1.777809589
GBR,2005,1.6964676624
GBR,2006,1.6402209619
GBR,2007,1.5731526801
GBR,2009,1.6047503667
GBR,2010,1.6120380218
GBR,2008,1.5685995954
GBR,2011,1.6287084974
GBR,2012,1.5960926804
GBR,2016,1.4997182037
GBR,2023,1.4973890654
GBR,2013,1.5949158212
GBR,2014,1.5259406671
GBR,2015,1.5200194035
GBR,2017,1.4953430115
GBR,2021,1.4810711942
GBR,2022,1.4740901097
GBR,2018,1.4904054801
GBR,2019,1.4898180724
GBR,2020,1.5045190262
IRL,1999,1.4541334021
IRL,2000,1.4461043227000001
IRL,2001,1.5923980325
IRL,2002,1.6011081145
IRL,2003,1.6239951798
IRL,2004,1.6444266053
IRL,2005,1.6343807313
IRL,2006,1.5188001134
IRL,1998,1.3478499883
IRL,2007,1.3879740892
IRL,2008,1.3568778063
IRL,2010,1.3738221698
IRL,2009,1.3468425326
IRL,2012,1.3795466574
IRL,2013,1.3764107495
IRL,2011,1.3614987772
IRL,2016,1.3026132123
IRL,2017,1.3348176327
IRL,2023,1.3069070793
IRL,2014,1.2972895896
IRL,2019,1.3238490666
IRL,2022,1.2519465135
IRL,2015,1.2905903872
IRL,2018,1.3008738723
IRL,2020,1.267779069
IRL,2021,1.2409659478
LTU,2022,0.8615815979
LTU,2023,0.8454092619
LTU,2019,0.800355855
LTU,2020,0.8074652639
LTU,2021,0.8405080513
LTU,2018,0.75062669420000006
LTU,2015,0.7187365526
LTU,2014,0.7283961411
LTU,2016,0.6651358042
LTU,2017,0.6825425195
LTU,2012,0.5955472179
LTU,2013,0.6550870344
LTU,2007,0.4426112614
LTU,2008,0.4765478161
LTU,2009,0.5061929023
LTU,2010,0.416459162
LTU,2011,0.4641216038
LTU,1999,0.0361454481
LTU,2000,0.0348314645
LTU,1998,0.0695546474
LTU,2006,0.2662869842
LTU,2001,0.0170045273
LTU,2004,0.0216249035
LTU,2005,0.1089073392
LTU,2002,-0.0898945067
LTU,2003,-0.070430684
NOR,1998,1.1614061868
NOR,1999,1.1195275234
NOR,2000,1.0294142427
NOR,2001,1.0898839817
NOR,2002,0.973100102
NOR,2003,0.9504456785
NOR,2006,0.9524128822
NOR,2009,1.0374413199
NOR,2004,0.8882206604
NOR,2005,0.8706895081
NOR,2007,0.9352258643
NOR,2010,0.9869622875
NOR,2008,0.8948948164
NOR,2011,0.945110076
NOR,2012,0.902545172
NOR,2013,0.9045018983
NOR,2014,0.8691832963
NOR,2016,0.8470689407
NOR,2015,0.8297449227
NOR,2017,0.6944130044
NOR,2018,0.6390036788
NOR,2019,0.6186059994
NOR,2020,0.6397204342
NOR,2021,0.6340749042
NOR,2022,0.5280262022
NOR,2023,0.4655630046
SWE,1998,1.698414034
SWE,1999,1.7355982629
SWE,2000,1.7572995283
SWE,2003,1.8373934003
SWE,2004,1.8865524616
SWE,2005,1.8044931987
SWE,2006,1.7722394563
SWE,2007,1.6902270781
SWE,2008,1.7282894113
SWE,2009,1.7465685216
SWE,2010,1.7778107108
SWE,2011,1.7707666054
SWE,2001,1.7929804768
SWE,2002,1.8416132018
SWE,2012,1.7308722314
SWE,2013,1.7465483625
SWE,2014,1.7092538837
SWE,2015,1.6881931596
SWE,2016,1.6437894318
SWE,2017,1.6402503727
SWE,2018,1.6273150608
SWE,2019,1.6117612372
SWE,2020,1.6417629758
SWE,2021,1.6086049408
SWE,2022,1.5686802205000001
SWE,2023,1.530816495
ALB,2009,0.2826189724
ALB,2010,0.2128913658
ALB,2011,0.0018759809
ALB,2008,-0.0715188362
ALB,2021,-0.1919547642
ALB,2022,-0.277119304
ALB,2020,-0.3804109093
ALB,2023,-0.3264653362
ALB,2019,-0.4377540595
ALB,2018,-0.5131739247
ALB,2017,-0.570986594
ALB,2012,-0.5829619217
ALB,2013,-0.6273209669
ALB,2014,-0.5492838841
ALB,2016,-0.668231247
ALB,2015,-0.6123645999
BIH,2022,0.6745799924
BIH,2023,0.6985166072
BIH,2017,0.5117421357
BIH,2018,0.5485423014
BIH,2019,0.5743176065
BIH,2021,0.6768363034
BIH,2008,0.44184823
BIH,2020,0.5588041603
BIH,2011,0.4820232999
BIH,2014,0.5087329843
BIH,2016,0.4839919928
BIH,2005,0.2175847522
BIH,2006,0.2845868555
BIH,2009,0.4091451731
BIH,2012,0.4932892788
BIH,2013,0.5294016837
BIH,2004,0.12896654330000001
BIH,2007,0.3776910797
BIH,2015,0.4773422692
BIH,2010,0.3723235833
ESP,1998,0.9508899419
ESP,2000,1.0518399036
ESP,2001,1.0932854334
ESP,1999,1.0011641806
ESP,2002,1.0570144355
ESP,2003,1.030969904
ESP,2004,1.0417931212
ESP,2007,0.9749826509
ESP,2005,0.9744089383
ESP,2006,0.9425051356
ESP,2008,0.967427435
ESP,2011,0.9522076414
ESP,2010,0.9470342402
ESP,2009,0.9437625723
ESP,2014,0.9219986344
ESP,2015,0.933719165
ESP,2016,0.8797912166
ESP,2012,0.9380968042
ESP,2013,0.9216564897
ESP,2017,0.8678282899
ESP,2023,0.8581269532
ESP,2018,0.8519124261
ESP,2019,0.8571932714
ESP,2020,0.8471320977
ESP,2021,0.8444062343
ESP,2022,0.8310506463
GRC,2004,0.257987119
GRC,1999,0.2684509458
GRC,2000,0.2492943432
GRC,2003,0.2099983939
GRC,2005,0.262114651
GRC,1998,0.1998944888
GRC,2001,0.1918400472
GRC,2002,0.1826518634
GRC,2023,0.4018322605
GRC,2017,0.3380528228
GRC,2006,0.2527139195
GRC,2018,0.322374133
GRC,2019,0.3017529756
GRC,2020,0.3366640741
GRC,2021,0.3728774136
GRC,2022,0.3437282494
GRC,2007,0.3138649994
GRC,2008,0.2809650552
GRC,2015,0.3601867551
GRC,2016,0.3245227704
GRC,2011,0.2260120084
GRC,2014,0.3107313819
GRC,2009,0.2624094108
GRC,2010,0.2310197727
GRC,2012,0.2999237164
GRC,2013,0.2814752999
HRV,2011,0.6982285959
HRV,2012,0.7595106417
HRV,2013,0.7604049857
HRV,1998,0.3978271212
HRV,2003,0.3890011077
HRV,2005,0.4473326171
HRV,2004,0.3698468659
HRV,2006,0.5552035423
HRV,2007,0.6009740998
HRV,2008,0.6241526439
HRV,2009,0.6638157287
HRV,2010,0.6681414297
HRV,2017,0.7043690559
HRV,2023,0.7639503346
HRV,2014,0.7519937116
HRV,2016,0.6916555708
HRV,2018,0.7049669132
HRV,2019,0.7313311767
HRV,2020,0.758610402
HRV,2021,0.7857179247
HRV,2022,0.7938058838
HRV,2000,0.3761835516
HRV,2015,0.7181564142
HRV,1999,0.3648936054
HRV,2002,0.3114265236
HRV,2001,0.2991102831
ITA,1998,1.1725966628
ITA,1999,1.231145019
ITA,2000,1.2417595812
ITA,2001,1.2664264029
ITA,2002,1.2544441836
ITA,2003,1.2452310321
ITA,2004,1.3070015419
ITA,2005,1.2602637326
ITA,2014,1.3387292382
ITA,2006,1.2346565352
ITA,2007,1.264982183
ITA,2015,1.3330407162
ITA,2018,1.3193232348
ITA,2019,1.3287691858
ITA,2020,1.3262865808
ITA,2021,1.3320307138
ITA,2022,1.2882891795
ITA,2008,1.2634543297
ITA,2009,1.2730008253
ITA,2010,1.2891076548
ITA,2012,1.352098508
ITA,2013,1.3625512975
ITA,2023,1.291132855
ITA,2011,1.3335934369
ITA,2016,1.2967734823
ITA,2017,1.3156740088
PRT,2005,0.2806709098
PRT,2007,0.4327345133
PRT,2006,0.284628152
PRT,2008,0.4180883998
PRT,2000,0.1657388881
PRT,2003,0.1191156839
PRT,2004,0.1991302939
PRT,2022,0.5537218517
PRT,2023,0.5704844509
PRT,1999,0.0789285725
PRT,2001,0.1488035309
PRT,2009,0.4055756592
PRT,2010,0.3938348421
PRT,2011,0.4437643964
PRT,2012,0.4699739146
PRT,2016,0.445718487
PRT,2021,0.5521905336
PRT,1998,0.0717717482
PRT,2002,0.0846644525
PRT,2013,0.4344416062
PRT,2014,0.4701288218
PRT,2015,0.4618577248
PRT,2017,0.4194451411
PRT,2018,0.4450954691
PRT,2020,0.4803133021
PRT,2019,0.4433960251
SRB,2007,0.6298076594
SRB,2006,0.5512069254
SRB,2008,0.6014229299
SRB,2023,0.7624828716
SRB,2009,0.6118738512
SRB,2018,0.6407956047
SRB,2019,0.6478895312
SRB,2020,0.6996733852
SRB,2021,0.7793069241
SRB,2022,0.7376852235
SRB,2010,0.5462523658
SRB,2016,0.5778422811
SRB,2017,0.6077437754
SRB,2011,0.5362198727
SRB,2012,0.5868350517
SRB,2015,0.6074773863
SRB,2013,0.6111946809
SRB,2014,0.6007168871
SVN,2021,1.5458816326
SVN,2022,1.5304364199
SVN,2018,1.5135479891
SVN,2019,1.5110908165
SVN,2020,1.5050342447
SVN,2023,1.484300823
SVN,2014,1.4241020973
SVN,2015,1.4720346804
SVN,2016,1.4707289111
SVN,2017,1.4872892289
SVN,2011,1.4345645187
SVN,2012,1.4654243997
SVN,2013,1.4691477858
SVN,2006,1.2677791438
SVN,2007,1.3235663191
SVN,2009,1.3594053721
SVN,2010,1.3633732083
SVN,2003,1.2126990089
SVN,2008,1.305802696
SVN,2002,1.1288981048
SVN,2005,1.255776874
SVN,1998,0.96176268090000006
SVN,2000,1.0670600986
SVN,2001,1.0936419174
SVN,2004,1.2786981183
SVN,1999,1.042472875
AUT,2009,1.5921559207
AUT,2006,1.536086021
AUT,2007,1.5402597547
AUT,2008,1.5528661163
AUT,2013,1.626298381
AUT,2023,1.5551126398
AUT,1998,1.403341521
AUT,2000,1.4438501381
AUT,2002,1.5531468633
AUT,2003,1.578424791
AUT,2004,1.6313140861
AUT,2005,1.5604292761
AUT,2011,1.6226717665
AUT,2019,1.5723986485
AUT,2020,1.5723433613
AUT,2021,1.5608554228
AUT,2022,1.5613520538
AUT,1999,1.4307935066
AUT,2001,1.4902963919
AUT,2012,1.6114488088
AUT,2015,1.5427742521
AUT,2016,1.5474109802
AUT,2017,1.5533819426
AUT,2018,1.5386500394
AUT,2010,1.5781388541
AUT,2014,1.5432474967
BEL,1999,1.2924236644
BEL,2000,1.330118754
BEL,2001,1.3786700927
BEL,2002,1.3844681781
BEL,2003,1.4415822354
BEL,2004,1.4638757113
BEL,2005,1.4267328434
BEL,2006,1.3502106284
BEL,2007,1.3266796397
BEL,2009,1.3713433068
BEL,2008,1.3386876318
BEL,2010,1.3357392441
BEL,2015,1.3549808712
BEL,2016,1.3487749626
BEL,2017,1.349807785
BEL,2014,1.3282752648
BEL,2011,1.3502369272
BEL,2018,1.3058882601
BEL,2020,1.3068086869
BEL,2021,1.2524198837
BEL,2012,1.3422936187
BEL,2013,1.3548638889
BEL,2019,1.2866502628
BEL,2022,1.224421067
BEL,2023,1.2254345369
CHE,2002,1.9100313297
CHE,2012,1.9569912149
CHE,2013,1.9523694268
CHE,2014,1.9132592605
CHE,2015,1.9403384077
CHE,2016,1.9766703791
CHE,2017,1.9954285231
CHE,2018,2.0297504137
CHE,2019,1.9919414364
CHE,1998,1.698314878
CHE,1999,1.722918102
CHE,2003,1.9163011096
CHE,2004,1.9017840206
CHE,2005,1.8450639675
CHE,2006,1.7886186373
CHE,2007,1.7146662718
CHE,2008,1.7828244579
CHE,2009,1.7928740612
CHE,2010,1.8281212256
CHE,2011,1.8916566601
CHE,2020,2.0066242211
CHE,2021,1.9816651062
CHE,2022,1.9725435134
CHE,2023,1.9643178931
CHE,2000,1.7261183433
CHE,2001,1.8123728714
DEU,1998,1.7055039176
DEU,1999,1.7785267546
DEU,2000,1.7776955453
DEU,2001,1.8525869143
DEU,2003,1.9595523756
DEU,2004,2.0175624603
DEU,2005,1.9312193459
DEU,2006,1.857150266
DEU,2007,1.7981659397
DEU,2008,1.8357210312
DEU,2009,1.8698763358
DEU,2010,1.8727392453
DEU,2011,1.8999365862
DEU,2002,1.9033832624
DEU,2012,1.8901146663
DEU,2013,1.8915777251
DEU,2014,1.8350488775
DEU,2015,1.872791999
DEU,2016,1.8874083441
DEU,2017,1.9163023567
DEU,2018,1.8888090078
DEU,2019,1.894856133
DEU,2020,1.910489884
DEU,2021,1.864986966
DEU,2022,1.8158746611
DEU,2023,1.7922192316
FRA,1998,1.4078534281
FRA,1999,1.4331964417
FRA,2001,1.5147291491
FRA,2000,1.4400947504
FRA,2002,1.5203700803
FRA,2003,1.554475742
FRA,2004,1.5931848619
FRA,2005,1.5124145326
FRA,2006,1.4404959243
FRA,2007,1.3871812411
FRA,2008,1.4384152241
FRA,2009,1.4556219508
FRA,2010,1.4876989303000001
FRA,2011,1.4988468989
FRA,2012,1.493707009
FRA,2013,1.4935517378
FRA,2014,1.4195942116
FRA,2015,1.4103016544
FRA,2016,1.3872584107000001
FRA,2017,1.3994639023
FRA,2018,1.3925746765
FRA,2019,1.4227239477
FRA,2020,1.4082368269
FRA,2021,1.3797830805
FRA,2022,1.3483370993
FRA,2023,1.3398349589
NLD,1998,1.237029557
NLD,2000,1.2756824888
NLD,2001,1.371636287
NLD,2002,1.3673028311
NLD,2003,1.3379673362
NLD,1999,1.2563930483
NLD,2004,1.3218253746
NLD,2005,1.2887952481
NLD,2006,1.2560385961
NLD,2008,1.2639965704
NLD,2007,1.2294916551
NLD,2009,1.2548825358
NLD,2010,1.2246666801
NLD,2011,1.2164392334
NLD,2012,1.240273686
NLD,2013,1.2017906609
NLD,2014,1.1867366729
NLD,2015,1.1742649376
NLD,2016,1.1803587337
NLD,2017,1.1627463824
NLD,2018,1.1247052556
NLD,2019,1.1260280087
NLD,2020,1.108663396
NLD,2021,1.0943032306
NLD,2022,1.110282447
NLD,2023,1.0791804083
CUB,2006,0.4293051229
CUB,2005,0.1844602404
CUB,1999,1.79746e-4
CUB,2007,0.3101825032
CUB,2004,0.0178609977
CUB,2008,0.1898944295
CUB,2000,-0.2289028207
CUB,2001,-0.2239488814
CUB,2018,0.0304914384
CUB,2002,-0.3583803256
CUB,2003,-0.2868777844
CUB,2017,0.0562232318
CUB,2019,-0.1142707297
CUB,2009,-0.141130661
CUB,2013,-0.0957248887
CUB,2016,-0.1259961818
CUB,2014,-0.0816510252
CUB,2010,-0.1708543118
CUB,2011,-0.1706025004
CUB,2012,-0.1686582669
CUB,2020,-0.2778125726
CUB,2015,-0.2247797775
CUB,2021,-0.3188449802
CUB,2022,-0.4190880066
CUB,2023,-0.4236671705
DOM,2022,0.0255468917
DOM,2023,0.0395699701
DOM,2021,-0.0291655323
DOM,2019,-0.1529779376
DOM,2020,-0.1823248113
DOM,2012,-0.2228709061
DOM,2010,-0.2420945063
DOM,2013,-0.2536225723
DOM,2016,-0.2232108454
DOM,2018,-0.2086123473
DOM,1998,-0.9524764118
DOM,2005,-0.5249035029
DOM,2009,-0.2781291491
DOM,2015,-0.1987166796
DOM,2004,-0.5581116237
DOM,2011,-0.2148229679
DOM,2017,-0.2257381999
DOM,2006,-0.4785780616
DOM,2014,-0.213116307
DOM,1999,-0.9311757577
DOM,2000,-0.7902450636
DOM,2008,-0.3158384442
DOM,2001,-0.7267040164
DOM,2003,-0.6701110966
DOM,2007,-0.3883445402
DOM,2002,-0.7407650297
JAM,2011,-0.1556846127
JAM,2012,-0.1642273662
JAM,2023,-0.144593466
JAM,2013,-0.1760468027
JAM,2017,-0.2072777984
JAM,2021,-0.2411699282
JAM,1999,-0.8870724679
JAM,2014,-0.2025421528
JAM,2009,-0.3203138831
JAM,2010,-0.3451185715
JAM,2015,-0.2044363119
JAM,2019,-0.2985101958
JAM,1998,-1.0007553921
JAM,2006,-0.5487999964
JAM,2018,-0.3130711981
JAM,2000,-0.8938796869
JAM,2002,-0.7054480997
JAM,2007,-0.4177514276
JAM,2008,-0.3744782102
JAM,2020,-0.3942246851
JAM,2005,-0.6694300901
JAM,2001,-0.7921146891
JAM,2004,-0.6738068187
JAM,2003,-0.8308762259
CRI,2023,0.3419471826
CRI,2016,0.3333389379
CRI,2021,0.2972590132
CRI,2022,0.3385055457
CRI,2003,-0.0358401295
CRI,2017,0.2727340024
CRI,2019,0.2517915743
CRI,2020,0.2644256782
CRI,2000,-0.1290142223
CRI,2018,0.2124973518
CRI,2002,-0.0718031805
CRI,2015,0.289807442
CRI,2001,-0.0474238253
CRI,1998,-0.2543485101
CRI,2005,-0.0849266562
CRI,2008,0.1192191517
CRI,1999,-0.2185386496
CRI,2004,-0.1113266755
CRI,2007,0.1267321358
CRI,2014,0.141052213
CRI,2006,-0.0340305635
CRI,2013,0.0830557592
CRI,2012,0.0142052312
CRI,2009,0.0024628812
CRI,2011,-0.0735341249
CRI,2010,-0.1298927088
GTM,1998,-0.5432472603
GTM,2000,-0.5429640886
GTM,1999,-0.5910991575
GTM,2001,-0.6311452028
GTM,2023,-0.209816321
GTM,2004,-0.5690647525
GTM,2002,-0.646558872
GTM,2003,-0.6106925428
GTM,2005,-0.601853014
GTM,2019,-0.3958323406
GTM,2022,-0.3104469093
GTM,2016,-0.4043981512
GTM,2021,-0.3226221671
GTM,2018,-0.4180396108
GTM,2007,-0.4213418853
GTM,2008,-0.3918858596
GTM,2017,-0.4223584739
GTM,2020,-0.4314192496
GTM,2006,-0.5946030855
GTM,2009,-0.4735753749
GTM,2015,-0.3909466889
GTM,2012,-0.5407624863
GTM,2014,-0.4337008543
GTM,2010,-0.5299606103
GTM,2011,-0.583823703
GTM,2013,-0.5830312755
HND,1998,-0.9825494694
HND,1999,-1.0366795863
HND,2000,-1.0007457488
HND,2016,-0.5549352404
HND,2021,-0.5986519631
HND,2001,-1.087697389
HND,2018,-0.62295969
HND,2019,-0.6366256282
HND,2022,-0.603623379
HND,2023,-0.5266820071
HND,2002,-1.1971696206
HND,2003,-1.1798122789
HND,2020,-0.6762786766
HND,2014,-0.5535023454
HND,2015,-0.5622691781
HND,2004,-1.1109156758
HND,2017,-0.6752285553
HND,2012,-0.7268416456
HND,2013,-0.7244631683
HND,2005,-1.1198596324
HND,2007,-0.8391609907
HND,2010,-0.8495332
HND,2008,-0.8008227587
HND,2006,-1.141405369
HND,2009,-0.8642643257
HND,2011,-0.8577350269
MEX,2018,1.1601017615
MEX,2019,1.1491824228
MEX,2020,1.1426781866
MEX,2014,1.1230684853
MEX,2015,1.1464880927
MEX,2016,1.1284941201
MEX,2017,1.1448094609
MEX,2021,1.1368244704
MEX,2010,0.9915123629
MEX,2011,1.0421652005
MEX,2012,1.0571073198
MEX,2013,1.057158242
MEX,2023,1.0872195111
MEX,2003,0.7312892989
MEX,2004,0.8068010378
MEX,2008,0.9332610293
MEX,2009,0.9462226912
MEX,2022,1.0883429177
MEX,2006,0.8040125207
MEX,2007,0.8876921777
MEX,2002,0.6345597003
MEX,2005,0.7613465467
MEX,2001,0.5838042752
MEX,2000,0.4705667986
MEX,1999,0.3787103487
MEX,1998,0.3288809293
NIC,2006,-1.1220602384
NIC,2007,-0.9259821512
NIC,2008,-0.9905944342
NIC,2009,-1.0756953139
NIC,2010,-1.164756676
NIC,2012,-1.0742789859
NIC,2019,-1.0842417271
NIC,2021,-1.0691307446
NIC,2020,-1.1112471494
NIC,2023,-0.9963415551
NIC,2022,-1.0396316612
NIC,2011,-1.1762363587
NIC,2013,-1.1310197968
NIC,2018,-1.1200572135
NIC,2014,-1.0712008897
NIC,2015,-1.1192993158
NIC,2016,-1.2039597708
NIC,2017,-1.1813237075
PAN,2012,0.3189382791
PAN,2013,0.285007572
PAN,2021,0.2325479607
PAN,2014,0.2768506018
PAN,2015,0.2389854108
PAN,2011,0.1614809191
PAN,2016,0.1843190318
PAN,2020,0.1578275276
PAN,2010,0.0495201762
PAN,2018,0.1350266607
PAN,2019,0.0813858261
PAN,1998,-0.3778918712
PAN,2008,0.0598805344
PAN,2017,0.13197526
PAN,2022,0.0842849238
PAN,2007,0.0372693253
PAN,2009,0.0185304326
PAN,1999,-0.3650540307
PAN,2004,-0.3320944326
PAN,2000,-0.31166297590000003
PAN,2001,-0.2869638049
PAN,2002,-0.3873519044
PAN,2003,-0.4068301792
PAN,2006,-0.2227879391
PAN,2005,-0.3511084729
PAN,2023,-0.1361490871
SLV,1998,-0.4270043727
SLV,1999,-0.3358424926
SLV,2000,-0.3572323641
SLV,2019,-0.1216868048
SLV,2023,0.0011772408
SLV,2002,-0.4593713425
SLV,2021,-0.0565710921
SLV,2022,-0.0644434661
SLV,2001,-0.4249201052
SLV,2017,-0.0957182775
SLV,2018,-0.1078185131
SLV,2020,-0.1579833412
SLV,2005,-0.4613505757
SLV,2004,-0.5065064187
SLV,2007,-0.258931747
SLV,2016,-0.2133388349
SLV,2003,-0.5675966339
SLV,2015,-0.19412537
SLV,2008,-0.2656708424
SLV,2014,-0.1921283724
SLV,2006,-0.4494322977
SLV,2009,-0.3489154329
SLV,2013,-0.3295068396
SLV,2010,-0.3819687422
SLV,2011,-0.3699421968
SLV,2012,-0.3189417783
CAN,1998,1.1347409037
CAN,2000,1.0986260528
CAN,2001,1.1139547156
CAN,1999,1.0727415878
CAN,2002,1.0994412652
CAN,2003,1.0539721407
CAN,2004,1.0476826882
CAN,2005,0.987586186
CAN,2006,0.9374094912
CAN,2008,0.9344613595
CAN,2009,0.9474636849
CAN,2007,0.930040932
CAN,2011,0.9508571731
CAN,2012,0.96417249
CAN,2013,0.9671362029
CAN,2014,0.9321958764
CAN,2015,0.944847631
CAN,2016,0.8879912023
CAN,2017,0.8997929679
CAN,2010,0.9142762053
CAN,2019,0.9388195942
CAN,2020,0.9218902629
CAN,2018,0.9104778982
CAN,2021,0.8933540615
CAN,2022,0.918370375
CAN,2023,0.8980336541
USA,1998,1.6595469112
USA,1999,1.6637383151
USA,2000,1.6674837777
USA,2001,1.7364975523
USA,2002,1.7476741297
USA,2003,1.7371288843
USA,2008,1.5764249978
USA,2004,1.7430814997
USA,2005,1.6739659734
USA,2006,1.610594797
USA,2007,1.5423437265
USA,2010,1.5964863893
USA,2009,1.5767395027
USA,2015,1.5915470989
USA,2012,1.6200886629
USA,2013,1.6142044771
USA,2014,1.5760940719
USA,2016,1.5803589576
USA,2017,1.5801268209
USA,2018,1.5467943791
USA,2011,1.599902232
USA,2019,1.5642554826
USA,2020,1.5571417846
USA,2023,1.4985359398
USA,2021,1.4828025381
USA,2022,1.4887750728
AUS,1998,0.5753044198
AUS,1999,0.5541026564
AUS,2000,0.5147946776
AUS,2001,0.4797023233
AUS,2002,0.3909026341
AUS,2003,0.2431026034
AUS,2004,0.2066444015
AUS,2005,0.1697063184
AUS,2008,0.1632349009
AUS,2009,0.1179786781
AUS,2006,0.1366434738
AUS,2007,0.1380302161
AUS,2010,-0.0132546736
AUS,2011,-0.1132747162
AUS,2012,-0.0987417749
AUS,2015,-0.1202500403
AUS,2013,-0.0981612395
AUS,2016,-0.1315536462
AUS,2017,-0.1514103203
AUS,2014,-0.104723572
AUS,2019,-0.2130118594
AUS,2018,-0.2195610016
AUS,2020,-0.2959812964
AUS,2022,-0.2737847706
AUS,2023,-0.2758042393
AUS,2021,-0.3608182287
NZL,1998,0.7570800104
NZL,1999,0.7135740443
NZL,2000,0.7119060377
NZL,2001,0.751549325
NZL,2002,0.6980888723
NZL,2003,0.6192715082
NZL,2004,0.6176576282
NZL,2005,0.5878580444
NZL,2006,0.6012446211
NZL,2007,0.588839585
NZL,2008,0.599804711
NZL,2009,0.5613601139
NZL,2015,0.5131305265
NZL,2010,0.4488342307
NZL,2012,0.5513436065
NZL,2013,0.5511908371
NZL,2014,0.5074616412
NZL,2023,0.484932541
NZL,2011,0.426927581
NZL,2022,0.4652340438
NZL,2016,0.3879786938
NZL,2019,0.447201307
NZL,2021,0.4533986025
NZL,2018,0.4040003958
NZL,2020,0.4690059943
NZL,2017,0.3272099827
PNG,1998,-1.4979522352
PNG,1999,-1.7188715249
PNG,2000,-1.8032182149
PNG,2002,-1.4828976405
PNG,2003,-1.4331424735
PNG,2004,-1.2849999423
PNG,2001,-1.7321249151
PNG,2005,-1.6464516038
PNG,2006,-1.7383792898
PNG,2007,-2.2620271357
PNG,2008,-2.247360291
PNG,2019,-1.4068558358
PNG,2009,-2.2866449521
PNG,2010,-2.2450082599
PNG,2011,-1.8061658465
PNG,2022,-1.4567549333
PNG,2013,-1.4992212208
PNG,2020,-1.3891472629
PNG,2021,-1.4515975399
PNG,2012,-1.6487351913
PNG,2016,-1.8908196314
PNG,2023,-1.6328044195
PNG,2017,-1.9205471967
PNG,2014,-1.5894576589
PNG,2018,-1.9293779253
PNG,2015,-1.7839594905
ARG,2001,0.4584315054
ARG,1998,0.391834939
ARG,1999,0.3832617397
ARG,2000,0.3962126399
ARG,2002,0.3996085273
ARG,2004,0.3148830098
ARG,2003,0.305166193
ARG,2005,0.3104680408
ARG,2006,0.3194852592
ARG,2009,0.4119540065
ARG,2008,0.3889881567
ARG,2007,0.3675783797
ARG,2012,0.3918285985
ARG,2013,0.3895705556
ARG,2014,0.4134284349
ARG,2010,0.3336088672
ARG,2015,0.4182116997
ARG,2011,0.2798771041
ARG,2017,0.2322690521
ARG,2016,0.3049559798
ARG,2019,0.2020146168
ARG,2020,0.1591642047
ARG,2018,0.1858581886
ARG,2021,0.0548187423
ARG,2022,0.0709320667
ARG,2023,0.0426324658
BOL,1999,-0.1429313485
BOL,2000,-0.2408881838
BOL,2001,-0.2472865472
BOL,2002,-0.5041906423
BOL,2003,-0.5913254506
BOL,2004,-0.8524516032
BOL,2006,-0.8004182362
BOL,2005,-0.9182070381
BOL,2012,-0.5518773921
BOL,2007,-0.7153181403
BOL,2013,-0.7179666297
BOL,2008,-0.7249860762
BOL,2017,-0.8005012683
BOL,2009,-0.8493251175
BOL,2014,-0.7022317787
BOL,2020,-0.9288687776
BOL,2010,-0.9893340574
BOL,2015,-0.8375491889
BOL,2022,-0.8684239198
BOL,2021,-0.910397052
BOL,2016,-0.9237740253
BOL,2018,-0.8554502246
BOL,2023,-0.8549213908
BOL,2019,-0.9801194941
BOL,2011,-1.0409070396
BRA,1998,0.7270000107
BRA,1999,0.6640946164
BRA,2000,0.6488500977
BRA,2002,0.5922777518
BRA,2004,0.6295000118
BRA,2005,0.6548439776
BRA,2006,0.6805748508
BRA,2007,0.7340384891
