ISO3,year,gdp_usd,gdp_growth,gdp_pc,gdp_pc_growth
AFC,1990,31.9284434202821,0.394334584844524,0.00132219212086982,-2.49229264065559
AFC,1991,32.7784758838198,2.66230474297939,0.00131566450022091,-0.493696834664336
AFC,1992,32.9552585076852,0.53932533194021,0.00128048395377103,-2.67397550393533
AFC,1993,33.3479242069962,1.19151151316114,0.00126021291203435,-1.58307659201645
AFC,1994,34.2988912771436,2.85165296719669,0.0012611258436954,0.072442652533744
AFC,1995,35.6094070426005,3.82086917873725,0.00126839129588402,0.576108421291521
AFC,1996,36.9595531255337,3.79154328887858,0.00127578342974544,0.582796009828845
AFC,1997,39.3598504337834,6.49438942104376,0.00132069416277078,3.52024740079117
AFC,1998,41.6084274535986,5.71286982809553,0.00135715579539001,2.76079304709933
AFC,1999,41.4929500911432,-0.277533590001988,0.00131461391866287,-3.13463471707825
AFC,2000,43.1761654347027,4.05662971628213,0.00132717618389074,0.955585898606892
AFC,2001,46.3426759641742,7.33393180610344,0.00138289129711993,4.19801936664183
AFC,2002,48.4064033698633,4.45318998688062,0.00140342659173659,1.48495363731273
AFC,2003,51.0072149983655,5.37286690901195,0.00143355050514168,2.14645451229591
AFC,2004,55.76400707006,9.32572396247635,0.00151663957355192,5.79603356227924
AFC,2005,58.3465122820238,4.63113278197395,0.00153703669224746,1.34488899348534
AFC,2006,60.1367180407951,3.06823096831931,0.00153660331986253,-0.0281953181153094
AFC,2007,64.1536805936564,6.67971695784315,0.00159045290633341,3.50445595000337
AFC,2008,67.4237453668011,5.09723642179942,0.0016212170895355,1.93430330942778
AFC,2009,70.1789391073873,4.08638488650734,0.00163996014465955,1.15611013756438
AFC,2010,72.9481786821999,3.94596956014845,0.00165690801121737,1.03343161192122
AFC,2011,76.0161950855301,4.20574777705706,0.00167541672535136,1.11706347055364
AFC,2012,81.388132334593,7.06683259142162,0.00174272550825827,4.01743529764515
AFC,2013,82.7793372647334,1.70934617890117,0.00172293998406951,-1.13532074299741
AFC,2014,87.0156220212015,5.11756302532371,0.00176064339965582,2.1883185679661
AFC,2015,88.6394922176449,1.86618236900937,0.00174373438196773,-0.960388554058688
AFC,2016,87.6144061738864,-1.15646651183594,0.00167467702538734,-3.96031398443068
AFC,2017,87.6053579842853,-0.0103272851992075,0.00162768230625588,-2.80619596609031
AFC,2018,89.0634220227346,1.66435486595566,0.00160869951165644,-1.16624690988418
AFC,2019,91.2239416491913,2.42582148472261,0.00160312123195916,-0.346757095209893
AFC,2020,89.8565134445226,-1.49897952220391,0.00153676801903946,-4.13900156749872
AFC,2021,91.628930268215,1.97249676817996,0.0015244611365967,-0.800828901323291
AFC,2022,94.5724506407404,3.21243559638759,0.00153323037336005,0.575235180014188
AFC,2023,96.615595992095,2.16040224982232,0.00151934568086403,-0.905584231650302
AFC,2024,99.4103675436041,2.89267123264214,0.00151186376820399,-0.492443079562166
AFC,2025,102.185839999936,2.79193460894835,0.00151045009727252,-0.0935051795803554
AFE,1990,106.157841314922,-0.0500559635650987,5.56493980746878e-4,-3.03370100844071
AFE,1991,103.960322032191,-2.07004895306014,5.28966599186277e-4,-4.94657310105248
AFE,1992,102.153169684256,-1.73830968643513,5.04846505474962e-4,-4.55985193553242
AFE,1993,101.037415005773,-1.0922369633088,4.84134667811601e-4,-4.10260097648387
AFE,1994,101.579247796986,0.536269451451865,4.72709020369783e-4,-2.36001431037044
AFE,1995,106.422293363658,4.76775096459807,4.81388884767798e-4,1.83619605803695
AFE,1996,110.39288410269,3.73097648390587,4.84684023240367e-4,0.684506555268371
AFE,1997,111.218677386579,0.748049378908288,4.74377522817092e-4,-2.12643700412694
AFE,1998,114.610451411867,3.04964427287595,4.74743646014054e-4,0.0771797101151605
AFE,1999,117.798268136762,2.78143632245115,4.73483415996576e-4,-0.265454846643975
AFE,2000,120.35313539195,2.1688495897254,4.69352094552488e-4,-0.872537728780209
AFE,2001,125.648758528811,4.40007077473734,4.75446205673474e-4,1.29840927348927
AFE,2002,128.545363333731,2.30531908061457,4.7200568376931e-4,-0.723640627079946
AFE,2003,135.151111477588,5.13884590820097,4.81544343862422e-4,2.02087822691841
AFE,2004,144.526417722352,6.93690650581042,4.99562731689418e-4,3.74179201908444
AFE,2005,155.274453402888,7.43672738169087,5.20681288464388e-4,4.22740837843338
AFE,2006,165.715566912682,6.72429577498052,5.39220934777063e-4,3.56065153932336
AFE,2007,178.322447329073,7.60754143455555,5.63095012826272e-4,4.42751319717933
AFE,2008,187.721060401272,5.27057205246583,5.7529533895595e-4,2.16665497860524
AFE,2009,200.061301489815,6.5737115815158,5.95216504890521e-4,3.46277200345894
AFE,2010,215.113867290013,7.52397674517977,6.21241061809833e-4,4.37228415299049
AFE,2011,230.877560153418,7.32806911148742,6.47608900188719e-4,4.24438112671903
AFE,2012,240.088429578558,3.98950396869197,6.54335400000603e-4,1.03866698093928
AFE,2013,255.614252110654,6.46671001986596,6.76569466525986e-4,3.39796173726234
AFE,2014,275.801932262443,7.89771305202908,7.09677064106738e-4,4.89345133334955
AFE,2015,293.698635332078,6.48896942919339,7.35303644304916e-4,3.61101992642731
AFE,2016,310.004176743229,5.55179338600422,7.54673961501443e-4,2.63432900769007
AFE,2017,325.989356591626,5.15644015391356,7.71731792836055e-4,2.26029149073534
AFE,2018,346.593269025604,6.3204248903713,7.97910829572817e-4,3.39224546400449
AFE,2019,367.798174909581,6.11809512157901,8.230301163891e-4,3.14813208259523
AFE,2020,375.922295286587,2.20885282505902,8.17685151747006e-4,-0.649425159014149
AFE,2021,397.07521190064,5.6269385666331,8.40038949227653e-4,2.73379031438785
AFE,2022,418.492304023873,5.39371169021554,8.61677796554752e-4,2.57593381199692
AFE,2023,444.540876266973,6.22438501082052,8.90417029034022e-4,3.33526436380022
AFE,2024,469.26720184051,5.56221641104777,9.14506573825719e-4,2.70542274082858
AFE,2025,494.407799410609,5.35741630173496,9.38181473717581e-4,2.5888168078247
AFG,1990,8.70390367771422,-4.04950692006686,722.575905157063,-5.41617491490568
AFG,1991,7.90756278223816,-9.14923837582259,646.101884187118,-10.5835276853469
AFG,1992,7.7938985077863,-1.43741222905207,586.935293930562,-9.15747062570411
AFG,1993,6.30357867962334,-19.1216222109396,421.836721120746,-28.1289223049088
AFG,1994,4.85325154285558,-23.0079960999934,298.647041052614,-29.2031665097429
AFG,1995,6.33351114784729,30.5003685038905,371.122232034064,24.2678416387462
AFG,1996,6.56038112301152,3.58205693284901,369.322911845801,-0.484832228562903
AFG,1997,6.22114475845413,-5.17098562105583,337.151207332228,-8.7109961179462
AFG,1998,5.93009638204688,-4.6783733172538,309.504051151518,-8.2002245815677
AFG,1999,5.64659312004238,-4.78075302220714,283.922675151726,-8.26527985808761
AFG,2000,5.34432899042555,-5.35303541783377,265.486446912936,-6.49339762276406
AFG,2001,5.0431429888373,-5.63561865536024,248.62288806994,-6.35194716682713
AFG,2002,7.4910435546718,48.5391862029847,350.407080037582,40.9391881647717
AFG,2003,8.6848595293563,15.9365776740141,382.036722366467,9.02654202235089
AFG,2004,8.92886643043853,2.80956646745336,378.973624010544,-0.801781131653889
AFG,2005,9.59255644243706,7.43308254378189,393.063988491869,3.71803302092945
AFG,2006,10.4080141490284,8.50094249103188,409.376009584782,4.14996579958892
AFG,2007,12.7542370091708,22.5424641679745,492.25433665815,20.2450376018441
AFG,2008,12.6121610806487,-1.11395082606597,476.242914340158,-3.25267267865875
AFG,2009,13.9695121536718,10.7622402246805,508.609218092946,6.79617539247419
AFG,2010,14.6972436974442,5.20942704202487,519.629382351477,2.16672523157406
AFG,2011,15.6806510689018,6.69110066963529,534.30581593976,2.82440410160564
AFG,2012,17.1915403549203,9.63537342537375,562.549778410599,5.28610425495035
