ISO3,year,fiscal_balance_gdp,primary_fiscal_balance_gdp,net_debt_gdp,government_investment_gdp,private_sector_investment_gdp,output_gap_pct
ABW,1996,-2.34348987854251,-1.09976518218623,NA,NA,NA,NA
ABW,1997,-2.10213042178121,-0.850571443158363,NA,NA,NA,NA
ABW,1998,0.113932756925782,1.44698426118845,NA,NA,NA,NA
ABW,1999,0.0855949296487138,1.53834331557392,NA,NA,NA,NA
ABW,2000,0.644935622138422,1.88484089075176,NA,NA,NA,NA
ABW,2001,-0.835327198996542,0.553912731223315,NA,NA,NA,NA
ABW,2002,-3.1687309369448,-1.75716429160683,NA,NA,NA,NA
ABW,2003,1.89611878360931,3.14319581869801,NA,NA,NA,NA
ABW,2004,-8.53089795787914,-6.40372072672279,NA,NA,NA,NA
ABW,2005,-2.95701925120496,-0.958689063465885,NA,NA,NA,NA
ABW,2006,-2.54146039153469,-0.338638303508032,NA,NA,NA,NA
ABW,2007,-1.04585828390163,1.18492832325296,NA,NA,NA,NA
ABW,2008,1.46595333866508,4.21023943753304,NA,NA,NA,NA
ABW,2009,-2.63113532359705,-0.0839947480873548,NA,NA,NA,NA
ABW,2010,-3.48673373430991,-0.597494534083312,NA,NA,NA,NA
ABW,2011,-6.42893375998143,-3.51823523201479,NA,NA,NA,NA
ABW,2012,-8.95492672639751,-5.73781803127474,NA,NA,NA,NA
ABW,2013,-6.04769755368279,-2.67876342709688,NA,NA,NA,NA
ABW,2014,-7.45853218248542,-3.70324330048256,NA,NA,NA,NA
ABW,2015,-1.4752847451063,2.3011734852703,NA,NA,NA,NA
ABW,2016,-1.45497700587057,2.62529307427419,NA,NA,NA,NA
ABW,2017,-2.58702167810868,1.43836294311244,NA,NA,NA,NA
ABW,2018,-2.64102283158515,1.1317365794758,NA,NA,NA,NA
ABW,2019,-0.246096362625509,3.58815120857199,NA,NA,NA,NA
ABW,2020,-16.9077386012255,-11.5762157493881,NA,NA,NA,NA
ABW,2021,-9.95623164369203,-5.20686820747,NA,NA,NA,NA
ABW,2022,-0.504643768941337,3.69069412160082,NA,NA,NA,NA
ABW,2023,3.08560342706789,7.00251715742662,NA,NA,NA,NA
ABW,2024,3.76885169269723,7.91453212166844,NA,NA,NA,NA
ABW,2025,1.40184863458641,5.29218978883818,NA,NA,NA,NA
AFG,2003,-2.1016692363811,NA,NA,20.47572366,7.594644634,NA
AFG,2004,-2.39283825475121,NA,NA,23.47347428,9.067341047,NA
AFG,2005,-0.917107414635355,NA,NA,23.18193425,8.699352053,NA
AFG,2006,0.683695765173601,0.724090820002071,NA,20.01788811,8.423578481,NA
AFG,2007,-2.46171938840271,-2.43123860648768,NA,20.25619366,3.451219407,NA
AFG,2008,-3.86359379179839,-3.84521365342561,NA,17.00010385,5.958795768,NA
AFG,2009,-1.76059209020972,-1.74208610534858,NA,23.8239797,5.419681261,NA
AFG,2010,0.933343625495382,0.944992239162766,NA,18.10428108,6.117540746,NA
AFG,2011,-0.671821697524396,-0.573310752859865,NA,14.88521025,5.549821881,NA
AFG,2012,0.182057052453265,0.257318292302802,NA,14.133067,5.618983178,NA
AFG,2013,-0.630945569561263,-0.543948390009184,NA,12.31650009,4.979135827,NA
AFG,2014,-1.7187968084429,-1.68504291386892,NA,8.367380642,4.265276955,NA
AFG,2015,-1.37770032868547,-1.32649226187448,NA,9.115326171,4.165943933,NA
AFG,2016,0.127257984493361,0.19218505151316,NA,9.054050026,3.925523981,NA
AFG,2017,-0.673105906142619,-0.604199148480681,NA,10.24546692,4.632043121,NA
AFG,2018,1.63419574024946,1.69359679907635,NA,10.69969734,4.606313076,NA
AFG,2019,-1.05808111785046,-1.0187428657267,NA,8.121292857,3.981332109,NA
AFG,2020,-2.24279939297291,-2.20583028624531,NA,NA,NA,NA
AFG,2021,-0.484938817910689,-0.462452822914561,NA,NA,NA,NA
AFG,2022,-0.997336716711026,-0.988912349367725,NA,NA,NA,NA
AFG,2023,-1.32970350404724,-1.15917533543246,NA,NA,NA,NA
AFG,2024,-0.540070474472431,-0.494483212927152,NA,NA,NA,NA
AGO,1997,-0.231554991937427,4.14315379618196,NA,8.925938649,39.58187948,NA
AGO,1998,-5.10270694891748,0.17270863483786,NA,10.64928549,53.38923599,NA
AGO,1999,-8.0956455215171,-2.47690086179152,NA,22.47234152,28.266389,NA
AGO,2000,2.02140933245842,5.93821542113509,NA,4.859004206,22.80109904,NA
AGO,2001,2.80472896292073,6.40129810327971,NA,4.193825372,20.43315764,NA
AGO,2002,-2.24491136146191,-0.183848486980736,NA,3.849586808,19.24640959,NA
AGO,2003,-4.102132275486,-2.84996146607176,NA,5.065725046,20.20779734,NA
AGO,2004,1.0324852133593,2.70791225768521,NA,3.61669095,23.32354607,NA
