ISO3,year,hdi
TLS,2018,0.624
TLS,2019,0.642
TLS,2020,0.65
TLS,2021,0.644
TLS,2022,0.633
TLS,2023,0.634
TON,1990,0.641
TON,1991,0.649
TON,1992,0.654
TON,1993,0.66
TON,1994,0.67
TON,1995,0.675
TON,1996,0.678
TON,1997,0.68
TON,1998,0.685
TON,1999,0.688
TON,2000,0.688
TON,2001,0.693
TON,2002,0.7
TON,2003,0.703
TON,2004,0.705
TON,2005,0.706
TON,2006,0.708
TON,2007,0.71
TON,2008,0.717
TON,2009,0.718
TON,2010,0.724
TON,2011,0.731
TON,2012,0.735
TON,2013,0.737
TON,2014,0.74
TON,2015,0.743
TON,2016,0.749
TON,2017,0.755
TON,2018,0.759
TON,2019,0.763
TON,2020,0.765
TON,2021,0.763
TON,2022,0.764
TON,2023,0.769
TTO,1990,0.661
TTO,1991,0.665
TTO,1992,0.665
TTO,1993,0.667
TTO,1994,0.672
TTO,1995,0.677
TTO,1996,0.684
TTO,1997,0.692
TTO,1998,0.7
TTO,1999,0.708
TTO,2000,0.714
TTO,2001,0.721
TTO,2002,0.73
TTO,2003,0.74
TTO,2004,0.75
TTO,2005,0.756
TTO,2006,0.766
TTO,2007,0.774
TTO,2008,0.782
TTO,2009,0.782
TTO,2010,0.789
TTO,2011,0.792
TTO,2012,0.796
TTO,2013,0.802
TTO,2014,0.805
TTO,2015,0.808
TTO,2016,0.806
TTO,2017,0.806
TTO,2018,0.803
TTO,2019,0.805
TTO,2020,0.8
TTO,2021,0.796
TTO,2022,0.805
TTO,2023,0.807
TUN,1990,0.569
TUN,1991,0.575
TUN,1992,0.582
TUN,1993,0.587
TUN,1994,0.598
TUN,1995,0.606
TUN,1996,0.616
TUN,1997,0.623
TUN,1998,0.636
TUN,1999,0.646
TUN,2000,0.654
TUN,2001,0.661
TUN,2002,0.667
TUN,2003,0.673
TUN,2004,0.683
TUN,2005,0.69
TUN,2006,0.697
TUN,2007,0.703
TUN,2008,0.709
TUN,2009,0.713
TUN,2010,0.717
TUN,2011,0.718
TUN,2012,0.72
TUN,2013,0.722
TUN,2014,0.725
TUN,2015,0.728
TUN,2016,0.733
TUN,2017,0.737
TUN,2018,0.742
TUN,2019,0.74
TUN,2020,0.733
TUN,2021,0.728
TUN,2022,0.745
TUN,2023,0.746
TUR,1990,0.598
TUR,1991,0.602
TUR,1992,0.608
TUR,1993,0.615
TUR,1994,0.616
TUR,1995,0.623
TUR,1996,0.63
TUR,1997,0.638
TUR,1998,0.649
TUR,1999,0.652
TUR,2000,0.669
TUR,2001,0.675
TUR,2002,0.685
TUR,2003,0.691
TUR,2004,0.696
TUR,2005,0.701
TUR,2006,0.711
TUR,2007,0.719
TUR,2008,0.721
TUR,2009,0.728
TUR,2010,0.75
TUR,2011,0.764
TUR,2012,0.772
TUR,2013,0.802
TUR,2014,0.813
TUR,2015,0.821
TUR,2016,0.826
TUR,2017,0.833
TUR,2018,0.838
TUR,2019,0.841
TUR,2020,0.838
TUR,2021,0.841
TUR,2022,0.853
TUR,2023,0.853
TUV,1990,0.566
TUV,1991,0.57
TUV,1992,0.566
TUV,1993,0.579
TUV,1994,0.586
TUV,1995,0.587
TUV,1996,0.587
TUV,1997,0.595
TUV,1998,0.605
TUV,1999,0.608
TUV,2000,0.61
TUV,2001,0.613
TUV,2002,0.621
TUV,2003,0.621
TUV,2004,0.621
TUV,2005,0.621
TUV,2006,0.625
TUV,2007,0.63
TUV,2008,0.636
TUV,2009,0.635
TUV,2010,0.636
TUV,2011,0.641
TUV,2012,0.642
TUV,2013,0.647
TUV,2014,0.65
TUV,2015,0.658
TUV,2016,0.664
TUV,2017,0.668
TUV,2018,0.672
TUV,2019,0.681
TUV,2020,0.681
TUV,2021,0.681
TUV,2022,0.686
TUV,2023,0.689
TZA,1990,0.381
TZA,1991,0.382
TZA,1992,0.381
TZA,1993,0.382
TZA,1994,0.38
TZA,1995,0.38
TZA,1996,0.383
TZA,1997,0.388
TZA,1998,0.396
TZA,1999,0.404
TZA,2000,0.414
TZA,2001,0.422
TZA,2002,0.433
TZA,2003,0.444
TZA,2004,0.455
TZA,2005,0.465
TZA,2006,0.477
TZA,2007,0.486
TZA,2008,0.495
TZA,2009,0.504
TZA,2010,0.513
TZA,2011,0.516
TZA,2012,0.519
TZA,2013,0.521
TZA,2014,0.521
TZA,2015,0.52
TZA,2016,0.52
TZA,2017,0.528
TZA,2018,0.537
TZA,2019,0.546
TZA,2020,0.554
TZA,2021,0.548
TZA,2022,0.554
TZA,2023,0.555
UGA,1990,0.342
UGA,1991,0.345
UGA,1992,0.339
UGA,1993,0.347
UGA,1994,0.35
UGA,1995,0.356
UGA,1996,0.367
UGA,1997,0.376
UGA,1998,0.386
UGA,1999,0.398
UGA,2000,0.407
UGA,2001,0.418
UGA,2002,0.432
UGA,2003,0.446
UGA,2004,0.461
UGA,2005,0.47
UGA,2006,0.481
UGA,2007,0.492
UGA,2008,0.502
UGA,2009,0.509
UGA,2010,0.514
UGA,2011,0.522
UGA,2012,0.526
UGA,2013,0.532
UGA,2014,0.539
UGA,2015,0.547
UGA,2016,0.553
UGA,2017,0.557
UGA,2018,0.563
UGA,2019,0.569
UGA,2020,0.571
UGA,2021,0.573
UGA,2022,0.578
UGA,2023,0.582
UKR,1990,0.75
UKR,1991,0.743
UKR,1992,0.733
UKR,1993,0.721
UKR,1994,0.706
UKR,1995,0.702
UKR,1996,0.701
UKR,1997,0.706
UKR,1998,0.71
UKR,1999,0.714
UKR,2000,0.716
UKR,2001,0.728
UKR,2002,0.736
UKR,2003,0.745
UKR,2004,0.751
UKR,2005,0.757
UKR,2006,0.762
UKR,2007,0.77
UKR,2008,0.776
UKR,2009,0.773
UKR,2010,0.782
UKR,2011,0.786
UKR,2012,0.789
UKR,2013,0.789
UKR,2014,0.788
UKR,2015,0.778
UKR,2016,0.78
UKR,2017,0.785
UKR,2018,0.784
UKR,2019,0.789
UKR,2020,0.783
UKR,2021,0.772
UKR,2022,0.772
UKR,2023,0.779
URY,1990,0.713
URY,1991,0.717
URY,1992,0.719
URY,1993,0.722
URY,1994,0.727
URY,1995,0.729
URY,1996,0.736
URY,1997,0.747
URY,1998,0.757
URY,1999,0.76
URY,2000,0.764
URY,2001,0.771
URY,2002,0.775
URY,2003,0.78
URY,2004,0.779
URY,2005,0.778
URY,2006,0.777
URY,2007,0.78
URY,2008,0.783
URY,2009,0.787
URY,2010,0.796
URY,2011,0.801
URY,2012,0.804
URY,2013,0.812
URY,2014,0.816
URY,2015,0.818
URY,2016,0.821
URY,2017,0.827
URY,2018,0.826
URY,2019,0.83
URY,2020,0.837
URY,2021,0.837
URY,2022,0.852
URY,2023,0.862
USA,1990,0.878
USA,1991,0.878
USA,1992,0.882
USA,1993,0.884
USA,1994,0.887
USA,1995,0.888
USA,1996,0.89
USA,1997,0.893
USA,1998,0.895
USA,1999,0.895
USA,2000,0.895
USA,2001,0.897
USA,2002,0.898
USA,2003,0.9
USA,2004,0.905
USA,2005,0.907
USA,2006,0.911
USA,2007,0.914
USA,2008,0.914
USA,2009,0.915
USA,2010,0.919
USA,2011,0.92
USA,2012,0.923
USA,2013,0.925
USA,2014,0.926
USA,2015,0.928
USA,2016,0.929
USA,2017,0.931
USA,2018,0.934
USA,2019,0.936
USA,2020,0.925
USA,2021,0.921
USA,2022,0.93
USA,2023,0.938
UZB,2000,0.603
UZB,2001,0.61
UZB,2002,0.618
UZB,2003,0.625
UZB,2004,0.632
UZB,2005,0.638
UZB,2006,0.644
UZB,2007,0.658
UZB,2008,0.663
UZB,2009,0.672
UZB,2010,0.681
UZB,2011,0.686
UZB,2012,0.692
UZB,2013,0.698
UZB,2014,0.703
UZB,2015,0.707
UZB,2016,0.714
UZB,2017,0.719
UZB,2018,0.725
UZB,2019,0.73
UZB,2020,0.723
UZB,2021,0.727
UZB,2022,0.737
UZB,2023,0.74
VCT,2000,0.7
VCT,2001,0.704
VCT,2002,0.71
VCT,2003,0.715
VCT,2004,0.719
VCT,2005,0.724
VCT,2006,0.731
VCT,2007,0.737
VCT,2008,0.741
VCT,2009,0.745
VCT,2010,0.746
VCT,2011,0.749
VCT,2012,0.753
VCT,2013,0.755
VCT,2014,0.759
VCT,2015,0.765
VCT,2016,0.771
VCT,2017,0.778
VCT,2018,0.783
VCT,2019,0.787
VCT,2020,0.781
VCT,2021,0.781
VCT,2022,0.794
VCT,2023,0.798
VEN,1990,0.658
VEN,1991,0.669
VEN,1992,0.676
VEN,1993,0.68
VEN,1994,0.681
VEN,1995,0.687
VEN,1996,0.69
VEN,1997,0.698
VEN,1998,0.7
VEN,1999,0.698
VEN,2000,0.703
VEN,2001,0.708
VEN,2002,0.716
VEN,2003,0.707
VEN,2004,0.718
VEN,2005,0.728
VEN,2006,0.736
VEN,2007,0.753
VEN,2008,0.759
VEN,2009,0.76
VEN,2010,0.764
VEN,2011,0.77
VEN,2012,0.772
VEN,2013,0.773
VEN,2014,0.77
VEN,2015,0.768
VEN,2016,0.761
VEN,2017,0.749
VEN,2018,0.741
VEN,2019,0.724
VEN,2020,0.699
VEN,2021,0.696
VEN,2022,0.706
VEN,2023,0.709
VNM,1990,0.499
VNM,1991,0.509
VNM,1992,0.521
VNM,1993,0.531
VNM,1994,0.543
VNM,1995,0.556
VNM,1996,0.567
VNM,1997,0.578
VNM,1998,0.588
VNM,1999,0.596
VNM,2000,0.604
VNM,2001,0.612
VNM,2002,0.621
VNM,2003,0.63
VNM,2004,0.638
VNM,2005,0.647
VNM,2006,0.656
VNM,2007,0.664
VNM,2008,0.672
VNM,2009,0.679
VNM,2010,0.686
VNM,2011,0.693
VNM,2012,0.698
VNM,2013,0.704
VNM,2014,0.711
VNM,2015,0.717
VNM,2016,0.723
VNM,2017,0.729
VNM,2018,0.737
VNM,2019,0.744
VNM,2020,0.755
VNM,2021,0.754
VNM,2022,0.764
VNM,2023,0.766
VUT,2005,0.561
VUT,2006,0.567
VUT,2007,0.57
VUT,2008,0.578
VUT,2009,0.579
VUT,2010,0.582
VUT,2011,0.587
VUT,2012,0.587
VUT,2013,0.592
VUT,2014,0.597
VUT,2015,0.599
VUT,2016,0.603
VUT,2017,0.607
VUT,2018,0.612
VUT,2019,0.622
VUT,2020,0.617
VUT,2021,0.615
VUT,2022,0.621
VUT,2023,0.621
WSM,1995,0.655
WSM,1996,0.663
WSM,1997,0.665
WSM,1998,0.669
WSM,1999,0.672
WSM,2000,0.676
WSM,2001,0.683
WSM,2002,0.682
WSM,2003,0.687
WSM,2004,0.691
WSM,2005,0.694
WSM,2006,0.697
WSM,2007,0.701
WSM,2008,0.702
WSM,2009,0.694
WSM,2010,0.708
WSM,2011,0.711
WSM,2012,0.707
WSM,2013,0.706
WSM,2014,0.706
WSM,2015,0.708
WSM,2016,0.712
WSM,2017,0.712
WSM,2018,0.711
WSM,2019,0.708
WSM,2020,0.708
WSM,2021,0.706
WSM,2022,0.703
WSM,2023,0.708
YEM,1990,0.359
YEM,1991,0.364
YEM,1992,0.37
YEM,1993,0.377
YEM,1994,0.382
YEM,1995,0.393
YEM,1996,0.405
YEM,1997,0.413
YEM,1998,0.423
YEM,1999,0.429
YEM,2000,0.439
YEM,2001,0.449
YEM,2002,0.458
YEM,2003,0.467
YEM,2004,0.475
YEM,2005,0.481
YEM,2006,0.486
YEM,2007,0.489
YEM,2008,0.492
YEM,2009,0.497
YEM,2010,0.502
YEM,2011,0.501
YEM,2012,0.503
YEM,2013,0.507
YEM,2014,0.502
YEM,2015,0.475
YEM,2016,0.467
YEM,2017,0.459
YEM,2018,0.454
YEM,2019,0.458
YEM,2020,0.459
YEM,2021,0.458
YEM,2022,0.466
YEM,2023,0.47
ZAF,1990,0.633
ZAF,1991,0.641
ZAF,1992,0.645
ZAF,1993,0.65
ZAF,1994,0.654
ZAF,1995,0.654
ZAF,1996,0.649
ZAF,1997,0.642
ZAF,1998,0.634
ZAF,1999,0.626
ZAF,2000,0.618
ZAF,2001,0.613
ZAF,2002,0.614
ZAF,2003,0.61
ZAF,2004,0.613
ZAF,2005,0.616
ZAF,2006,0.622
ZAF,2007,0.632
ZAF,2008,0.643
ZAF,2009,0.657
ZAF,2010,0.669
ZAF,2011,0.683
ZAF,2012,0.696
ZAF,2013,0.705
ZAF,2014,0.713
ZAF,2015,0.722
ZAF,2016,0.722
ZAF,2017,0.726
ZAF,2018,0.732
ZAF,2019,0.742
ZAF,2020,0.724
ZAF,2021,0.721
ZAF,2022,0.737
ZAF,2023,0.741
ZMB,1990,0.422
ZMB,1991,0.416
ZMB,1992,0.414
ZMB,1993,0.417
ZMB,1994,0.413
ZMB,1995,0.413
ZMB,1996,0.415
ZMB,1997,0.418
ZMB,1998,0.418
ZMB,1999,0.423
ZMB,2000,0.429
ZMB,2001,0.437
ZMB,2002,0.445
ZMB,2003,0.458
ZMB,2004,0.468
ZMB,2005,0.48
ZMB,2006,0.492
ZMB,2007,0.504
ZMB,2008,0.514
ZMB,2009,0.526
ZMB,2010,0.533
ZMB,2011,0.538
ZMB,2012,0.551
ZMB,2013,0.557
ZMB,2014,0.559
ZMB,2015,0.565
ZMB,2016,0.565
ZMB,2017,0.57
ZMB,2018,0.575
ZMB,2019,0.578
ZMB,2020,0.578
ZMB,2021,0.574
ZMB,2022,0.589
ZMB,2023,0.595
ZWE,1990,0.5
ZWE,1991,0.502
ZWE,1992,0.487
ZWE,1993,0.483
ZWE,1994,0.482
ZWE,1995,0.477
ZWE,1996,0.472
ZWE,1997,0.472
ZWE,1998,0.467
ZWE,1999,0.462
ZWE,2000,0.458
ZWE,2001,0.456
ZWE,2002,0.459
ZWE,2003,0.45
ZWE,2004,0.453
ZWE,2005,0.455
ZWE,2006,0.457
ZWE,2007,0.459
ZWE,2008,0.456
ZWE,2009,0.488
ZWE,2010,0.512
ZWE,2011,0.529
ZWE,2012,0.545
ZWE,2013,0.554
ZWE,2014,0.56
ZWE,2015,0.567
ZWE,2016,0.57
ZWE,2017,0.575
ZWE,2018,0.586
ZWE,2019,0.584
ZWE,2020,0.582
ZWE,2021,0.581
ZWE,2022,0.594
ZWE,2023,0.598
