ISO,year,gini,income_share_b50,income_share_t10,share_ratio
SSD,1997,0.6143000000000001,0.1142,0.4914,4.302977232924694
SSD,1998,0.6143000000000001,0.1142,0.4914,4.302977232924694
SSD,1999,0.6143000000000001,0.1142,0.4914,4.302977232924694
SSD,2000,0.6143000000000001,0.1142,0.4914,4.302977232924694
SSD,2001,0.6143000000000001,0.1142,0.4914,4.302977232924694
SSD,2002,0.6143000000000001,0.1142,0.4914,4.302977232924694
SSD,2003,0.6143000000000001,0.1142,0.4914,4.302977232924694
SSD,2004,0.6143000000000001,0.1142,0.4914,4.302977232924694
SSD,2005,0.6143000000000001,0.1142,0.4914,4.302977232924694
SSD,2006,0.6143000000000001,0.1142,0.4914,4.302977232924694
SSD,2007,0.6143000000000001,0.1142,0.4914,4.302977232924694
SSD,2008,0.6143000000000001,0.1142,0.4914,4.302977232924694
SSD,2009,0.6143000000000001,0.1142,0.4914,4.302977232924694
SSD,2010,0.613,0.1158,0.4921,4.2495682210708114
SSD,2011,0.6118,0.1175,0.4928,4.1940425531914896
SSD,2012,0.6105,0.1191,0.4935,4.143576826196473
SSD,2013,0.6093000000000001,0.1207,0.4943,4.095277547638774
SSD,2014,0.608,0.1223,0.4950000000000001,4.047424366312347
SSD,2015,0.6067,0.1239,0.4957,4.0008071025020175
SSD,2016,0.6055,0.1255,0.4965,3.956175298804781
SSD,2017,0.6055,0.1255,0.4965,3.956175298804781
SSD,2018,0.6055,0.1255,0.4965,3.956175298804781
SSD,2019,0.6055,0.1255,0.4965,3.956175298804781
SSD,2020,0.6055,0.1255,0.4965,3.956175298804781
SSD,2021,0.6055,0.1255,0.4965,3.956175298804781
SSD,2022,0.6055,0.1255,0.4965,3.956175298804781
SSD,2023,0.6055,0.1255,0.4965,3.956175298804781
SSD,2024,0.6055,0.1255,0.4965,3.956175298804781
STP,1990,0.4945000000000001,0.1823,0.3903,2.140976412506857
STP,1991,0.4945000000000001,0.1823,0.3903,2.140976412506857
STP,1992,0.4945000000000001,0.1823,0.3903,2.140976412506857
STP,1993,0.4945000000000001,0.1823,0.3903,2.140976412506857
STP,1994,0.4945000000000001,0.1823,0.3903,2.140976412506857
STP,1995,0.4945000000000001,0.1823,0.3903,2.140976412506857
STP,1996,0.4945000000000001,0.1823,0.3903,2.140976412506857
STP,1997,0.4945000000000001,0.1823,0.3903,2.140976412506857
STP,1998,0.4945000000000001,0.1823,0.3903,2.140976412506857
STP,1999,0.4945000000000001,0.1823,0.3903,2.140976412506857
STP,2000,0.4945000000000001,0.1823,0.3903,2.140976412506857
STP,2001,0.4935,0.183,0.3899,2.130601092896175
STP,2002,0.4925,0.1838,0.3895,2.1191512513601745
STP,2003,0.4915,0.1846,0.3892,2.108342361863489
STP,2004,0.4905,0.1853,0.3888,2.0982191041554237
STP,2005,0.4895,0.1861,0.3884,2.0870499731327246
STP,2006,0.4886,0.1869,0.3881,2.0765115034777955
STP,2007,0.4876,0.1876,0.3877,2.066631130063966
STP,2008,0.4866,0.1884,0.3874,2.0562632696390657
STP,2009,0.4856,0.1891,0.387,2.0465362242199894
STP,2010,0.4846,0.1899,0.3866,2.0358083201685098
STP,2011,0.4996,0.1829,0.4028,2.202296336796063
STP,2012,0.5146000000000001,0.1759,0.419,2.382035247299602
STP,2013,0.5296000000000001,0.1689,0.4352,2.5766725873297807
STP,2014,0.5445,0.1619,0.4514,2.7881408276714024
STP,2015,0.5595,0.1548,0.4676,3.020671834625323
STP,2016,0.5745,0.1478,0.4838,3.273342354533153
STP,2017,0.5895,0.1408,0.5,3.5511363636363633
STP,2018,0.5895,0.1408,0.5,3.5511363636363633
STP,2019,0.5895,0.1408,0.5,3.5511363636363633
STP,2020,0.5895,0.1408,0.5,3.5511363636363633
STP,2021,0.5895,0.1408,0.5,3.5511363636363633
STP,2022,0.5895,0.1408,0.5,3.5511363636363633
STP,2023,0.5895,0.1408,0.5,3.5511363636363633
STP,2024,0.5895,0.1408,0.5,3.5511363636363633
SLV,1990,0.6725,0.0708,0.5085000000000001,7.1822033898305095
SLV,1991,0.6725,0.0708,0.5085000000000001,7.1822033898305095
SLV,1992,0.6725,0.0708,0.5085000000000001,7.1822033898305095
SLV,1993,0.6725,0.0708,0.5085000000000001,7.1822033898305095
SLV,1994,0.6725,0.0708,0.5085000000000001,7.1822033898305095
SLV,1995,0.6725,0.0708,0.5085000000000001,7.1822033898305095
SLV,1996,0.6725,0.0708,0.5085000000000001,7.1822033898305095
SLV,1997,0.6725,0.0708,0.5085000000000001,7.1822033898305095
SLV,1998,0.6725,0.0708,0.5085000000000001,7.1822033898305095
SLV,1999,0.6725,0.0708,0.5085000000000001,7.1822033898305095
SLV,2000,0.6725,0.0708,0.5085000000000001,7.1822033898305095
SLV,2001,0.6725,0.0708,0.5085000000000001,7.1822033898305095
SLV,2002,0.6708000000000001,0.0692,0.5009,7.238439306358382
SLV,2003,0.6565000000000001,0.0807,0.4967,6.154894671623296
SLV,2004,0.6598,0.0823,0.505,6.136087484811664
SLV,2005,0.6772,0.0696,0.5114000000000001,7.347701149425289
SLV,2006,0.6533,0.084,0.4979,5.927380952380952
SLV,2007,0.6615,0.083,0.5116,6.163855421686748
SLV,2008,0.6574,0.0836,0.5055000000000001,6.046650717703351
SLV,2009,0.6532,0.0843,0.4994,5.924080664294188
SLV,2010,0.6385000000000001,0.0873,0.4746,5.436426116838488
SLV,2011,0.6306,0.0918,0.4671,5.088235294117647
SLV,2012,0.6228,0.0963,0.4598,4.77466251298027
SLV,2013,0.6683,0.0863,0.5269,6.1054461181923525
SLV,2014,0.6659,0.0838,0.5174,6.174224343675418
SLV,2015,0.6313000000000001,0.0898,0.4668,5.198218262806236
SLV,2016,0.6498,0.0857,0.4878,5.691948658109685
SLV,2017,0.6133000000000001,0.0947,0.4357,4.600844772967265
SLV,2018,0.6136,0.0959,0.4383,4.570385818561001
SLV,2019,0.6164000000000001,0.0974,0.446,4.57905544147844
SLV,2020,0.6412,0.0872,0.4771,5.471330275229358
SLV,2021,0.6047,0.1003,0.4289,4.27617148554337
SLV,2022,0.5963,0.1054,0.424,4.022770398481973
SLV,2023,0.6053000000000001,0.105,0.4413,4.202857142857143
SLV,2024,0.6053000000000001,0.105,0.4413,4.202857142857143
SXM,1990,0.6879000000000001,0.0783,0.5592,7.1417624521072804
SXM,1991,0.6868000000000001,0.0789,0.558,7.072243346007605
SXM,1992,0.6859000000000001,0.0793,0.557,7.023959646910468
SXM,1993,0.6851,0.0797,0.556,6.976160602258471
SXM,1994,0.6842,0.08,0.555,6.937500000000001
SXM,1995,0.6834,0.0804,0.554,6.890547263681593
SXM,1996,0.6826,0.0807,0.5531,6.853779429987609
SXM,1997,0.6818000000000001,0.0811,0.5521,6.807644882860666
SXM,1998,0.681,0.0814,0.5512,6.771498771498772
SXM,1999,0.6802,0.0818,0.5503,6.727383863080685
SXM,2000,0.6794,0.0821,0.5494,6.69183922046285
SXM,2001,0.6781,0.0826,0.5477000000000001,6.6307506053268765
SXM,2002,0.6768000000000001,0.083,0.546,6.578313253012048
SXM,2003,0.6756,0.0835,0.5445,6.520958083832335
SXM,2004,0.6745,0.0839,0.543,6.471990464839094
SXM,2005,0.6734,0.0843,0.5416000000000001,6.42467378410439
SXM,2006,0.6724,0.0846,0.5403,6.386524822695036
SXM,2007,0.6714,0.085,0.539,6.341176470588235
SXM,2008,0.6704,0.0853,0.5378000000000001,6.304806565064479
SXM,2009,0.6695,0.0857,0.5366000000000001,6.261376896149359
SXM,2010,0.6687000000000001,0.086,0.5355,6.226744186046512
SXM,2011,0.6601,0.0917,0.5303,5.78298800436205
SXM,2012,0.6516000000000001,0.0974,0.5252,5.392197125256674
SXM,2013,0.6431,0.103,0.52,5.048543689320389
SXM,2014,0.6347,0.1086,0.515,4.742173112338858
SXM,2015,0.6264000000000001,0.1141,0.5099,4.46888694127958
SXM,2016,0.6182000000000001,0.1197,0.5049,4.218045112781955
SXM,2017,0.6099,0.1251,0.4999,3.9960031974420467
SXM,2018,0.6018,0.1306,0.4950000000000001,3.79019908116386
SXM,2019,0.5937,0.136,0.4901,3.6036764705882347
SXM,2020,0.5868,0.1406,0.4857,3.45448079658606
SXM,2021,0.5868,0.1406,0.4857,3.45448079658606
SXM,2022,0.5868,0.1406,0.4857,3.45448079658606
SXM,2023,0.5868,0.1406,0.4857,3.45448079658606
SXM,2024,0.5868,0.1406,0.4857,3.45448079658606
SYR,1990,0.6178,0.1332,0.542,4.069069069069069
SYR,1991,0.6178,0.1332,0.542,4.069069069069069
SYR,1992,0.6178,0.1332,0.542,4.069069069069069
SYR,1993,0.6178,0.1332,0.542,4.069069069069069
SYR,1994,0.6178,0.1332,0.542,4.069069069069069
SYR,1995,0.6178,0.1332,0.542,4.069069069069069
SYR,1996,0.6178,0.1332,0.542,4.069069069069069
SYR,1997,0.6194000000000001,0.1322,0.5431,4.108169440242057
SYR,1998,0.621,0.1311,0.5442,4.1510297482837535
SYR,1999,0.6227,0.13,0.5453,4.194615384615385
SYR,2000,0.6243000000000001,0.1289,0.5465,4.239720713731575
SYR,2001,0.626,0.1278,0.5476,4.284820031298905
SYR,2002,0.6278,0.1266,0.5488000000000001,4.334913112164298
SYR,2003,0.6295000000000001,0.1255,0.55,4.382470119521913
SYR,2004,0.6382,0.1177,0.5515,4.685641461342396
SYR,2005,0.6382,0.1177,0.5515,4.685641461342396
SYR,2006,0.6382,0.1177,0.5515,4.685641461342396
SYR,2007,0.6382,0.1177,0.5515,4.685641461342396
SYR,2008,0.6382,0.1177,0.5515,4.685641461342396
SYR,2009,0.6382,0.1177,0.5515,4.685641461342396
SYR,2010,0.6382,0.1177,0.5515,4.685641461342396
SYR,2011,0.6382,0.1177,0.5515,4.685641461342396
SYR,2012,0.6382,0.1177,0.5515,4.685641461342396
SYR,2013,0.6382,0.1177,0.5515,4.685641461342396
SYR,2014,0.6382,0.1177,0.5515,4.685641461342396
SYR,2015,0.6382,0.1177,0.5515,4.685641461342396
SYR,2016,0.6382,0.1177,0.5515,4.685641461342396
SYR,2017,0.6382,0.1177,0.5515,4.685641461342396
SYR,2018,0.6382,0.1177,0.5515,4.685641461342396
SYR,2019,0.6382,0.1177,0.5515,4.685641461342396
SYR,2020,0.6382,0.1177,0.5515,4.685641461342396
SYR,2021,0.6382,0.1177,0.5515,4.685641461342396
SYR,2022,0.6382,0.1177,0.5515,4.685641461342396
SYR,2023,0.6382,0.1177,0.5515,4.685641461342396
SYR,2024,0.6382,0.1177,0.5515,4.685641461342396
SWZ,1990,0.7495,0.0686,0.67,9.766763848396502
SWZ,1991,0.7495,0.0686,0.67,9.766763848396502
SWZ,1992,0.7495,0.0686,0.67,9.766763848396502
SWZ,1993,0.7495,0.0686,0.67,9.766763848396502
SWZ,1994,0.7495,0.0686,0.67,9.766763848396502
SWZ,1995,0.7407,0.0724,0.6612,9.132596685082872
SWZ,1996,0.732,0.0762,0.6525000000000001,8.562992125984252
SWZ,1997,0.7232000000000001,0.08,0.6438,8.0475
SWZ,1998,0.7145,0.0838,0.635,7.577565632458234
SWZ,1999,0.7057,0.0876,0.6263000000000001,7.149543378995435
SWZ,2000,0.6970000000000001,0.0914,0.6176,6.75711159737418
SWZ,2001,0.6940000000000001,0.0918,0.6122000000000001,6.668845315904139
SWZ,2002,0.6911,0.0923,0.6068,6.574214517876491
SWZ,2003,0.6882,0.0927,0.6015,6.488673139158576
SWZ,2004,0.6852,0.0931,0.5961000000000001,6.402792696025779
SWZ,2005,0.6823,0.0935,0.5907,6.317647058823529
SWZ,2006,0.6793,0.094,0.5854,6.227659574468086
SWZ,2007,0.6764,0.0944,0.5800000000000001,6.14406779661017
SWZ,2008,0.6734,0.0948,0.5746,6.061181434599156
SWZ,2009,0.6705,0.0952,0.5693,5.980042016806722
SWZ,2010,0.6741,0.0936,0.5730000000000001,6.121794871794872
SWZ,2011,0.6778000000000001,0.092,0.5767,6.268478260869565
SWZ,2012,0.6814,0.0903,0.5805,6.428571428571428
SWZ,2013,0.685,0.0887,0.5842,6.586245772266066
SWZ,2014,0.6887,0.0871,0.5880000000000001,6.750861079219289
SWZ,2015,0.6923,0.0854,0.5917,6.928571428571428
SWZ,2016,0.6959000000000001,0.0838,0.5954,7.105011933174225
SWZ,2017,0.6959000000000001,0.0838,0.5954,7.105011933174225
SWZ,2018,0.6959000000000001,0.0838,0.5954,7.105011933174225
SWZ,2019,0.6959000000000001,0.0838,0.5954,7.105011933174225
SWZ,2020,0.6959000000000001,0.0838,0.5954,7.105011933174225
SWZ,2021,0.6959000000000001,0.0838,0.5954,7.105011933174225
SWZ,2022,0.6959000000000001,0.0838,0.5954,7.105011933174225
SWZ,2023,0.6959000000000001,0.0838,0.5954,7.105011933174225
SWZ,2024,0.6959000000000001,0.0838,0.5954,7.105011933174225
TCA,1990,0.6879000000000001,0.0783,0.5592,7.1417624521072804
TCA,1991,0.6868000000000001,0.0789,0.558,7.072243346007605
TCA,1992,0.6859000000000001,0.0793,0.557,7.023959646910468
TCA,1993,0.6851,0.0797,0.556,6.976160602258471
TCA,1994,0.6842,0.08,0.555,6.937500000000001
TCA,1995,0.6834,0.0804,0.554,6.890547263681593
TCA,1996,0.6826,0.0807,0.5531,6.853779429987609
TCA,1997,0.6818000000000001,0.0811,0.5521,6.807644882860666
TCA,1998,0.681,0.0814,0.5512,6.771498771498772
TCA,1999,0.6802,0.0818,0.5503,6.727383863080685
TCA,2000,0.6794,0.0821,0.5494,6.69183922046285
TCA,2001,0.6781,0.0826,0.5477000000000001,6.6307506053268765
TCA,2002,0.6768000000000001,0.083,0.546,6.578313253012048
TCA,2003,0.6756,0.0835,0.5445,6.520958083832335
TCA,2004,0.6745,0.0839,0.543,6.471990464839094
TCA,2005,0.6734,0.0843,0.5416000000000001,6.42467378410439
TCA,2006,0.6724,0.0846,0.5403,6.386524822695036
TCA,2007,0.6714,0.085,0.539,6.341176470588235
TCA,2008,0.6704,0.0853,0.5378000000000001,6.304806565064479
TCA,2009,0.6695,0.0857,0.5366000000000001,6.261376896149359
TCA,2010,0.6687000000000001,0.086,0.5355,6.226744186046512
TCA,2011,0.6601,0.0917,0.5303,5.78298800436205
TCA,2012,0.6516000000000001,0.0974,0.5252,5.392197125256674
TCA,2013,0.6431,0.103,0.52,5.048543689320389
TCA,2014,0.6347,0.1086,0.515,4.742173112338858
TCA,2015,0.6264000000000001,0.1141,0.5099,4.46888694127958
TCA,2016,0.6182000000000001,0.1197,0.5049,4.218045112781955
TCA,2017,0.6099,0.1251,0.4999,3.9960031974420467
TCA,2018,0.6018,0.1306,0.4950000000000001,3.79019908116386
TCA,2019,0.5937,0.136,0.4901,3.6036764705882347
TCA,2020,0.5868,0.1406,0.4857,3.45448079658606
TCA,2021,0.5868,0.1406,0.4857,3.45448079658606
TCA,2022,0.5868,0.1406,0.4857,3.45448079658606
TCA,2023,0.5868,0.1406,0.4857,3.45448079658606
TCA,2024,0.5868,0.1406,0.4857,3.45448079658606
TCD,1990,0.5733,0.1435,0.4717,3.2871080139372824
TCD,1991,0.5733,0.1435,0.4717,3.2871080139372824
TCD,1992,0.5733,0.1435,0.4717,3.2871080139372824
TCD,1993,0.5733,0.1435,0.4717,3.2871080139372824
TCD,1994,0.5733,0.1435,0.4717,3.2871080139372824
TCD,1995,0.5733,0.1435,0.4717,3.2871080139372824
TCD,1996,0.5733,0.1435,0.4717,3.2871080139372824
TCD,1997,0.5733,0.1435,0.4717,3.2871080139372824
TCD,1998,0.5733,0.1435,0.4717,3.2871080139372824
TCD,1999,0.5733,0.1435,0.4717,3.2871080139372824
TCD,2000,0.5733,0.1435,0.4717,3.2871080139372824
TCD,2001,0.5733,0.1435,0.4717,3.2871080139372824
TCD,2002,0.5733,0.1435,0.4717,3.2871080139372824
TCD,2003,0.5733,0.1435,0.4717,3.2871080139372824
TCD,2004,0.5765,0.1418,0.4739,3.3420310296191817
TCD,2005,0.5796,0.14,0.4761,3.4007142857142854
TCD,2006,0.5828,0.1383,0.4783,3.458423716558207
TCD,2007,0.5859,0.1365,0.4805,3.5201465201465196
TCD,2008,0.5891000000000001,0.1348,0.4827,3.5808605341246293
TCD,2009,0.5922000000000001,0.133,0.4849,3.645864661654135
TCD,2010,0.5954,0.1313,0.4871,3.7098248286367097
TCD,2011,0.5985,0.1295,0.4893,3.7783783783783784
TCD,2012,0.5924,0.1332,0.4851,3.641891891891891
TCD,2013,0.5863,0.1369,0.481,3.5135135135135136
TCD,2014,0.5801000000000001,0.1407,0.4768,3.388770433546553
TCD,2015,0.5740000000000001,0.1444,0.4727,3.2735457063711912
TCD,2016,0.5679000000000001,0.1481,0.4685,3.163403106009453
TCD,2017,0.5618000000000001,0.1518,0.4644,3.059288537549407
TCD,2018,0.5556,0.1556,0.4602,2.957583547557841
TCD,2019,0.5547000000000001,0.156,0.4595,2.9455128205128207
TCD,2020,0.5538000000000001,0.1565,0.4588,2.931629392971246
TCD,2021,0.5529000000000001,0.157,0.4581,2.9178343949044585
TCD,2022,0.552,0.1574,0.4573,2.905336721728081
TCD,2023,0.552,0.1574,0.4573,2.905336721728081
TCD,2024,0.552,0.1574,0.4573,2.905336721728081
TGO,1990,0.5934,0.1334,0.4903,3.675412293853074
TGO,1991,0.5934,0.1334,0.4903,3.675412293853074
TGO,1992,0.5934,0.1334,0.4903,3.675412293853074
TGO,1993,0.5934,0.1334,0.4903,3.675412293853074
TGO,1994,0.5934,0.1334,0.4903,3.675412293853074
TGO,1995,0.5934,0.1334,0.4903,3.675412293853074
TGO,1996,0.5934,0.1334,0.4903,3.675412293853074
TGO,1997,0.5934,0.1334,0.4903,3.675412293853074
TGO,1998,0.5934,0.1334,0.4903,3.675412293853074
TGO,1999,0.5934,0.1334,0.4903,3.675412293853074
TGO,2000,0.5934,0.1334,0.4903,3.675412293853074
TGO,2001,0.5934,0.1334,0.4903,3.675412293853074
TGO,2002,0.5934,0.1334,0.4903,3.675412293853074
TGO,2003,0.5934,0.1334,0.4903,3.675412293853074
TGO,2004,0.5934,0.1334,0.4903,3.675412293853074
TGO,2005,0.5934,0.1334,0.4903,3.675412293853074
TGO,2006,0.5934,0.1334,0.4903,3.675412293853074
TGO,2007,0.599,0.1299,0.4943,3.8052347959969213
TGO,2008,0.6047,0.1264,0.4982,3.941455696202531
TGO,2009,0.6103000000000001,0.1229,0.5022,4.086248982912937
TGO,2010,0.616,0.1194,0.5062,4.239530988274707
TGO,2011,0.6217,0.1158,0.5102,4.40587219343696
TGO,2012,0.6143000000000001,0.1192,0.5016,4.208053691275168
TGO,2013,0.6069,0.1225,0.493,4.024489795918368
TGO,2014,0.5995,0.1259,0.4845,3.848292295472597
TGO,2015,0.5921000000000001,0.1292,0.4759,3.6834365325077396
TGO,2016,0.5941000000000001,0.1302,0.4832,3.7112135176651306
TGO,2017,0.5962000000000001,0.1313,0.4904,3.734958111195735
TGO,2018,0.5982000000000001,0.1323,0.4977,3.761904761904762
TGO,2019,0.5846,0.1395,0.4849,3.475985663082437
TGO,2020,0.5711,0.1468,0.4721,3.2159400544959125
TGO,2021,0.5575,0.154,0.4594,2.983116883116883
TGO,2022,0.5575,0.154,0.4594,2.983116883116883
TGO,2023,0.5575,0.154,0.4594,2.983116883116883
TGO,2024,0.5575,0.154,0.4594,2.983116883116883
THA,1990,0.6751,0.0957,0.5706,5.962382445141066
THA,1991,0.6835,0.0916,0.5803,6.335152838427948
THA,1992,0.6904,0.0882,0.5882000000000001,6.6689342403628125
THA,1993,0.6767000000000001,0.0948,0.5731,6.045358649789031
THA,1994,0.665,0.1005,0.5603,5.575124378109453
THA,1995,0.6613,0.1021,0.5557,5.442703232125367
THA,1996,0.6586000000000001,0.1033,0.5522,5.345595353339787
THA,1997,0.65,0.1055,0.5399,5.1175355450236975
THA,1998,0.6421,0.1077,0.5286000000000001,4.90807799442897
THA,1999,0.6559,0.1029,0.5469,5.314868804664723
THA,2000,0.658,0.1013,0.5471,5.400789733464956
THA,2001,0.6809000000000001,0.0861,0.5617,6.523809523809524
THA,2002,0.6582,0.1016,0.5486,5.399606299212598
THA,2003,0.673,0.0956,0.5657,5.917364016736401
THA,2004,0.6561,0.106,0.5519000000000001,5.206603773584907
THA,2005,0.6544,0.1059,0.5487000000000001,5.18130311614731
THA,2006,0.6521,0.1064,0.5452,5.12406015037594
THA,2007,0.6467,0.11,0.5417000000000001,4.924545454545455
THA,2008,0.6486000000000001,0.1134,0.5534,4.880070546737214
THA,2009,0.6355000000000001,0.1162,0.5309,4.568846815834768
THA,2010,0.6469,0.1148,0.5531,4.81794425087108
THA,2011,0.6364000000000001,0.1183,0.5377000000000001,4.545224006762469
THA,2012,0.6416000000000001,0.1165,0.5458000000000001,4.684978540772533
THA,2013,0.6194000000000001,0.1253,0.5177,4.131683958499601
THA,2014,0.6251,0.1249,0.5292,4.236989591673339
THA,2015,0.6042000000000001,0.1339,0.5028,3.7550410754294252
THA,2016,0.6097,0.1308,0.5072,3.877675840978593
THA,2017,0.6465000000000001,0.1054,0.5291,5.019924098671727
THA,2018,0.6232,0.1125,0.5047,4.4862222222222226
THA,2019,0.6099,0.1171,0.4806,4.104184457728437
THA,2020,0.6184000000000001,0.1143,0.4983,4.359580052493438
THA,2021,0.6356,0.1109,0.521,4.697926059513075
THA,2022,0.6356,0.1109,0.521,4.697926059513075
THA,2023,0.6356,0.1109,0.521,4.697926059513075
THA,2024,0.6356,0.1109,0.521,4.697926059513075
TJK,1990,0.3092,0.2947,0.2358,0.8001357312521208
TJK,1991,0.3272,0.2841,0.2512,0.8841957057374162
TJK,1992,0.3452,0.2734,0.2665,0.9747622531089979
TJK,1993,0.3632,0.2627,0.2819,1.073087171678721
TJK,1994,0.3812,0.2521,0.2972,1.1788972629908767
TJK,1995,0.3991,0.2414,0.3126,1.2949461474730737
TJK,1996,0.4171,0.2308,0.328,1.4211438474870017
TJK,1997,0.435,0.2201,0.3433,1.5597455701953657
TJK,1998,0.4529,0.2094,0.3587,1.7129894937917862
TJK,1999,0.4709,0.1988,0.3741,1.8817907444668007
TJK,2000,0.4833,0.1917,0.3843,2.004694835680751
TJK,2001,0.4974,0.1836,0.3956,2.154684095860566
TJK,2002,0.5104000000000001,0.176,0.406,2.306818181818182
TJK,2003,0.5158,0.1731,0.4109,2.3737723859041013
TJK,2004,0.5142,0.1747,0.4141,2.370349170005724
TJK,2005,0.5178,0.1737,0.4164,2.3972366148531954
TJK,2006,0.5127,0.1777,0.4129,2.3235790658413054
TJK,2007,0.5053,0.1829,0.4079,2.2301804264625478
TJK,2008,0.5046,0.181,0.4034,2.2287292817679556
TJK,2009,0.5041,0.1793,0.3994,2.2275515895147797
TJK,2010,0.5051,0.1788,0.4008,2.2416107382550337
TJK,2011,0.5026,0.1804,0.3996,2.2150776053215075
TJK,2012,0.5069,0.1779,0.4033,2.2670039347948285
TJK,2013,0.5081,0.1773,0.4047,2.282571912013536
TJK,2014,0.5035000000000001,0.1801,0.402,2.232093281510272
TJK,2015,0.4991,0.1828,0.3995,2.1854485776805253
TJK,2016,0.5159,0.1726,0.4112,2.3823870220162227
TJK,2017,0.5207,0.1697,0.4145,2.4425456688273424
TJK,2018,0.5215000000000001,0.1692,0.4151,2.4533096926713953
TJK,2019,0.5215000000000001,0.1692,0.4151,2.4533096926713953
TJK,2020,0.5215000000000001,0.1692,0.4151,2.4533096926713953
TJK,2021,0.5215000000000001,0.1692,0.4151,2.4533096926713953
TJK,2022,0.5215000000000001,0.1692,0.4151,2.4533096926713953
TJK,2023,0.5215000000000001,0.1692,0.4151,2.4533096926713953
TJK,2024,0.5215000000000001,0.1692,0.4151,2.4533096926713953
TLS,1990,0.5698,0.1427,0.457,3.2025227750525582
TLS,1991,0.5698,0.1427,0.457,3.2025227750525582
TLS,1992,0.5698,0.1427,0.457,3.2025227750525582
TLS,1993,0.5698,0.1427,0.457,3.2025227750525582
TLS,1994,0.5698,0.1427,0.457,3.2025227750525582
TLS,1995,0.5698,0.1427,0.457,3.2025227750525582
TLS,1996,0.5698,0.1427,0.457,3.2025227750525582
TLS,1997,0.5698,0.1427,0.457,3.2025227750525582
TLS,1998,0.5698,0.1427,0.457,3.2025227750525582
TLS,1999,0.5698,0.1427,0.457,3.2025227750525582
TLS,2000,0.5698,0.1427,0.457,3.2025227750525582
TLS,2001,0.5698,0.1427,0.457,3.2025227750525582
TLS,2002,0.5542,0.1516,0.4444,2.9313984168865432
TLS,2003,0.5389,0.1605,0.4319,2.6909657320872276
TLS,2004,0.5284,0.1663,0.4229,2.5429945880938063
TLS,2005,0.5161,0.1733,0.4128,2.3819965377957297
TLS,2006,0.5032,0.1808,0.4023,2.2251106194690267
TLS,2007,0.4926,0.1868,0.3935,2.1065310492505356
TLS,2008,0.4938,0.1866,0.3957,2.1205787781350485
TLS,2009,0.4981,0.1845,0.3999,2.167479674796748
TLS,2010,0.4993,0.1842,0.4016,2.180238870792617
TLS,2011,0.4985,0.185,0.4019,2.1724324324324322
TLS,2012,0.496,0.1869,0.4008,2.14446227929374
TLS,2013,0.496,0.1871,0.4015,2.1459112773917695
TLS,2014,0.4982,0.186,0.4036,2.1698924731182796
TLS,2015,0.4977,0.1863,0.4032,2.164251207729469
TLS,2016,0.4983,0.186,0.4036,2.1698924731182796
TLS,2017,0.4977,0.1864,0.4032,2.1630901287553645
TLS,2018,0.4965,0.1871,0.4024,2.1507215392838055
TLS,2019,0.4965,0.1871,0.4024,2.1507215392838055
TLS,2020,0.4965,0.1871,0.4024,2.1507215392838055
TLS,2021,0.4965,0.1871,0.4024,2.1507215392838055
TLS,2022,0.4965,0.1871,0.4024,2.1507215392838055
TLS,2023,0.4965,0.1871,0.4024,2.1507215392838055
TLS,2024,0.4965,0.1871,0.4024,2.1507215392838055
TKM,1990,0.3092,0.2947,0.2358,0.8001357312521208
TKM,1991,0.343,0.2756,0.2656,0.9637155297532656
TKM,1992,0.3768,0.2564,0.2953,1.1517160686427457
TKM,1993,0.4105,0.2373,0.3251,1.3699957859249894
TKM,1994,0.4443,0.2182,0.3549,1.6264894592117323
TKM,1995,0.478,0.199,0.3846,1.9326633165829146
TKM,1996,0.5117,0.1799,0.4144,2.3035019455252916
TKM,1997,0.5454,0.1608,0.4442,2.7624378109452734
TKM,1998,0.5793,0.1416,0.4739,3.3467514124293785
TKM,1999,0.5798,0.1413,0.4742,3.3559801840056616
TKM,2000,0.5808,0.1406,0.4748,3.3769559032716927
TKM,2001,0.5836,0.1388,0.4763,3.4315561959654177
TKM,2002,0.5864,0.137,0.4779,3.4883211678832113
TKM,2003,0.5849,0.1379,0.4771,3.4597534445250187
TKM,2004,0.5788,0.1419,0.4737,3.338266384778013
TKM,2005,0.5868,0.1366,0.4782,3.500732064421669
TKM,2006,0.5873,0.1364,0.4784,3.5073313782991202
TKM,2007,0.5852,0.1377,0.4773,3.4662309368191724
TKM,2008,0.5907,0.1341,0.4803,3.58165548098434
TKM,2009,0.5958,0.1307,0.4831,3.696250956388676
TKM,2010,0.5945,0.1316,0.4824,3.6656534954407296
TKM,2011,0.5912000000000001,0.1338,0.4806,3.591928251121076
TKM,2012,0.5920000000000001,0.1332,0.481,3.6111111111111107
TKM,2013,0.5912000000000001,0.1338,0.4806,3.591928251121076
TKM,2014,0.5870000000000001,0.1366,0.4782,3.500732064421669
TKM,2015,0.5830000000000001,0.1392,0.476,3.4195402298850577
TKM,2016,0.5932000000000001,0.1325,0.4817,3.6354716981132076
TKM,2017,0.5961000000000001,0.1306,0.4833,3.700612557427259
TKM,2018,0.5966,0.1302,0.4836,3.714285714285714
TKM,2019,0.5966,0.1302,0.4836,3.714285714285714
TKM,2020,0.5966,0.1302,0.4836,3.714285714285714
TKM,2021,0.5966,0.1302,0.4836,3.714285714285714
TKM,2022,0.5966,0.1302,0.4836,3.714285714285714
