ISO3,year,FHI_pr,FHI_cl,FHI_status
NAM,2018,3,2,F
NAM,2019,2,2,F
NAM,2020,2,2,F
NAM,2021,2,2,F
NAM,2022,2,2,F
NAM,2023,2,2,F
NAM,2024,3,2,F
NRU,1990,1,2,F
NRU,1991,1,2,F
NRU,1992,1,2,F
NRU,1993,1,3,F
NRU,1994,1,3,F
NRU,1995,1,3,F
NRU,1996,1,3,F
NRU,1997,1,3,F
NRU,1998,1,3,F
NRU,1999,1,3,F
NRU,2000,1,3,F
NRU,2001,1,3,F
NRU,2002,1,2,F
NRU,2003,1,1,F
NRU,2004,1,1,F
NRU,2005,F,1,1
NRU,2006,1,1,F
NRU,2007,1,1,F
NRU,2008,1,1,F
NRU,2009,1,1,F
NRU,2010,1,1,F
NRU,2011,1,1,F
NRU,2012,1,1,F
NRU,2013,1,1,F
NRU,2014,1,2,F
NRU,2015,2,2,F
NRU,2016,2,2,F
NRU,2017,2,2,F
NRU,2018,2,2,F
NRU,2019,2,3,F
NRU,2020,2,3,F
NRU,2021,2,3,F
NRU,2022,2,3,F
NRU,2023,2,3,F
NRU,2024,2,3,F
NPL,1990,4,4,PF
NPL,1991,2,3,F
NPL,1992,2,3,F
NPL,1993,3,4,PF
NPL,1994,3,4,PF
NPL,1995,3,4,PF
NPL,1996,3,4,PF
NPL,1997,3,4,PF
NPL,1998,3,4,PF
NPL,1999,3,4,PF
NPL,2000,3,4,PF
NPL,2001,3,4,PF
NPL,2002,4,4,PF
NPL,2003,5,4,PF
NPL,2004,5,5,PF
NPL,2005,NF,6,5
NPL,2006,5,4,PF
NPL,2007,5,4,PF
NPL,2008,4,4,PF
NPL,2009,4,4,PF
NPL,2010,4,4,PF
NPL,2011,4,4,PF
NPL,2012,4,4,PF
NPL,2013,4,4,PF
NPL,2014,3,4,PF
NPL,2015,3,4,PF
NPL,2016,3,4,PF
NPL,2017,3,4,PF
NPL,2018,3,4,PF
NPL,2019,3,4,PF
NPL,2020,3,4,PF
NPL,2021,3,4,PF
NPL,2022,3,4,PF
NPL,2023,3,4,PF
NPL,2024,3,4,PF
NLD,1990,1,1,F
NLD,1991,1,1,F
NLD,1992,1,1,F
NLD,1993,1,1,F
NLD,1994,1,1,F
NLD,1995,1,1,F
NLD,1996,1,1,F
NLD,1997,1,1,F
NLD,1998,1,1,F
NLD,1999,1,1,F
NLD,2000,1,1,F
NLD,2001,1,1,F
NLD,2002,1,1,F
NLD,2003,1,1,F
NLD,2004,1,1,F
NLD,2005,F,1,1
NLD,2006,1,1,F
NLD,2007,1,1,F
NLD,2008,1,1,F
NLD,2009,1,1,F
NLD,2010,1,1,F
NLD,2011,1,1,F
NLD,2012,1,1,F
NLD,2013,1,1,F
NLD,2014,1,1,F
NLD,2015,1,1,F
NLD,2016,1,1,F
NLD,2017,1,1,F
NLD,2018,1,1,F
NLD,2019,1,1,F
NLD,2020,1,1,F
NLD,2021,1,1,F
NLD,2022,1,1,F
NLD,2023,1,1,F
NLD,2024,1,1,F
NZL,1990,1,1,F
NZL,1991,1,1,F
NZL,1992,1,1,F
NZL,1993,1,1,F
NZL,1994,1,1,F
NZL,1995,1,1,F
NZL,1996,1,1,F
NZL,1997,1,1,F
NZL,1998,1,1,F
NZL,1999,1,1,F
NZL,2000,1,1,F
NZL,2001,1,1,F
NZL,2002,1,1,F
NZL,2003,1,1,F
NZL,2004,1,1,F
NZL,2005,F,1,1
NZL,2006,1,1,F
NZL,2007,1,1,F
NZL,2008,1,1,F
NZL,2009,1,1,F
NZL,2010,1,1,F
NZL,2011,1,1,F
NZL,2012,1,1,F
NZL,2013,1,1,F
NZL,2014,1,1,F
NZL,2015,1,1,F
NZL,2016,1,1,F
NZL,2017,1,1,F
NZL,2018,1,1,F
NZL,2019,1,1,F
NZL,2020,1,1,F
NZL,2021,1,1,F
NZL,2022,1,1,F
NZL,2023,1,1,F
NZL,2024,1,1,F
NIC,1990,3,3,PF
NIC,1991,3,3,PF
NIC,1992,4,3,PF
NIC,1993,4,5,PF
NIC,1994,4,5,PF
NIC,1995,4,4,PF
NIC,1996,3,3,PF
NIC,1997,3,3,PF
NIC,1998,2,3,PF
NIC,1999,3,3,PF
NIC,2000,3,3,PF
NIC,2001,3,3,PF
NIC,2002,3,3,PF
NIC,2003,3,3,PF
NIC,2004,3,3,PF
NIC,2005,PF,3,3
NIC,2006,3,3,PF
NIC,2007,3,3,PF
NIC,2008,4,3,PF
NIC,2009,4,4,PF
NIC,2010,4,4,PF
NIC,2011,5,4,PF
NIC,2012,5,4,PF
NIC,2013,4,3,PF
NIC,2014,4,3,PF
NIC,2015,4,3,PF
NIC,2016,5,4,PF
NIC,2017,5,4,PF
NIC,2018,6,5,NF
NIC,2019,6,5,NF
NIC,2020,6,5,NF
NIC,2021,7,5,NF
NIC,2022,7,6,NF
NIC,2023,7,6,NF
NIC,2024,7,6,NF
NER,1990,6,5,NF
NER,1991,6,5,PF
NER,1992,5,4,PF
NER,1993,3,4,PF
NER,1994,3,5,PF
NER,1995,3,5,PF
NER,1996,7,5,NF
NER,1997,7,5,NF
NER,1998,7,5,NF
NER,1999,5,5,PF
NER,2000,4,4,PF
NER,2001,4,4,PF
NER,2002,4,4,PF
NER,2003,4,4,PF
NER,2004,3,3,PF
NER,2005,PF,3,3
NER,2006,3,3,PF
NER,2007,3,4,PF
NER,2008,3,4,PF
NER,2009,5,4,PF
NER,2010,5,4,PF
NER,2011,3,4,PF
NER,2012,3,4,PF
NER,2013,3,4,PF
NER,2014,3,4,PF
NER,2015,3,4,PF
NER,2016,4,4,PF
NER,2017,4,4,PF
NER,2018,4,4,PF
NER,2019,4,4,PF
NER,2020,4,4,PF
NER,2021,4,4,PF
NER,2022,4,4,PF
NER,2023,6,4,PF
NER,2024,7,5,NF
NGA,1990,5,5,PF
NGA,1991,5,4,PF
NGA,1992,5,4,PF
NGA,1993,7,5,NF
NGA,1994,7,6,NF
NGA,1995,7,7,NF
NGA,1996,7,6,NF
NGA,1997,7,6,NF
NGA,1998,6,4,PF
NGA,1999,4,3,PF
NGA,2000,4,4,PF
NGA,2001,4,5,PF
NGA,2002,4,5,PF
NGA,2003,4,4,PF
NGA,2004,4,4,PF
NGA,2005,PF,4,4
NGA,2006,4,4,PF
NGA,2007,4,4,PF
NGA,2008,5,4,PF
NGA,2009,5,4,PF
NGA,2010,4,4,PF
NGA,2011,4,4,PF
NGA,2012,4,4,PF
NGA,2013,4,4,PF
NGA,2014,4,5,PF
NGA,2015,4,5,PF
NGA,2016,3,5,PF
NGA,2017,3,5,PF
NGA,2018,3,5,PF
NGA,2019,4,5,PF
NGA,2020,4,5,PF
NGA,2021,4,5,PF
NGA,2022,4,5,PF
NGA,2023,4,5,PF
NGA,2024,4,5,PF
PRK,1990,7,7,NF
PRK,1991,7,7,NF
PRK,1992,7,7,NF
PRK,1993,7,7,NF
PRK,1994,7,7,NF
PRK,1995,7,7,NF
PRK,1996,7,7,NF
PRK,1997,7,7,NF
PRK,1998,7,7,NF
PRK,1999,7,7,NF
PRK,2000,7,7,NF
PRK,2001,7,7,NF
PRK,2002,7,7,NF
PRK,2003,7,7,NF
PRK,2004,7,7,NF
PRK,2005,NF,7,7
PRK,2006,7,7,NF
PRK,2007,7,7,NF
PRK,2008,7,7,NF
PRK,2009,7,7,NF
PRK,2010,7,7,NF
PRK,2011,7,7,NF
PRK,2012,7,7,NF
PRK,2013,7,7,NF
PRK,2014,7,7,NF
PRK,2015,7,7,NF
PRK,2016,7,7,NF
PRK,2017,7,7,NF
PRK,2018,7,7,NF
PRK,2019,7,7,NF
PRK,2020,7,7,NF
PRK,2021,7,7,NF
PRK,2022,7,7,NF
PRK,2023,7,7,NF
PRK,2024,7,7,NF
MKD,1992,3,4,PF
MKD,1993,3,3,PF
MKD,1994,4,3,PF
MKD,1995,4,3,PF
MKD,1996,4,3,PF
MKD,1997,4,3,PF
MKD,1998,3,3,PF
MKD,1999,3,3,PF
MKD,2000,4,3,PF
MKD,2001,4,4,PF
MKD,2002,3,3,PF
MKD,2003,3,3,PF
MKD,2004,3,3,PF
MKD,2005,PF,3,3
MKD,2006,3,3,PF
MKD,2007,3,3,PF
MKD,2008,3,3,PF
MKD,2009,3,3,PF
MKD,2010,3,3,PF
MKD,2011,3,3,PF
MKD,2012,3,3,PF
MKD,2013,3,3,PF
MKD,2014,4,3,PF
MKD,2015,4,3,PF
MKD,2016,4,3,PF
MKD,2017,4,3,PF
MKD,2018,4,3,PF
MKD,2019,3,3,PF
MKD,2020,3,3,PF
MKD,2021,3,3,PF
MKD,2022,3,3,PF
MKD,2023,3,3,PF
MKD,2024,3,3,PF
NOR,1990,1,1,F
NOR,1991,1,1,F
NOR,1992,1,1,F
NOR,1993,1,1,F
NOR,1994,1,1,F
NOR,1995,1,1,F
NOR,1996,1,1,F
NOR,1997,1,1,F
NOR,1998,1,1,F
NOR,1999,1,1,F
NOR,2000,1,1,F
NOR,2001,1,1,F
NOR,2002,1,1,F
NOR,2003,1,1,F
NOR,2004,1,1,F
NOR,2005,F,1,1
NOR,2006,1,1,F
NOR,2007,1,1,F
NOR,2008,1,1,F
NOR,2009,1,1,F
NOR,2010,1,1,F
NOR,2011,1,1,F
NOR,2012,1,1,F
NOR,2013,1,1,F
NOR,2014,1,1,F
NOR,2015,1,1,F
NOR,2016,1,1,F
NOR,2017,1,1,F
NOR,2018,1,1,F
NOR,2019,1,1,F
NOR,2020,1,1,F
NOR,2021,1,1,F
NOR,2022,1,1,F
NOR,2023,1,1,F
NOR,2024,1,1,F
OMN,1990,6,6,NF
OMN,1991,6,6,NF
OMN,1992,6,5,PF
OMN,1993,6,6,NF
OMN,1994,6,6,NF
OMN,1995,6,6,NF
OMN,1996,6,6,NF
OMN,1997,6,6,NF
OMN,1998,6,6,NF
OMN,1999,6,6,NF
OMN,2000,6,5,NF
OMN,2001,6,5,NF
OMN,2002,6,5,NF
OMN,2003,6,5,NF
OMN,2004,6,5,NF
OMN,2005,NF,6,5
OMN,2006,6,5,NF
OMN,2007,6,5,NF
OMN,2008,6,5,NF
OMN,2009,6,5,NF
OMN,2010,6,5,NF
OMN,2011,6,5,NF
OMN,2012,6,5,NF
OMN,2013,6,5,NF
OMN,2014,6,5,NF
OMN,2015,6,5,NF
OMN,2016,6,5,NF
OMN,2017,6,5,NF
OMN,2018,6,5,NF
OMN,2019,6,5,NF
OMN,2020,6,5,NF
OMN,2021,6,5,NF
OMN,2022,6,5,NF
OMN,2023,6,5,NF
OMN,2024,6,5,NF
PAK,1990,4,4,PF
PAK,1991,4,5,PF
PAK,1992,4,5,PF
PAK,1993,3,5,PF
PAK,1994,3,5,PF
PAK,1995,3,5,PF
PAK,1996,4,5,PF
PAK,1997,4,5,PF
PAK,1998,4,5,PF
PAK,1999,7,5,NF
PAK,2000,6,5,NF
PAK,2001,6,5,NF
PAK,2002,6,5,NF
PAK,2003,6,5,NF
PAK,2004,6,5,NF
PAK,2005,NF,6,5
PAK,2006,6,5,NF
PAK,2007,6,5,NF
PAK,2008,4,5,PF
PAK,2009,4,5,PF
PAK,2010,4,5,PF
PAK,2011,4,5,PF
PAK,2012,4,5,PF
PAK,2013,4,5,PF
PAK,2014,4,5,PF
PAK,2015,4,5,PF
PAK,2016,4,5,PF
PAK,2017,4,5,PF
PAK,2018,5,5,PF
PAK,2019,5,5,PF
PAK,2020,5,5,PF
PAK,2021,5,5,PF
PAK,2022,5,5,PF
PAK,2023,5,5,PF
PAK,2024,5,5,PF
PLW,1994,1,2,F
PLW,1995,1,2,F
PLW,1996,1,2,F
PLW,1997,1,2,F
PLW,1998,1,2,F
PLW,1999,1,2,F
PLW,2000,1,2,F
PLW,2001,1,2,F
PLW,2002,1,2,F
PLW,2003,1,1,F
PLW,2004,1,1,F
PLW,2005,F,1,1
PLW,2006,1,1,F
PLW,2007,1,1,F
PLW,2008,1,1,F
PLW,2009,1,1,F
PLW,2010,1,1,F
PLW,2011,1,1,F
PLW,2012,1,1,F
PLW,2013,1,1,F
PLW,2014,1,1,F
PLW,2015,1,1,F
PLW,2016,1,1,F
PLW,2017,1,1,F
PLW,2018,1,1,F
PLW,2019,1,1,F
PLW,2020,1,1,F
PLW,2021,1,1,F
PLW,2022,1,1,F
PLW,2023,1,1,F
PLW,2024,1,1,F
PAN,1990,4,2,PF
PAN,1991,4,2,PF
PAN,1992,4,3,PF
PAN,1993,3,3,PF
PAN,1994,2,3,F
PAN,1995,2,3,F
PAN,1996,2,3,F
PAN,1997,2,3,F
PAN,1998,2,3,F
PAN,1999,1,2,F
PAN,2000,1,2,F
PAN,2001,1,2,F
PAN,2002,1,2,F
PAN,2003,1,2,F
PAN,2004,1,2,F
PAN,2005,F,1,2
PAN,2006,1,2,F
PAN,2007,1,2,F
PAN,2008,1,2,F
PAN,2009,1,2,F
PAN,2010,1,2,F
PAN,2011,1,2,F
PAN,2012,1,2,F
PAN,2013,2,2,F
PAN,2014,2,2,F
PAN,2015,2,2,F
PAN,2016,2,2,F
PAN,2017,2,2,F
PAN,2018,1,2,F
PAN,2019,1,2,F
PAN,2020,2,2,F
PAN,2021,2,2,F
PAN,2022,2,2,F
PAN,2023,2,2,F
PAN,2024,2,2,F
PNG,1990,2,3,F
PNG,1991,2,3,F
PNG,1992,2,3,F
PNG,1993,2,4,PF
PNG,1994,2,4,PF
PNG,1995,2,4,PF
PNG,1996,2,4,PF
PNG,1997,2,4,PF
PNG,1998,2,3,F
PNG,1999,2,3,F
PNG,2000,2,3,F
PNG,2001,2,3,F
PNG,2002,2,3,F
PNG,2003,3,3,PF
PNG,2004,3,3,PF
PNG,2005,PF,3,3
PNG,2006,3,3,PF
PNG,2007,3,3,PF
PNG,2008,4,3,PF
PNG,2009,4,3,PF
PNG,2010,4,3,PF
PNG,2011,4,3,PF
PNG,2012,4,3,PF
PNG,2013,3,3,PF
PNG,2014,4,3,PF
PNG,2015,4,3,PF
PNG,2016,3,3,PF
PNG,2017,3,3,PF
PNG,2018,4,3,PF
PNG,2019,4,3,PF
PNG,2020,4,3,PF
PNG,2021,4,3,PF
PNG,2022,4,3,PF
PNG,2023,4,3,PF
PNG,2024,4,3,PF
PRY,1990,4,3,PF
PRY,1991,3,3,PF
PRY,1992,3,3,PF
PRY,1993,3,3,PF
PRY,1994,4,3,PF
PRY,1995,4,3,PF
PRY,1996,4,3,PF
PRY,1997,4,3,PF
PRY,1998,4,3,PF
PRY,1999,4,3,PF
PRY,2000,4,3,PF
PRY,2001,4,3,PF
PRY,2002,4,3,PF
PRY,2003,3,3,PF
PRY,2004,3,3,PF
PRY,2005,PF,3,3
PRY,2006,3,3,PF
PRY,2007,3,3,PF
PRY,2008,3,3,PF
PRY,2009,3,3,PF
PRY,2010,3,3,PF
PRY,2011,3,3,PF
PRY,2012,3,3,PF
PRY,2013,3,3,PF
PRY,2014,3,3,PF
PRY,2015,3,3,PF
PRY,2016,3,3,PF
PRY,2017,3,3,PF
PRY,2018,3,3,PF
PRY,2019,3,3,PF
PRY,2020,3,3,PF
PRY,2021,3,3,PF
PRY,2022,3,3,PF
PRY,2023,3,3,PF
PRY,2024,3,3,PF
PER,1990,3,4,PF
PER,1991,3,5,PF
PER,1992,6,5,PF
PER,1993,5,5,PF
PER,1994,5,4,PF
PER,1995,5,4,PF
PER,1996,4,3,PF
PER,1997,5,4,PF
PER,1998,5,4,PF
PER,1999,5,4,PF
PER,2000,3,4,PF
PER,2001,1,3,F
PER,2002,2,3,F
PER,2003,2,3,F
PER,2004,2,3,F
PER,2005,F,2,3
PER,2006,2,3,F
PER,2007,2,3,F
PER,2008,2,3,F
PER,2009,2,3,F
PER,2010,2,3,F
PER,2011,2,3,F
PER,2012,2,3,F
PER,2013,2,3,F
PER,2014,2,3,F
PER,2015,2,3,F
PER,2016,2,3,F
PER,2017,2,3,F
PER,2018,2,3,F
PER,2019,2,3,F
PER,2020,3,3,PF
PER,2021,2,3,F
PER,2022,3,3,PF
PER,2023,3,3,PF
PER,2024,3,3,PF
PHL,1990,3,3,PF
PHL,1991,3,3,PF
PHL,1992,3,3,PF
PHL,1993,3,4,PF
PHL,1994,3,4,PF
PHL,1995,2,4,PF
PHL,1996,2,3,F
PHL,1997,2,3,F
PHL,1998,2,3,F
PHL,1999,2,3,F
PHL,2000,2,3,F
PHL,2001,2,3,F
PHL,2002,2,3,F
PHL,2003,2,3,F
PHL,2004,2,3,F
PHL,2005,PF,3,3
PHL,2006,3,3,PF
PHL,2007,4,3,PF
PHL,2008,4,3,PF
PHL,2009,4,3,PF
PHL,2010,3,3,PF
PHL,2011,3,3,PF
PHL,2012,3,3,PF
PHL,2013,3,3,PF
PHL,2014,3,3,PF
PHL,2015,3,3,PF
PHL,2016,3,3,PF
PHL,2017,3,3,PF
PHL,2018,3,3,PF
PHL,2019,3,4,PF
PHL,2020,3,4,PF
PHL,2021,3,4,PF
PHL,2022,3,4,PF
PHL,2023,3,4,PF
PHL,2024,3,4,PF
POL,1990,2,2,F
POL,1991,2,2,F
POL,1992,2,2,F
POL,1993,2,2,F
POL,1994,2,2,F
POL,1995,1,2,F
POL,1996,1,2,F
POL,1997,1,2,F
POL,1998,1,2,F
POL,1999,1,2,F
POL,2000,1,2,F
POL,2001,1,2,F
POL,2002,1,2,F
POL,2003,1,2,F
POL,2004,1,1,F
POL,2005,F,1,1
POL,2006,1,1,F
POL,2007,1,1,F
POL,2008,1,1,F
POL,2009,1,1,F
POL,2010,1,1,F
POL,2011,1,1,F
POL,2012,1,1,F
POL,2013,1,1,F
POL,2014,1,1,F
POL,2015,1,1,F
POL,2016,1,2,F
POL,2017,1,2,F
POL,2018,2,2,F
POL,2019,2,2,F
POL,2020,2,2,F
POL,2021,2,2,F
POL,2022,2,2,F
POL,2023,2,2,F
POL,2024,2,2,F
PRT,1990,1,2,F
PRT,1991,1,1,F
PRT,1992,1,1,F
PRT,1993,1,1,F
PRT,1994,1,1,F
PRT,1995,1,1,F
PRT,1996,1,1,F
PRT,1997,1,1,F
PRT,1998,1,1,F
PRT,1999,1,1,F
PRT,2000,1,1,F
PRT,2001,1,1,F
PRT,2002,1,1,F
PRT,2003,1,1,F
PRT,2004,1,1,F
PRT,2005,F,1,1
PRT,2006,1,1,F
PRT,2007,1,1,F
PRT,2008,1,1,F
PRT,2009,1,1,F
PRT,2010,1,1,F
PRT,2011,1,1,F
PRT,2012,1,1,F
PRT,2013,1,1,F
PRT,2014,1,1,F
PRT,2015,1,1,F
PRT,2016,1,1,F
PRT,2017,1,1,F
PRT,2018,1,1,F
PRT,2019,1,1,F
PRT,2020,1,1,F
PRT,2021,1,1,F
PRT,2022,1,1,F
PRT,2023,1,1,F
PRT,2024,1,1,F
QAT,1990,7,5,NF
QAT,1991,7,5,NF
QAT,1992,7,6,NF
QAT,1993,7,6,NF
QAT,1994,7,6,NF
QAT,1995,7,6,NF
QAT,1996,7,6,NF
QAT,1997,7,6,NF
QAT,1998,7,6,NF
QAT,1999,6,6,NF
QAT,2000,6,6,NF
QAT,2001,6,6,NF
QAT,2002,6,6,NF
QAT,2003,6,6,NF
QAT,2004,6,5,NF
QAT,2005,NF,6,5
QAT,2006,6,5,NF
QAT,2007,6,5,NF
QAT,2008,6,5,NF
QAT,2009,6,5,NF
QAT,2010,6,5,NF
QAT,2011,6,5,NF
QAT,2012,6,5,NF
QAT,2013,6,5,NF
QAT,2014,6,5,NF
QAT,2015,6,5,NF
QAT,2016,6,5,NF
QAT,2017,6,5,NF
QAT,2018,6,5,NF
QAT,2019,6,5,NF
QAT,2020,6,5,NF
QAT,2021,6,5,NF
QAT,2022,6,5,NF
QAT,2023,6,5,NF
QAT,2024,6,5,NF
ROU,1990,6,5,NF
ROU,1991,5,5,PF
ROU,1992,4,4,PF
ROU,1993,4,4,PF
ROU,1994,4,3,PF
ROU,1995,4,3,PF
ROU,1996,2,3,F
ROU,1997,2,2,F
ROU,1998,2,2,F
ROU,1999,2,2,F
ROU,2000,2,2,F
ROU,2001,2,2,F
ROU,2002,2,2,F
ROU,2003,2,2,F
ROU,2004,3,2,F
ROU,2005,F,2,2
ROU,2006,2,2,F
ROU,2007,2,2,F
ROU,2008,2,2,F
ROU,2009,2,2,F
ROU,2010,2,2,F
ROU,2011,2,2,F
ROU,2012,2,2,F
ROU,2013,2,2,F
ROU,2014,2,2,F
ROU,2015,2,2,F
ROU,2016,2,2,F
ROU,2017,2,2,F
ROU,2018,2,2,F
ROU,2019,2,2,F
ROU,2020,2,2,F
ROU,2021,2,2,F
ROU,2022,2,2,F
ROU,2023,2,2,F
ROU,2024,2,2,F
RUS,1991,3,3,PF
RUS,1992,3,4,PF
RUS,1993,3,4,PF
RUS,1994,3,4,PF
RUS,1995,3,4,PF
RUS,1996,3,4,PF
RUS,1997,3,4,PF
RUS,1998,4,4,PF
RUS,1999,4,5,PF
RUS,2000,5,5,PF
RUS,2001,5,5,PF
RUS,2002,5,5,PF
RUS,2003,5,5,PF
RUS,2004,6,5,NF
RUS,2005,NF,6,5
RUS,2006,6,5,NF
RUS,2007,6,5,NF
RUS,2008,6,5,NF
RUS,2009,6,5,NF
RUS,2010,6,5,NF
RUS,2011,6,5,NF
RUS,2012,6,5,NF
RUS,2013,6,5,NF
RUS,2014,6,6,NF
RUS,2015,6,6,NF
RUS,2016,7,6,NF
RUS,2017,7,6,NF
RUS,2018,7,6,NF
RUS,2019,7,6,NF
RUS,2020,7,6,NF
RUS,2021,7,6,NF
RUS,2022,7,6,NF
RUS,2023,7,6,NF
RUS,2024,7,6,NF
RWA,1990,6,6,NF
RWA,1991,6,6,NF
RWA,1992,6,5,NF
RWA,1993,6,5,NF
RWA,1994,7,7,NF
RWA,1995,7,6,NF
RWA,1996,7,6,NF
RWA,1997,7,6,NF
RWA,1998,7,6,NF
RWA,1999,7,6,NF
RWA,2000,7,6,NF
RWA,2001,7,6,NF
RWA,2002,7,5,NF
RWA,2003,6,5,NF
RWA,2004,6,5,NF
RWA,2005,NF,6,5
RWA,2006,6,5,NF
RWA,2007,6,5,NF
RWA,2008,6,5,NF
RWA,2009,6,5,NF
RWA,2010,6,5,NF
RWA,2011,6,5,NF
RWA,2012,6,6,NF
RWA,2013,6,5,NF
RWA,2014,6,6,NF
RWA,2015,6,6,NF
RWA,2016,6,6,NF
RWA,2017,6,6,NF
RWA,2018,6,6,NF
RWA,2019,6,6,NF
RWA,2020,6,6,NF
RWA,2021,6,6,NF
RWA,2022,6,6,NF
RWA,2023,6,6,NF
RWA,2024,6,6,NF
WSM,1990,2,2,F
WSM,1991,2,2,F
WSM,1992,2,2,F
WSM,1993,2,2,F
WSM,1994,2,2,F
WSM,1995,2,2,F
WSM,1996,2,2,F
WSM,1997,2,2,F
WSM,1998,2,3,F
WSM,1999,2,2,F
WSM,2000,2,2,F
WSM,2001,2,2,F
WSM,2002,2,2,F
WSM,2003,2,2,F
WSM,2004,2,2,F
WSM,2005,F,2,2
WSM,2006,2,2,F
WSM,2007,2,2,F
WSM,2008,2,2,F
WSM,2009,2,2,F
WSM,2010,2,2,F
WSM,2011,2,2,F
WSM,2012,2,2,F
WSM,2013,2,2,F
WSM,2014,2,2,F
WSM,2015,2,2,F
WSM,2016,2,2,F
WSM,2017,2,2,F
WSM,2018,2,2,F
WSM,2019,2,2,F
WSM,2020,2,2,F
WSM,2021,2,2,F
WSM,2022,2,2,F
WSM,2023,2,2,F
WSM,2024,2,2,F
SMR,1992,1,1,F
SMR,1993,1,1,F
SMR,1994,1,1,F
SMR,1995,1,1,F
SMR,1996,1,1,F
SMR,1997,1,1,F
SMR,1998,1,1,F
SMR,1999,1,1,F
SMR,2000,1,1,F
SMR,2001,1,1,F
SMR,2002,1,1,F
SMR,2003,1,1,F
SMR,2004,1,1,F
SMR,2005,F,1,1
SMR,2006,1,1,F
SMR,2007,1,1,F
SMR,2008,1,1,F
SMR,2009,1,1,F
SMR,2010,1,1,F
SMR,2011,1,1,F
SMR,2012,1,1,F
SMR,2013,1,1,F
SMR,2014,1,1,F
SMR,2015,1,1,F
SMR,2016,1,1,F
SMR,2017,1,1,F
SMR,2018,1,1,F
SMR,2019,1,1,F
SMR,2020,1,1,F
SMR,2021,1,1,F
SMR,2022,1,1,F
SMR,2023,1,1,F
SMR,2024,1,1,F
STP,1990,5,5,PF
STP,1991,2,3,F
STP,1992,2,3,F
STP,1993,1,2,F
STP,1994,1,2,F
STP,1995,1,2,F
STP,1996,1,2,F
STP,1997,1,2,F
STP,1998,1,2,F
STP,1999,1,2,F
STP,2000,1,2,F
STP,2001,1,2,F
STP,2002,1,2,F
STP,2003,2,2,F
STP,2004,2,2,F
STP,2005,F,2,2
STP,2006,2,2,F
STP,2007,2,2,F
STP,2008,2,2,F
STP,2009,2,2,F
STP,2010,2,2,F
STP,2011,2,2,F
STP,2012,2,2,F
STP,2013,2,2,F
STP,2014,2,2,F
STP,2015,2,2,F
STP,2016,2,2,F
STP,2017,2,2,F
STP,2018,2,2,F
STP,2019,2,2,F
STP,2020,2,2,F
STP,2021,2,2,F
STP,2022,2,2,F
STP,2023,2,2,F
STP,2024,2,2,F
SAU,1990,7,6,NF
SAU,1991,7,6,NF
SAU,1992,7,7,NF
SAU,1993,7,7,NF
SAU,1994,7,7,NF
SAU,1995,7,7,NF
SAU,1996,7,7,NF
SAU,1997,7,7,NF
SAU,1998,7,7,NF
SAU,1999,7,7,NF
SAU,2000,7,7,NF
SAU,2001,7,7,NF
SAU,2002,7,7,NF
SAU,2003,7,7,NF
SAU,2004,7,7,NF
SAU,2005,NF,7,6
SAU,2006,7,6,NF
SAU,2007,7,6,NF
SAU,2008,7,6,NF
SAU,2009,7,6,NF
SAU,2010,7,6,NF
SAU,2011,7,7,NF
SAU,2012,7,7,NF
SAU,2013,7,7,NF
SAU,2014,7,7,NF
SAU,2015,7,7,NF
SAU,2016,7,7,NF
SAU,2017,7,7,NF
SAU,2018,7,7,NF
SAU,2019,7,7,NF
SAU,2020,7,7,NF
SAU,2021,7,7,NF
SAU,2022,7,7,NF
SAU,2023,7,7,NF
SAU,2024,7,6,NF
SEN,1990,4,3,PF
SEN,1991,4,3,PF
SEN,1992,4,3,PF
SEN,1993,4,5,PF
SEN,1994,4,5,PF
SEN,1995,4,5,PF
SEN,1996,4,4,PF
SEN,1997,4,4,PF
SEN,1998,4,4,PF
SEN,1999,4,4,PF
SEN,2000,3,4,PF
SEN,2001,3,4,PF
SEN,2002,2,3,F
SEN,2003,2,3,F
SEN,2004,2,3,F
SEN,2005,F,2,3
SEN,2006,2,3,F
SEN,2007,2,3,F
SEN,2008,3,3,PF
SEN,2009,3,3,PF
SEN,2010,3,3,PF
SEN,2011,3,3,PF
SEN,2012,2,3,F
SEN,2013,2,2,F
SEN,2014,2,2,F
SEN,2015,2,2,F
SEN,2016,2,2,F
SEN,2017,2,2,F
SEN,2018,2,3,F
SEN,2019,3,3,PF
SEN,2020,3,3,PF
SEN,2021,3,3,PF
SEN,2022,3,3,PF
SEN,2023,3,3,PF
SEN,2024,2,3,F
SRB,2006,3,2,F
SRB,2007,3,2,F
SRB,2008,3,2,F
SRB,2009,2,2,F
SRB,2010,2,2,F
SRB,2011,2,2,F
SRB,2012,2,2,F
SRB,2013,2,2,F
SRB,2014,2,2,F
SRB,2015,2,2,F
SRB,2016,3,2,F
SRB,2017,3,2,F
SRB,2018,3,3,PF
SRB,2019,4,3,PF
SRB,2020,4,3,PF
SRB,2021,4,3,PF
SRB,2022,4,3,PF
SRB,2023,4,3,PF
SRB,2024,4,3,PF
SYC,1990,6,6,NF
SYC,1991,6,6,NF
SYC,1992,6,4,PF
SYC,1993,3,4,PF
SYC,1994,3,4,PF
SYC,1995,3,3,PF
SYC,1996,3,3,PF
SYC,1997,3,3,PF
SYC,1998,3,3,PF
SYC,1999,3,3,PF
